Year,LEA,LEA Name,School,School Name,Assessment,Student Group,Tested Count,Proficient Count,Proficient Pct,Level 1 Pct,Level 2 Pct,Level 3 Pct,Level 4 Pct,Create Date
2024,07,Cecil,0401,Cecil Manor Elementary,English Language Arts 04,All Students,59,22,37.3,16.9,45.8,37.3,<= 5.0,20240903
2024,07,Cecil,0401,Cecil Manor Elementary,English Language Arts 05,All Students,55,17,30.9,18.2,50.9,27.3,<= 5.0,20240903
2024,07,Cecil,0401,Cecil Manor Elementary, English Language Arts All Grades,All Students,175,56,32.0,19.4,48.6,30.9,<= 5.0,20240903
2024,07,Cecil,0504,North East Middle,English Language Arts 06,All Students,227,67,29.5,17.2,53.3,27.3,<= 5.0,20240903
2024,07,Cecil,0504,North East Middle,English Language Arts 07,All Students,252,103,40.9,6.0,53.2,37.3,<= 5.0,20240903
2024,07,Cecil,0504,North East Middle,English Language Arts 08,All Students,242,99,40.9,20.7,38.4,33.9,7.0,20240903
2024,07,Cecil,0504,North East Middle, English Language Arts All Grades,All Students,721,269,37.3,14.4,48.3,33.0,<= 5.0,20240903
2024,07,Cecil,0506,North East Elementary,English Language Arts 03,All Students,83,20,24.1,7.2,68.7,22.9,<= 5.0,20240903
2024,07,Cecil,0506,North East Elementary,English Language Arts 04,All Students,102,43,42.2,13.7,44.1,40.2,<= 5.0,20240903
2024,07,Cecil,0506,North East Elementary,English Language Arts 05,All Students,96,27,28.1,20.8,51.0,27.1,<= 5.0,20240903
2024,07,Cecil,0506,North East Elementary, English Language Arts All Grades,All Students,281,90,32.0,14.2,53.7,30.6,<= 5.0,20240903
2024,07,Cecil,0510,Bay View Elementary,English Language Arts 03,All Students,72,24,33.3,12.5,54.2,33.3,<= 5.0,20240903
2024,07,Cecil,0510,Bay View Elementary,English Language Arts 04,All Students,58,21,36.2,20.7,43.1,34.5,<= 5.0,20240903
2024,07,Cecil,0510,Bay View Elementary,English Language Arts 05,All Students,72,24,33.3,13.9,52.8,30.6,<= 5.0,20240903
2024,07,Cecil,0510,Bay View Elementary, English Language Arts All Grades,All Students,202,69,34.2,15.3,50.5,32.7,<= 5.0,20240903
2024,07,Cecil,0513,Charlestown Elementary,English Language Arts 03,All Students,41,27,65.9,7.3,26.8,51.2,14.6,20240903
2024,07,Cecil,0513,Charlestown Elementary,English Language Arts 04,All Students,46,28,60.9,6.5,32.6,52.2,8.7,20240903
2024,07,Cecil,0513,Charlestown Elementary,English Language Arts 05,All Students,43,20,46.5,11.6,41.9,41.9,<= 5.0,20240903
2024,07,Cecil,0513,Charlestown Elementary, English Language Arts All Grades,All Students,130,75,57.7,8.5,33.8,48.5,9.2,20240903
2024,07,Cecil,0514,North East High,English Language Arts 10,All Students,265,136,51.3,<= 5.0,45.3,40.4,10.9,20240903
2024,07,Cecil,0514,North East High, English Language Arts All Grades,All Students,265,136,51.3,<= 5.0,45.3,40.4,10.9,20240903
2024,07,Cecil,0515,Elk Neck Elementary,English Language Arts 03,All Students,63,18,28.6,11.1,60.3,28.6,<= 5.0,20240903
2024,07,Cecil,0515,Elk Neck Elementary,English Language Arts 04,All Students,73,31,42.5,13.7,43.8,39.7,<= 5.0,20240903
2024,07,Cecil,0515,Elk Neck Elementary,English Language Arts 05,All Students,84,42,50.0,8.3,41.7,45.2,<= 5.0,20240903
2024,07,Cecil,0515,Elk Neck Elementary, English Language Arts All Grades,All Students,220,91,41.4,10.9,47.7,38.6,<= 5.0,20240903
2024,07,Cecil,0606,Rising Sun Middle School,English Language Arts 06,All Students,193,112,58.0,<= 5.0,39.4,56.0,<= 5.0,20240903
2024,07,Cecil,0606,Rising Sun Middle School,English Language Arts 07,All Students,199,120,60.3,<= 5.0,38.2,55.8,<= 5.0,20240903
2024,07,Cecil,0606,Rising Sun Middle School,English Language Arts 08,All Students,204,124,60.8,10.3,28.9,46.6,14.2,20240903
2024,07,Cecil,0606,Rising Sun Middle School, English Language Arts All Grades,All Students,596,356,59.7,<= 5.0,35.4,52.7,7.0,20240903
2024,07,Cecil,0607,Rising Sun Elementary,English Language Arts 03,All Students,84,41,48.8,<= 5.0,47.6,42.9,6.0,20240903
2024,07,Cecil,0607,Rising Sun Elementary,English Language Arts 04,All Students,98,52,53.1,6.1,40.8,51.0,<= 5.0,20240903
2024,07,Cecil,0607,Rising Sun Elementary,English Language Arts 05,All Students,86,23,26.7,11.6,61.6,25.6,<= 5.0,20240903
2024,07,Cecil,0607,Rising Sun Elementary, English Language Arts All Grades,All Students,268,116,43.3,7.1,49.6,40.3,<= 5.0,20240903
2024,07,Cecil,0701,Perryville Middle,English Language Arts 06,All Students,173,80,46.2,7.5,46.2,42.2,<= 5.0,20240903
2024,07,Cecil,0701,Perryville Middle,English Language Arts 07,All Students,174,82,47.1,6.3,46.6,42.5,<= 5.0,20240903
2024,07,Cecil,0701,Perryville Middle,English Language Arts 08,All Students,162,57,35.2,20.4,44.4,32.7,<= 5.0,20240903
2024,07,Cecil,0701,Perryville Middle, English Language Arts All Grades,All Students,509,219,43.0,11.2,45.8,39.3,<= 5.0,20240903
2024,07,Cecil,0703,Perryville Elementary,English Language Arts 03,All Students,62,31,50.0,9.7,40.3,48.4,<= 5.0,20240903
2024,07,Cecil,0703,Perryville Elementary,English Language Arts 04,All Students,61,24,39.3,<= 5.0,55.7,34.4,<= 5.0,20240903
2024,07,Cecil,0703,Perryville Elementary,English Language Arts 05,All Students,52,26,50.0,11.5,38.5,36.5,13.5,20240903
2024,07,Cecil,0703,Perryville Elementary,English Language Arts 07,All Students,*,*,*,*,*,*,*,20240903
2024,07,Cecil,0703,Perryville Elementary, English Language Arts All Grades,All Students,176,81,46.0,8.5,45.5,39.8,6.3,20240903
2024,07,Cecil,0704,Bainbridge Elementary,English Language Arts 03,All Students,34,13,38.2,11.8,50.0,35.3,<= 5.0,20240903
2024,07,Cecil,0704,Bainbridge Elementary,English Language Arts 04,All Students,39,21,53.8,5.1,41.0,51.3,<= 5.0,20240903
2024,07,Cecil,0704,Bainbridge Elementary,English Language Arts 05,All Students,36,15,41.7,16.7,41.7,38.9,<= 5.0,20240903
2024,07,Cecil,0704,Bainbridge Elementary, English Language Arts All Grades,All Students,109,49,45.0,11.0,44.0,42.2,<= 5.0,20240903
2024,07,Cecil,0705,Perryville High,English Language Arts 10,All Students,221,156,70.6,<= 5.0,25.3,61.1,9.5,20240903
2024,07,Cecil,0705,Perryville High, English Language Arts All Grades,All Students,221,156,70.6,<= 5.0,25.3,61.1,9.5,20240903
2024,07,Cecil,0801,Conowingo Elementary,English Language Arts 03,All Students,60,30,50.0,<= 5.0,45.0,50.0,<= 5.0,20240903
2024,07,Cecil,0801,Conowingo Elementary,English Language Arts 04,All Students,77,40,51.9,<= 5.0,44.2,50.6,<= 5.0,20240903
2024,07,Cecil,0801,Conowingo Elementary,English Language Arts 05,All Students,63,20,31.7,20.6,47.6,30.2,<= 5.0,20240903
2024,07,Cecil,0801,Conowingo Elementary, English Language Arts All Grades,All Students,200,90,45.0,9.5,45.5,44.0,<= 5.0,20240903
2024,07,Cecil,0904,Calvert Elementary,English Language Arts 03,All Students,74,43,58.1,<= 5.0,39.2,52.7,5.4,20240903
2024,07,Cecil,0904,Calvert Elementary,English Language Arts 04,All Students,62,39,62.9,<= 5.0,33.9,51.6,11.3,20240903
2024,07,Cecil,0904,Calvert Elementary,English Language Arts 05,All Students,65,24,36.9,7.7,55.4,33.8,<= 5.0,20240903
2024,07,Cecil,0904,Calvert Elementary, English Language Arts All Grades,All Students,201,106,52.7,<= 5.0,42.8,46.3,6.5,20240903
2024,07,Cecil,0905,Rising Sun High,English Language Arts 10,All Students,280,186,66.4,<= 5.0,31.8,47.1,19.3,20240903
2024,07,Cecil,0905,Rising Sun High, English Language Arts All Grades,All Students,280,186,66.4,<= 5.0,31.8,47.1,19.3,20240903
2024,08,Charles,0104,Milton M. Somers Middle School,English Language Arts 06,All Students,219,113,51.6,6.8,41.6,45.2,6.4,20240903
2024,08,Charles,0104,Milton M. Somers Middle School,English Language Arts 07,All Students,198,107,54.0,<= 5.0,43.9,48.0,6.1,20240903
2024,08,Charles,0104,Milton M. Somers Middle School,English Language Arts 08,All Students,248,101,40.7,16.1,43.1,39.5,<= 5.0,20240903
2024,08,Charles,0104,Milton M. Somers Middle School, English Language Arts All Grades,All Students,665,321,48.3,8.9,42.9,43.9,<= 5.0,20240903
2024,08,Charles,0105,Walter J. Mitchell Elementary School,English Language Arts 03,All Students,92,37,40.2,13.0,46.7,39.1,<= 5.0,20240903
2024,08,Charles,0105,Walter J. Mitchell Elementary School,English Language Arts 04,All Students,100,50,50.0,9.0,41.0,44.0,6.0,20240903
2024,08,Charles,0105,Walter J. Mitchell Elementary School,English Language Arts 05,All Students,91,42,46.2,<= 5.0,51.6,37.4,8.8,20240903
2024,08,Charles,0105,Walter J. Mitchell Elementary School, English Language Arts All Grades,All Students,283,129,45.6,8.1,46.3,40.3,5.3,20240903
2024,08,Charles,0106,La Plata High School,English Language Arts 10,All Students,278,170,61.2,<= 5.0,34.5,50.7,10.4,20240903
2024,08,Charles,0106,La Plata High School, English Language Arts All Grades,All Students,278,170,61.2,<= 5.0,34.5,50.7,10.4,20240903
2024,08,Charles,0107,F. B. Gwynn Educational Center,English Language Arts 03,All Students,*,*,*,*,*,*,*,20240903
2024,08,Charles,0107,F. B. Gwynn Educational Center,English Language Arts 04,All Students,*,*,*,*,*,*,*,20240903
2024,08,Charles,0107,F. B. Gwynn Educational Center,English Language Arts 05,All Students,*,*,*,*,*,*,*,20240903
2024,08,Charles,0107,F. B. Gwynn Educational Center,English Language Arts 06,All Students,*,*,*,*,*,*,*,20240903
2024,08,Charles,0107,F. B. Gwynn Educational Center, English Language Arts All Grades,All Students,21,*,<= 5.0,52.4,47.6,<= 5.0,<= 5.0,20240903
2024,08,Charles,0108,Maurice J. McDonough High School,English Language Arts 10,All Students,314,175,55.7,7.3,36.9,45.9,9.9,20240903
2024,08,Charles,0108,Maurice J. McDonough High School, English Language Arts All Grades,All Students,314,175,55.7,7.3,36.9,45.9,9.9,20240903
2024,08,Charles,0109,Mary H. Matula Elementary School,English Language Arts 03,All Students,96,51,53.1,<= 5.0,42.7,51.0,<= 5.0,20240903
2024,08,Charles,0109,Mary H. Matula Elementary School,English Language Arts 04,All Students,81,50,61.7,16.0,22.2,55.6,6.2,20240903
2024,08,Charles,0109,Mary H. Matula Elementary School,English Language Arts 05,All Students,95,55,57.9,12.6,29.5,46.3,11.6,20240903
2024,08,Charles,0109,Mary H. Matula Elementary School, English Language Arts All Grades,All Students,272,156,57.4,10.7,32.0,50.7,6.6,20240903
2024,08,Charles,0110,Phoenix International School of the Arts,English Language Arts 06,All Students,83,28,33.7,9.6,56.6,32.5,<= 5.0,20240903
2024,08,Charles,0110,Phoenix International School of the Arts,English Language Arts 07,All Students,37,13,35.1,<= 5.0,64.9,32.4,<= 5.0,20240903
2024,08,Charles,0110,Phoenix International School of the Arts,English Language Arts 08,All Students,19,6,31.6,15.8,52.6,26.3,5.3,20240903
2024,08,Charles,0110,Phoenix International School of the Arts, English Language Arts All Grades,All Students,139,47,33.8,7.9,58.3,31.7,<= 5.0,20240903
2024,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,English Language Arts 03,All Students,51,25,49.0,7.8,43.1,41.2,7.8,20240903
2024,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,English Language Arts 04,All Students,36,19,52.8,5.6,41.7,52.8,<= 5.0,20240903
2024,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,English Language Arts 05,All Students,41,18,43.9,12.2,43.9,34.1,9.8,20240903
2024,08,Charles,0302,Mt Hope/Nanjemoy Elementary School, English Language Arts All Grades,All Students,128,62,48.4,8.6,43.0,42.2,6.3,20240903
2024,08,Charles,0501,Dr. Thomas L. Higdon Elementary School,English Language Arts 03,All Students,62,31,50.0,6.5,43.5,48.4,<= 5.0,20240903
2024,08,Charles,0501,Dr. Thomas L. Higdon Elementary School,English Language Arts 04,All Students,66,35,53.0,6.1,40.9,47.0,6.1,20240903
2024,08,Charles,0501,Dr. Thomas L. Higdon Elementary School,English Language Arts 05,All Students,55,20,36.4,12.7,50.9,36.4,<= 5.0,20240903
2024,08,Charles,0501,Dr. Thomas L. Higdon Elementary School, English Language Arts All Grades,All Students,183,86,47.0,8.2,44.8,44.3,<= 5.0,20240903
2024,08,Charles,0503,Piccowaxen Middle School,English Language Arts 06,All Students,214,120,56.1,7.0,36.9,46.7,9.3,20240903
2024,08,Charles,0503,Piccowaxen Middle School,English Language Arts 07,All Students,190,93,48.9,5.3,45.8,45.8,<= 5.0,20240903
2024,08,Charles,0503,Piccowaxen Middle School,English Language Arts 08,All Students,210,125,59.5,6.2,34.3,55.7,<= 5.0,20240903
2024,08,Charles,0503,Piccowaxen Middle School, English Language Arts All Grades,All Students,614,338,55.0,6.2,38.8,49.5,5.5,20240903
2024,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,English Language Arts 03,All Students,74,19,25.7,13.5,60.8,25.7,<= 5.0,20240903
2024,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,English Language Arts 04,All Students,68,13,19.1,29.4,51.5,19.1,<= 5.0,20240903
2024,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,English Language Arts 05,All Students,78,12,15.4,19.2,65.4,15.4,<= 5.0,20240903
2024,08,Charles,0604,Dr. Samuel A. Mudd Elementary School, English Language Arts All Grades,All Students,220,44,20.0,20.5,59.5,20.0,<= 5.0,20240903
2024,08,Charles,0605,Thomas Stone High School,English Language Arts 10,All Students,292,90,30.8,11.6,57.5,28.4,<= 5.0,20240903
2024,08,Charles,0605,Thomas Stone High School, English Language Arts All Grades,All Students,292,90,30.8,11.6,57.5,28.4,<= 5.0,20240903
2024,08,Charles,0606,J. P. Ryon Elementary School,English Language Arts 03,All Students,76,19,25.0,27.6,47.4,23.7,<= 5.0,20240903
2024,08,Charles,0606,J. P. Ryon Elementary School,English Language Arts 04,All Students,103,16,15.5,30.1,54.4,15.5,<= 5.0,20240903
2024,08,Charles,0606,J. P. Ryon Elementary School,English Language Arts 05,All Students,105,9,8.6,36.2,55.2,8.6,<= 5.0,20240903
2024,08,Charles,0606,J. P. Ryon Elementary School, English Language Arts All Grades,All Students,284,44,15.5,31.7,52.8,15.1,<= 5.0,20240903
2024,08,Charles,0608,John Hanson Middle School,English Language Arts 06,All Students,240,69,28.8,15.4,55.8,27.9,<= 5.0,20240903
2024,08,Charles,0608,John Hanson Middle School,English Language Arts 07,All Students,254,92,36.2,8.7,55.1,32.3,<= 5.0,20240903
2024,08,Charles,0608,John Hanson Middle School,English Language Arts 08,All Students,264,87,33.0,23.1,43.9,29.2,<= 5.0,20240903
2024,08,Charles,0608,John Hanson Middle School, English Language Arts All Grades,All Students,758,248,32.7,15.8,51.5,29.8,<= 5.0,20240903
2024,08,Charles,0609,Dr. James Craik Elementary School,English Language Arts 03,All Students,90,40,44.4,7.8,47.8,43.3,<= 5.0,20240903
2024,08,Charles,0609,Dr. James Craik Elementary School,English Language Arts 04,All Students,68,51,75.0,<= 5.0,23.5,66.2,8.8,20240903
2024,08,Charles,0609,Dr. James Craik Elementary School,English Language Arts 05,All Students,83,48,57.8,7.2,34.9,48.2,9.6,20240903
2024,08,Charles,0609,Dr. James Craik Elementary School, English Language Arts All Grades,All Students,241,139,57.7,5.8,36.5,51.5,6.2,20240903
2024,08,Charles,0611,Dr. Gustavus Brown Elementary,English Language Arts 03,All Students,66,21,31.8,10.6,57.6,31.8,<= 5.0,20240903
2024,08,Charles,0611,Dr. Gustavus Brown Elementary,English Language Arts 04,All Students,58,16,27.6,13.8,58.6,27.6,<= 5.0,20240903
2024,08,Charles,0611,Dr. Gustavus Brown Elementary,English Language Arts 05,All Students,64,15,23.4,23.4,53.1,23.4,<= 5.0,20240903
2024,08,Charles,0611,Dr. Gustavus Brown Elementary, English Language Arts All Grades,All Students,188,52,27.7,16.0,56.4,27.7,<= 5.0,20240903
2024,08,Charles,0612,Arthur Middleton Elementary School,English Language Arts 03,All Students,110,23,20.9,19.1,60.0,20.0,<= 5.0,20240903
2024,08,Charles,0612,Arthur Middleton Elementary School,English Language Arts 04,All Students,113,32,28.3,16.8,54.9,26.5,<= 5.0,20240903
2024,08,Charles,0612,Arthur Middleton Elementary School,English Language Arts 05,All Students,116,24,20.7,19.8,59.5,19.0,<= 5.0,20240903
2024,08,Charles,0612,Arthur Middleton Elementary School, English Language Arts All Grades,All Students,339,79,23.3,18.6,58.1,21.8,<= 5.0,20240903
2024,08,Charles,0613,Benjamin Stoddert Middle School,English Language Arts 06,All Students,300,60,20.0,21.0,59.0,18.3,<= 5.0,20240903
2024,08,Charles,0613,Benjamin Stoddert Middle School,English Language Arts 07,All Students,279,74,26.5,13.6,59.9,26.2,<= 5.0,20240903
2024,08,Charles,0613,Benjamin Stoddert Middle School,English Language Arts 08,All Students,300,83,27.7,25.7,46.7,27.0,<= 5.0,20240903
2024,08,Charles,0613,Benjamin Stoddert Middle School, English Language Arts All Grades,All Students,879,217,24.7,20.3,55.1,23.8,<= 5.0,20240903
2024,08,Charles,0616,Eva Turner Elementary School,English Language Arts 03,All Students,72,8,11.1,20.8,68.1,11.1,<= 5.0,20240903
2024,08,Charles,0616,Eva Turner Elementary School,English Language Arts 04,All Students,69,15,21.7,17.4,60.9,20.3,<= 5.0,20240903
2024,08,Charles,0616,Eva Turner Elementary School,English Language Arts 05,All Students,63,6,9.5,38.1,52.4,9.5,<= 5.0,20240903
2024,08,Charles,0616,Eva Turner Elementary School, English Language Arts All Grades,All Students,204,29,14.2,25.0,60.8,13.7,<= 5.0,20240903
2024,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,English Language Arts 03,All Students,100,22,22.0,20.0,58.0,21.0,<= 5.0,20240903
2024,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,English Language Arts 04,All Students,100,21,21.0,20.0,59.0,21.0,<= 5.0,20240903
2024,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,English Language Arts 05,All Students,89,19,21.3,20.2,58.4,21.3,<= 5.0,20240903
2024,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School, English Language Arts All Grades,All Students,289,62,21.5,20.1,58.5,21.1,<= 5.0,20240903
2024,08,Charles,0618,William B. Wade Elementary School,English Language Arts 03,All Students,104,47,45.2,13.5,41.3,44.2,<= 5.0,20240903
2024,08,Charles,0618,William B. Wade Elementary School,English Language Arts 04,All Students,116,45,38.8,9.5,51.7,36.2,<= 5.0,20240903
2024,08,Charles,0618,William B. Wade Elementary School,English Language Arts 05,All Students,107,45,42.1,17.8,40.2,36.4,5.6,20240903
2024,08,Charles,0618,William B. Wade Elementary School, English Language Arts All Grades,All Students,327,137,41.9,13.5,44.6,38.8,<= 5.0,20240903
2024,08,Charles,0619,Westlake High School,English Language Arts 10,All Students,284,107,37.7,10.2,52.1,35.2,<= 5.0,20240903
2024,08,Charles,0619,Westlake High School, English Language Arts All Grades,All Students,284,107,37.7,10.2,52.1,35.2,<= 5.0,20240903
2024,08,Charles,0620,C. Paul Barnhart Elementary School,English Language Arts 03,All Students,80,43,53.8,<= 5.0,41.3,50.0,<= 5.0,20240903
2024,08,Charles,0620,C. Paul Barnhart Elementary School,English Language Arts 04,All Students,93,38,40.9,10.8,48.4,36.6,<= 5.0,20240903
2024,08,Charles,0620,C. Paul Barnhart Elementary School,English Language Arts 05,All Students,82,31,37.8,14.6,47.6,37.8,<= 5.0,20240903
2024,08,Charles,0620,C. Paul Barnhart Elementary School, English Language Arts All Grades,All Students,255,112,43.9,10.2,45.9,41.2,<= 5.0,20240903
2024,08,Charles,0621,Mattawoman Middle School,English Language Arts 06,All Students,270,91,33.7,14.8,51.5,30.4,<= 5.0,20240903
2024,08,Charles,0621,Mattawoman Middle School,English Language Arts 07,All Students,292,98,33.6,7.9,58.6,31.8,<= 5.0,20240903
2024,08,Charles,0621,Mattawoman Middle School,English Language Arts 08,All Students,312,106,34.0,17.3,48.7,33.0,<= 5.0,20240903
2024,08,Charles,0621,Mattawoman Middle School, English Language Arts All Grades,All Students,874,295,33.8,13.4,52.9,31.8,<= 5.0,20240903
2024,08,Charles,0622,Berry Elementary School,English Language Arts 03,All Students,112,41,36.6,13.4,50.0,30.4,6.3,20240903
2024,08,Charles,0622,Berry Elementary School,English Language Arts 04,All Students,131,45,34.4,9.2,56.5,32.8,<= 5.0,20240903
2024,08,Charles,0622,Berry Elementary School,English Language Arts 05,All Students,138,40,29.0,16.7,54.3,27.5,<= 5.0,20240903
2024,08,Charles,0622,Berry Elementary School, English Language Arts All Grades,All Students,381,126,33.1,13.1,53.8,30.2,<= 5.0,20240903
2024,08,Charles,0623,North Point High School,English Language Arts 10,All Students,478,298,62.3,<= 5.0,34.1,53.8,8.6,20240903
2024,08,Charles,0623,North Point High School, English Language Arts All Grades,All Students,478,298,62.3,<= 5.0,34.1,53.8,8.6,20240903
2024,08,Charles,0624,William A. Diggs Elementary School,English Language Arts 03,All Students,141,65,46.1,7.8,46.1,44.0,<= 5.0,20240903
2024,08,Charles,0624,William A. Diggs Elementary School,English Language Arts 04,All Students,131,69,52.7,6.1,41.2,50.4,<= 5.0,20240903
2024,08,Charles,0624,William A. Diggs Elementary School,English Language Arts 05,All Students,141,75,53.2,9.2,37.6,46.1,7.1,20240903
2024,08,Charles,0624,William A. Diggs Elementary School, English Language Arts All Grades,All Students,413,209,50.6,7.7,41.6,46.7,<= 5.0,20240903
2024,08,Charles,0625,Theodore G. Davis Middle School,English Language Arts 06,All Students,340,188,55.3,8.5,36.2,49.4,5.9,20240903
2024,08,Charles,0625,Theodore G. Davis Middle School,English Language Arts 07,All Students,353,154,43.6,<= 5.0,52.4,38.2,5.4,20240903
2024,08,Charles,0625,Theodore G. Davis Middle School,English Language Arts 08,All Students,353,181,51.3,8.8,39.9,44.8,6.5,20240903
2024,08,Charles,0625,Theodore G. Davis Middle School, English Language Arts All Grades,All Students,1046,523,50.0,7.1,42.9,44.1,5.9,20240903
2024,08,Charles,0626,Mary B. Neal Elementary School,English Language Arts 03,All Students,92,46,50.0,5.4,44.6,47.8,<= 5.0,20240903
2024,08,Charles,0626,Mary B. Neal Elementary School,English Language Arts 04,All Students,97,37,38.1,12.4,49.5,35.1,<= 5.0,20240903
2024,08,Charles,0626,Mary B. Neal Elementary School,English Language Arts 05,All Students,91,27,29.7,17.6,52.7,24.2,5.5,20240903
2024,08,Charles,0626,Mary B. Neal Elementary School, English Language Arts All Grades,All Students,280,110,39.3,11.8,48.9,35.7,<= 5.0,20240903
2024,08,Charles,0627,Billingsley Elementary School,English Language Arts 03,All Students,99,31,31.3,12.1,56.6,29.3,<= 5.0,20240903
2024,08,Charles,0627,Billingsley Elementary School,English Language Arts 04,All Students,104,52,50.0,10.6,39.4,46.2,<= 5.0,20240903
2024,08,Charles,0627,Billingsley Elementary School,English Language Arts 05,All Students,114,26,22.8,20.2,57.0,22.8,<= 5.0,20240903
2024,08,Charles,0627,Billingsley Elementary School, English Language Arts All Grades,All Students,317,109,34.4,14.5,51.1,32.5,<= 5.0,20240903
2024,08,Charles,0701,Matthew Henson Middle School,English Language Arts 06,All Students,225,80,35.6,13.8,50.7,31.1,<= 5.0,20240903
2024,08,Charles,0701,Matthew Henson Middle School,English Language Arts 07,All Students,218,69,31.7,7.8,60.6,31.2,<= 5.0,20240903
2024,08,Charles,0701,Matthew Henson Middle School,English Language Arts 08,All Students,229,86,37.6,17.9,44.5,36.7,<= 5.0,20240903
2024,08,Charles,0701,Matthew Henson Middle School, English Language Arts All Grades,All Students,672,235,35.0,13.2,51.8,33.0,<= 5.0,20240903
2024,08,Charles,0703,J. C. Parks Elementary School,English Language Arts 03,All Students,84,31,36.9,15.5,47.6,36.9,<= 5.0,20240903
2024,08,Charles,0703,J. C. Parks Elementary School,English Language Arts 04,All Students,106,46,43.4,11.3,45.3,39.6,<= 5.0,20240903
2024,08,Charles,0703,J. C. Parks Elementary School,English Language Arts 05,All Students,109,46,42.2,23.9,33.9,33.9,8.3,20240903
2024,08,Charles,0703,J. C. Parks Elementary School, English Language Arts All Grades,All Students,299,123,41.1,17.1,41.8,36.8,<= 5.0,20240903
2024,08,Charles,0705,General Smallwood Middle School,English Language Arts 06,All Students,185,57,30.8,18.9,50.3,29.7,<= 5.0,20240903
2024,08,Charles,0705,General Smallwood Middle School,English Language Arts 07,All Students,147,54,36.7,7.5,55.8,36.1,<= 5.0,20240903
2024,08,Charles,0705,General Smallwood Middle School,English Language Arts 08,All Students,163,59,36.2,22.1,41.7,35.0,<= 5.0,20240903
2024,08,Charles,0705,General Smallwood Middle School, English Language Arts All Grades,All Students,495,170,34.3,16.6,49.1,33.3,<= 5.0,20240903
2024,08,Charles,0708,Robert D. Stethem Educational Center,English Language Arts 06,All Students,*,*,*,*,*,*,*,20240903
2024,08,Charles,0708,Robert D. Stethem Educational Center,English Language Arts 07,All Students,*,*,*,*,*,*,*,20240903
2024,08,Charles,0708,Robert D. Stethem Educational Center,English Language Arts 08,All Students,*,*,*,*,*,*,*,20240903
2024,08,Charles,0708,Robert D. Stethem Educational Center, English Language Arts All Grades,All Students,13,1,7.7,61.5,30.8,7.7,<= 5.0,20240903
2024,08,Charles,0710,Indian Head Elementary School,English Language Arts 03,All Students,62,17,27.4,19.4,53.2,25.8,<= 5.0,20240903
2024,08,Charles,0710,Indian Head Elementary School,English Language Arts 04,All Students,65,11,16.9,27.7,55.4,16.9,<= 5.0,20240903
2024,08,Charles,0710,Indian Head Elementary School,English Language Arts 05,All Students,73,18,24.7,20.5,54.8,23.3,<= 5.0,20240903
2024,08,Charles,0710,Indian Head Elementary School, English Language Arts All Grades,All Students,200,46,23.0,22.5,54.5,22.0,<= 5.0,20240903
2024,08,Charles,0801,T. C. Martin Elementary School,English Language Arts 03,All Students,68,33,48.5,10.3,41.2,47.1,<= 5.0,20240903
2024,08,Charles,0801,T. C. Martin Elementary School,English Language Arts 04,All Students,98,52,53.1,<= 5.0,44.9,45.9,7.1,20240903
2024,08,Charles,0801,T. C. Martin Elementary School,English Language Arts 05,All Students,106,44,41.5,8.5,50.0,34.0,7.5,20240903
2024,08,Charles,0801,T. C. Martin Elementary School, English Language Arts All Grades,All Students,272,129,47.4,6.6,46.0,41.5,5.9,20240903
2024,08,Charles,0802,St. Charles High School,English Language Arts 10,All Students,379,114,30.1,12.4,57.5,29.6,<= 5.0,20240903
2024,08,Charles,0802,St. Charles High School, English Language Arts All Grades,All Students,379,114,30.1,12.4,57.5,29.6,<= 5.0,20240903
2024,08,Charles,0902,Malcolm Elementary School,English Language Arts 03,All Students,59,18,30.5,10.2,59.3,28.8,<= 5.0,20240903
2024,08,Charles,0902,Malcolm Elementary School,English Language Arts 04,All Students,63,33,52.4,11.1,36.5,49.2,<= 5.0,20240903
2024,08,Charles,0902,Malcolm Elementary School,English Language Arts 05,All Students,79,26,32.9,16.5,50.6,32.9,<= 5.0,20240903
2024,08,Charles,0902,Malcolm Elementary School, English Language Arts All Grades,All Students,201,77,38.3,12.9,48.8,36.8,<= 5.0,20240903
2024,08,Charles,1001,Gale-Bailey Elementary School,English Language Arts 03,All Students,59,23,39.0,10.2,50.8,37.3,<= 5.0,20240903
2024,08,Charles,1001,Gale-Bailey Elementary School,English Language Arts 04,All Students,62,32,51.6,<= 5.0,46.8,50.0,<= 5.0,20240903
2024,08,Charles,1001,Gale-Bailey Elementary School,English Language Arts 05,All Students,52,19,36.5,23.1,40.4,36.5,<= 5.0,20240903
2024,08,Charles,1001,Gale-Bailey Elementary School, English Language Arts All Grades,All Students,173,74,42.8,11.0,46.2,41.6,<= 5.0,20240903
