Year,LEA,LEA Name,School,School Name,Assessment,Student Group,Tested Count,Proficient Count,Proficient Pct,Level 1 Pct,Level 2 Pct,Level 3 Pct,Level 4 Pct,Create Date
2023,01,Allegany,0801,Westernport Elementary, English Language Arts All Grades,All Students,125,51,40.8,7.2,52.0,37.6,<= 5.0,20241015
2023,01,Allegany,0802,Westmar Middle,English Language Arts 06,All Students,75,33,44.0,5.3,50.7,40.0,<= 5.0,20241015
2023,01,Allegany,0802,Westmar Middle,English Language Arts 07,All Students,72,37,51.4,<= 5.0,44.4,51.4,<= 5.0,20241015
2023,01,Allegany,0802,Westmar Middle,English Language Arts 08,All Students,82,35,42.7,15.9,41.5,42.7,<= 5.0,20241015
2023,01,Allegany,0802,Westmar Middle, English Language Arts All Grades,All Students,229,105,45.9,8.7,45.4,44.5,<= 5.0,20241015
2023,01,Allegany,1001,George's Creek Elementary,English Language Arts 03,All Students,47,18,38.3,12.8,48.9,34.0,<= 5.0,20241015
2023,01,Allegany,1001,George's Creek Elementary,English Language Arts 04,All Students,37,9,24.3,13.5,62.2,24.3,<= 5.0,20241015
2023,01,Allegany,1001,George's Creek Elementary,English Language Arts 05,All Students,54,11,20.4,14.8,64.8,20.4,<= 5.0,20241015
2023,01,Allegany,1001,George's Creek Elementary, English Language Arts All Grades,All Students,138,38,27.5,13.8,58.7,26.1,<= 5.0,20241015
2023,01,Allegany,1101,Frost Elementary,English Language Arts 03,All Students,36,32,88.9,<= 5.0,8.3,75.0,13.9,20241015
2023,01,Allegany,1101,Frost Elementary,English Language Arts 04,All Students,22,13,59.1,<= 5.0,40.9,54.5,<= 5.0,20241015
2023,01,Allegany,1101,Frost Elementary,English Language Arts 05,All Students,39,22,56.4,<= 5.0,41.0,43.6,12.8,20241015
2023,01,Allegany,1101,Frost Elementary, English Language Arts All Grades,All Students,97,67,69.1,<= 5.0,28.9,57.7,11.3,20241015
2023,01,Allegany,1301,Mount Savage Middle,English Language Arts 06,All Students,132,82,62.1,<= 5.0,34.8,59.1,<= 5.0,20241015
2023,01,Allegany,1301,Mount Savage Middle,English Language Arts 07,All Students,145,94,64.8,<= 5.0,31.0,64.8,<= 5.0,20241015
2023,01,Allegany,1301,Mount Savage Middle,English Language Arts 08,All Students,133,78,58.6,9.0,32.3,57.9,<= 5.0,20241015
2023,01,Allegany,1301,Mount Savage Middle, English Language Arts All Grades,All Students,410,254,62.0,5.4,32.7,60.7,<= 5.0,20241015
2023,01,Allegany,1302,Mt. Savage Elementary,English Language Arts 03,All Students,34,14,41.2,<= 5.0,55.9,35.3,5.9,20241015
2023,01,Allegany,1302,Mt. Savage Elementary,English Language Arts 04,All Students,30,15,50.0,<= 5.0,50.0,46.7,<= 5.0,20241015
2023,01,Allegany,1302,Mt. Savage Elementary,English Language Arts 05,All Students,28,16,57.1,<= 5.0,42.9,53.6,<= 5.0,20241015
2023,01,Allegany,1302,Mt. Savage Elementary, English Language Arts All Grades,All Students,92,45,48.9,<= 5.0,50.0,44.6,<= 5.0,20241015
2023,01,Allegany,2404,Mountain Ridge High School,English Language Arts 10,All Students,286,163,57.0,<= 5.0,39.2,51.0,5.9,20241015
2023,01,Allegany,2404,Mountain Ridge High School, English Language Arts All Grades,All Students,286,163,57.0,<= 5.0,39.2,51.0,5.9,20241015
2023,01,Allegany,2801,Beall Elementary,English Language Arts 03,All Students,67,31,46.3,<= 5.0,50.7,43.3,<= 5.0,20241015
2023,01,Allegany,2801,Beall Elementary,English Language Arts 04,All Students,54,37,68.5,<= 5.0,27.8,57.4,11.1,20241015
2023,01,Allegany,2801,Beall Elementary,English Language Arts 05,All Students,72,27,37.5,5.6,56.9,33.3,<= 5.0,20241015
2023,01,Allegany,2801,Beall Elementary, English Language Arts All Grades,All Students,193,95,49.2,<= 5.0,46.6,43.5,5.7,20241015
2023,01,Allegany,2901,Cash Valley Elementary,English Language Arts 03,All Students,43,16,37.2,9.3,53.5,34.9,<= 5.0,20241015
2023,01,Allegany,2901,Cash Valley Elementary,English Language Arts 04,All Students,28,15,53.6,14.3,32.1,50.0,<= 5.0,20241015
2023,01,Allegany,2901,Cash Valley Elementary,English Language Arts 05,All Students,28,22,78.6,<= 5.0,21.4,67.9,10.7,20241015
2023,01,Allegany,2901,Cash Valley Elementary, English Language Arts All Grades,All Students,99,53,53.5,8.1,38.4,48.5,5.1,20241015
2023,01,Allegany,2902,Parkside Elementary,English Language Arts 03,All Students,37,22,59.5,<= 5.0,37.8,40.5,18.9,20241015
2023,01,Allegany,2902,Parkside Elementary,English Language Arts 04,All Students,36,24,66.7,<= 5.0,33.3,58.3,8.3,20241015
2023,01,Allegany,2902,Parkside Elementary,English Language Arts 05,All Students,32,20,62.5,<= 5.0,34.4,50.0,12.5,20241015
2023,01,Allegany,2902,Parkside Elementary, English Language Arts All Grades,All Students,105,66,62.9,<= 5.0,35.2,49.5,13.3,20241015
2023,02,Anne Arundel,1023,Brooklyn Park Middle,English Language Arts 06,All Students,247,88,35.6,16.2,48.2,32.4,<= 5.0,20241015
2023,02,Anne Arundel,1023,Brooklyn Park Middle,English Language Arts 07,All Students,245,100,40.8,8.6,50.6,37.1,<= 5.0,20241015
2023,02,Anne Arundel,1023,Brooklyn Park Middle,English Language Arts 08,All Students,271,102,37.6,18.8,43.5,36.5,<= 5.0,20241015
2023,02,Anne Arundel,1023,Brooklyn Park Middle, English Language Arts All Grades,All Students,763,290,38.0,14.7,47.3,35.4,<= 5.0,20241015
2023,02,Anne Arundel,1033,Glen Burnie High,English Language Arts 10,All Students,558,294,52.7,6.5,40.9,44.8,7.9,20241015
2023,02,Anne Arundel,1033,Glen Burnie High, English Language Arts All Grades,All Students,558,294,52.7,6.5,40.9,44.8,7.9,20241015
2023,02,Anne Arundel,1043,Corkran Middle School,English Language Arts 06,All Students,196,45,23.0,17.3,59.7,23.0,<= 5.0,20241015
2023,02,Anne Arundel,1043,Corkran Middle School,English Language Arts 07,All Students,200,58,29.0,11.5,59.5,29.0,<= 5.0,20241015
2023,02,Anne Arundel,1043,Corkran Middle School,English Language Arts 08,All Students,228,68,29.8,17.5,52.6,27.6,<= 5.0,20241015
2023,02,Anne Arundel,1043,Corkran Middle School, English Language Arts All Grades,All Students,624,171,27.4,15.5,57.1,26.6,<= 5.0,20241015
2023,02,Anne Arundel,1053,Lindale Middle,English Language Arts 06,All Students,382,129,33.8,16.5,49.7,31.4,<= 5.0,20241015
2023,02,Anne Arundel,1053,Lindale Middle,English Language Arts 07,All Students,383,124,32.4,8.6,59.0,32.1,<= 5.0,20241015
2023,02,Anne Arundel,1053,Lindale Middle,English Language Arts 08,All Students,380,147,38.7,16.3,45.0,37.1,<= 5.0,20241015
2023,02,Anne Arundel,1053,Lindale Middle, English Language Arts All Grades,All Students,1145,400,34.9,13.8,51.3,33.5,<= 5.0,20241015
2023,02,Anne Arundel,1063,Marley Middle,English Language Arts 06,All Students,293,100,34.1,14.3,51.5,32.4,<= 5.0,20241015
2023,02,Anne Arundel,1063,Marley Middle,English Language Arts 07,All Students,320,106,33.1,7.5,59.4,32.8,<= 5.0,20241015
2023,02,Anne Arundel,1063,Marley Middle,English Language Arts 08,All Students,299,92,30.8,15.1,54.2,30.4,<= 5.0,20241015
2023,02,Anne Arundel,1063,Marley Middle, English Language Arts All Grades,All Students,912,298,32.7,12.2,55.2,31.9,<= 5.0,20241015
2023,02,Anne Arundel,1082,Belle Grove Elementary,English Language Arts 03,All Students,64,17,26.6,20.3,53.1,26.6,<= 5.0,20241015
2023,02,Anne Arundel,1082,Belle Grove Elementary,English Language Arts 04,All Students,37,6,16.2,24.3,59.5,16.2,<= 5.0,20241015
2023,02,Anne Arundel,1082,Belle Grove Elementary,English Language Arts 05,All Students,50,8,16.0,38.0,46.0,16.0,<= 5.0,20241015
2023,02,Anne Arundel,1082,Belle Grove Elementary, English Language Arts All Grades,All Students,151,31,20.5,27.2,52.3,20.5,<= 5.0,20241015
2023,02,Anne Arundel,1092,Brooklyn Park Elementary,English Language Arts 03,All Students,70,22,31.4,11.4,57.1,31.4,<= 5.0,20241015
2023,02,Anne Arundel,1092,Brooklyn Park Elementary,English Language Arts 04,All Students,74,15,20.3,23.0,56.8,20.3,<= 5.0,20241015
2023,02,Anne Arundel,1092,Brooklyn Park Elementary,English Language Arts 05,All Students,70,20,28.6,28.6,42.9,27.1,<= 5.0,20241015
2023,02,Anne Arundel,1092,Brooklyn Park Elementary, English Language Arts All Grades,All Students,214,57,26.6,21.0,52.3,26.2,<= 5.0,20241015
2023,02,Anne Arundel,1112,George T. Cromwell Elementary,English Language Arts 03,All Students,47,16,34.0,17.0,48.9,34.0,<= 5.0,20241015
2023,02,Anne Arundel,1112,George T. Cromwell Elementary,English Language Arts 04,All Students,56,22,39.3,14.3,46.4,37.5,<= 5.0,20241015
2023,02,Anne Arundel,1112,George T. Cromwell Elementary,English Language Arts 05,All Students,52,20,38.5,9.6,51.9,36.5,<= 5.0,20241015
2023,02,Anne Arundel,1112,George T. Cromwell Elementary, English Language Arts All Grades,All Students,155,58,37.4,13.5,49.0,36.1,<= 5.0,20241015
2023,02,Anne Arundel,1122,Freetown Elementary,English Language Arts 03,All Students,76,19,25.0,23.7,51.3,25.0,<= 5.0,20241015
2023,02,Anne Arundel,1122,Freetown Elementary,English Language Arts 04,All Students,73,36,49.3,6.8,43.8,46.6,<= 5.0,20241015
2023,02,Anne Arundel,1122,Freetown Elementary,English Language Arts 05,All Students,84,21,25.0,25.0,50.0,23.8,<= 5.0,20241015
2023,02,Anne Arundel,1122,Freetown Elementary, English Language Arts All Grades,All Students,233,76,32.6,18.9,48.5,31.3,<= 5.0,20241015
2023,02,Anne Arundel,1132,Glendale Elementary,English Language Arts 03,All Students,85,22,25.9,7.1,67.1,23.5,<= 5.0,20241015
2023,02,Anne Arundel,1132,Glendale Elementary,English Language Arts 04,All Students,51,21,41.2,11.8,47.1,39.2,<= 5.0,20241015
2023,02,Anne Arundel,1132,Glendale Elementary,English Language Arts 05,All Students,62,26,41.9,9.7,48.4,40.3,<= 5.0,20241015
2023,02,Anne Arundel,1132,Glendale Elementary, English Language Arts All Grades,All Students,198,69,34.8,9.1,56.1,32.8,<= 5.0,20241015
2023,02,Anne Arundel,1142,Hilltop Elementary,English Language Arts 03,All Students,84,21,25.0,17.9,57.1,25.0,<= 5.0,20241015
2023,02,Anne Arundel,1142,Hilltop Elementary,English Language Arts 04,All Students,105,14,13.3,23.8,62.9,12.4,<= 5.0,20241015
2023,02,Anne Arundel,1142,Hilltop Elementary,English Language Arts 05,All Students,97,17,17.5,24.7,57.7,17.5,<= 5.0,20241015
2023,02,Anne Arundel,1142,Hilltop Elementary, English Language Arts All Grades,All Students,286,52,18.2,22.4,59.4,17.8,<= 5.0,20241015
2023,02,Anne Arundel,1152,Linthicum Elementary,English Language Arts 03,All Students,67,39,58.2,6.0,35.8,56.7,<= 5.0,20241015
2023,02,Anne Arundel,1152,Linthicum Elementary,English Language Arts 04,All Students,66,39,59.1,7.6,33.3,53.0,6.1,20241015
2023,02,Anne Arundel,1152,Linthicum Elementary,English Language Arts 05,All Students,73,39,53.4,9.6,37.0,42.5,11.0,20241015
2023,02,Anne Arundel,1152,Linthicum Elementary, English Language Arts All Grades,All Students,206,117,56.8,7.8,35.4,50.5,6.3,20241015
2023,02,Anne Arundel,1162,Marley Elementary,English Language Arts 03,All Students,124,31,25.0,19.4,55.6,25.0,<= 5.0,20241015
2023,02,Anne Arundel,1162,Marley Elementary,English Language Arts 04,All Students,116,31,26.7,14.7,58.6,26.7,<= 5.0,20241015
2023,02,Anne Arundel,1162,Marley Elementary,English Language Arts 05,All Students,134,40,29.9,15.7,54.5,29.1,<= 5.0,20241015
2023,02,Anne Arundel,1162,Marley Elementary, English Language Arts All Grades,All Students,374,102,27.3,16.6,56.1,27.0,<= 5.0,20241015
2023,02,Anne Arundel,1172,North Glen Elementary,English Language Arts 03,All Students,53,12,22.6,11.3,66.0,22.6,<= 5.0,20241015
2023,02,Anne Arundel,1172,North Glen Elementary,English Language Arts 04,All Students,43,12,27.9,14.0,58.1,25.6,<= 5.0,20241015
2023,02,Anne Arundel,1172,North Glen Elementary,English Language Arts 05,All Students,44,5,11.4,22.7,65.9,11.4,<= 5.0,20241015
2023,02,Anne Arundel,1172,North Glen Elementary, English Language Arts All Grades,All Students,140,29,20.7,15.7,63.6,20.0,<= 5.0,20241015
2023,02,Anne Arundel,1182,Oakwood Elementary,English Language Arts 03,All Students,48,16,33.3,14.6,52.1,33.3,<= 5.0,20241015
2023,02,Anne Arundel,1182,Oakwood Elementary,English Language Arts 04,All Students,42,13,31.0,<= 5.0,64.3,28.6,<= 5.0,20241015
2023,02,Anne Arundel,1182,Oakwood Elementary,English Language Arts 05,All Students,42,13,31.0,11.9,57.1,28.6,<= 5.0,20241015
2023,02,Anne Arundel,1182,Oakwood Elementary, English Language Arts All Grades,All Students,132,42,31.8,10.6,57.6,30.3,<= 5.0,20241015
2023,02,Anne Arundel,1192,Overlook Elementary,English Language Arts 03,All Students,50,17,34.0,10.0,56.0,30.0,<= 5.0,20241015
2023,02,Anne Arundel,1192,Overlook Elementary,English Language Arts 04,All Students,49,27,55.1,12.2,32.7,46.9,8.2,20241015
2023,02,Anne Arundel,1192,Overlook Elementary,English Language Arts 05,All Students,60,15,25.0,23.3,51.7,25.0,<= 5.0,20241015
2023,02,Anne Arundel,1192,Overlook Elementary, English Language Arts All Grades,All Students,159,59,37.1,15.7,47.2,33.3,<= 5.0,20241015
2023,02,Anne Arundel,1202,Park Elementary,English Language Arts 03,All Students,86,40,46.5,8.1,45.3,46.5,<= 5.0,20241015
2023,02,Anne Arundel,1202,Park Elementary,English Language Arts 04,All Students,86,43,50.0,5.8,44.2,40.7,9.3,20241015
2023,02,Anne Arundel,1202,Park Elementary,English Language Arts 05,All Students,62,25,40.3,12.9,46.8,37.1,<= 5.0,20241015
2023,02,Anne Arundel,1202,Park Elementary, English Language Arts All Grades,All Students,234,108,46.2,8.5,45.3,41.9,<= 5.0,20241015
2023,02,Anne Arundel,1212,Point Pleasant Elementary,English Language Arts 03,All Students,62,24,38.7,6.5,54.8,35.5,<= 5.0,20241015
2023,02,Anne Arundel,1212,Point Pleasant Elementary,English Language Arts 04,All Students,69,33,47.8,15.9,36.2,34.8,13.0,20241015
2023,02,Anne Arundel,1212,Point Pleasant Elementary,English Language Arts 05,All Students,75,22,29.3,17.3,53.3,25.3,<= 5.0,20241015
2023,02,Anne Arundel,1212,Point Pleasant Elementary, English Language Arts All Grades,All Students,206,79,38.3,13.6,48.1,31.6,6.8,20241015
2023,02,Anne Arundel,1232,Quarterfield Elementary,English Language Arts 03,All Students,61,33,54.1,6.6,39.3,52.5,<= 5.0,20241015
2023,02,Anne Arundel,1232,Quarterfield Elementary,English Language Arts 04,All Students,72,32,44.4,13.9,41.7,41.7,<= 5.0,20241015
2023,02,Anne Arundel,1232,Quarterfield Elementary,English Language Arts 05,All Students,68,25,36.8,10.3,52.9,33.8,<= 5.0,20241015
2023,02,Anne Arundel,1232,Quarterfield Elementary, English Language Arts All Grades,All Students,201,90,44.8,10.4,44.8,42.3,<= 5.0,20241015
2023,02,Anne Arundel,1242,Richard Henry Lee Elementary,English Language Arts 03,All Students,83,15,18.1,9.6,72.3,18.1,<= 5.0,20241015
2023,02,Anne Arundel,1242,Richard Henry Lee Elementary,English Language Arts 04,All Students,81,27,33.3,14.8,51.9,30.9,<= 5.0,20241015
2023,02,Anne Arundel,1242,Richard Henry Lee Elementary,English Language Arts 05,All Students,81,27,33.3,9.9,56.8,30.9,<= 5.0,20241015
2023,02,Anne Arundel,1242,Richard Henry Lee Elementary, English Language Arts All Grades,All Students,245,69,28.2,11.4,60.4,26.5,<= 5.0,20241015
2023,02,Anne Arundel,1262,Woodside Elementary,English Language Arts 03,All Students,53,18,34.0,9.4,56.6,30.2,<= 5.0,20241015
2023,02,Anne Arundel,1262,Woodside Elementary,English Language Arts 04,All Students,53,15,28.3,11.3,60.4,28.3,<= 5.0,20241015
2023,02,Anne Arundel,1262,Woodside Elementary,English Language Arts 05,All Students,46,8,17.4,19.6,63.0,17.4,<= 5.0,20241015
2023,02,Anne Arundel,1262,Woodside Elementary, English Language Arts All Grades,All Students,152,41,27.0,13.2,59.9,25.7,<= 5.0,20241015
2023,02,Anne Arundel,1323,North County High,English Language Arts 10,All Students,633,295,46.6,8.1,45.3,41.1,5.5,20241015
2023,02,Anne Arundel,1323,North County High, English Language Arts All Grades,All Students,633,295,46.6,8.1,45.3,41.1,5.5,20241015
2023,02,Anne Arundel,2013,Severna Park High,English Language Arts 10,All Students,470,404,86.0,<= 5.0,13.6,61.9,24.0,20241015
2023,02,Anne Arundel,2013,Severna Park High, English Language Arts All Grades,All Students,470,404,86.0,<= 5.0,13.6,61.9,24.0,20241015
2023,02,Anne Arundel,2023,Northeast High,English Language Arts 10,All Students,369,207,56.1,5.7,38.2,48.8,7.3,20241015
2023,02,Anne Arundel,2023,Northeast High, English Language Arts All Grades,All Students,369,207,56.1,5.7,38.2,48.8,7.3,20241015
2023,02,Anne Arundel,2033,Northeast Middle,English Language Arts 06,All Students,292,112,38.4,9.6,52.1,36.6,<= 5.0,20241015
2023,02,Anne Arundel,2033,Northeast Middle,English Language Arts 07,All Students,284,71,25.0,7.0,68.0,24.3,<= 5.0,20241015
2023,02,Anne Arundel,2033,Northeast Middle,English Language Arts 08,All Students,292,85,29.1,21.9,49.0,28.1,<= 5.0,20241015
2023,02,Anne Arundel,2033,Northeast Middle, English Language Arts All Grades,All Students,868,268,30.9,12.9,56.2,29.7,<= 5.0,20241015
2023,02,Anne Arundel,2043,Severna Park Middle,English Language Arts 06,All Students,450,385,85.6,<= 5.0,13.3,64.2,21.3,20241015
2023,02,Anne Arundel,2043,Severna Park Middle,English Language Arts 07,All Students,479,368,76.8,<= 5.0,21.3,65.1,11.7,20241015
2023,02,Anne Arundel,2043,Severna Park Middle,English Language Arts 08,All Students,449,381,84.9,<= 5.0,13.8,67.9,16.9,20241015
2023,02,Anne Arundel,2043,Severna Park Middle, English Language Arts All Grades,All Students,1378,1134,82.3,<= 5.0,16.3,65.7,16.5,20241015
2023,02,Anne Arundel,2052,Arnold Elementary,English Language Arts 03,All Students,88,63,71.6,<= 5.0,26.1,63.6,8.0,20241015
2023,02,Anne Arundel,2052,Arnold Elementary,English Language Arts 04,All Students,80,61,76.3,<= 5.0,23.8,61.3,15.0,20241015
2023,02,Anne Arundel,2052,Arnold Elementary,English Language Arts 05,All Students,83,61,73.5,<= 5.0,26.5,55.4,18.1,20241015
2023,02,Anne Arundel,2052,Arnold Elementary, English Language Arts All Grades,All Students,251,185,73.7,<= 5.0,25.5,60.2,13.5,20241015
2023,02,Anne Arundel,2062,Belvedere Elementary,English Language Arts 03,All Students,85,52,61.2,8.2,30.6,56.5,<= 5.0,20241015
2023,02,Anne Arundel,2062,Belvedere Elementary,English Language Arts 04,All Students,77,53,68.8,6.5,24.7,62.3,6.5,20241015
2023,02,Anne Arundel,2062,Belvedere Elementary,English Language Arts 05,All Students,79,47,59.5,<= 5.0,36.7,54.4,5.1,20241015
2023,02,Anne Arundel,2062,Belvedere Elementary, English Language Arts All Grades,All Students,241,152,63.1,6.2,30.7,57.7,5.4,20241015
2023,02,Anne Arundel,2072,Benfield Elementary,English Language Arts 03,All Students,64,54,84.4,<= 5.0,14.1,53.1,31.3,20241015
2023,02,Anne Arundel,2072,Benfield Elementary,English Language Arts 04,All Students,66,*,>= 95.0,<= 5.0,<= 5.0,47.0,50.0,20241015
2023,02,Anne Arundel,2072,Benfield Elementary,English Language Arts 05,All Students,67,*,>= 95.0,<= 5.0,<= 5.0,44.8,50.7,20241015
2023,02,Anne Arundel,2072,Benfield Elementary, English Language Arts All Grades,All Students,197,182,92.4,<= 5.0,6.6,48.2,44.2,20241015
2023,02,Anne Arundel,2082,Bodkin Elementary,English Language Arts 03,All Students,100,65,65.0,<= 5.0,31.0,60.0,<= 5.0,20241015
2023,02,Anne Arundel,2082,Bodkin Elementary,English Language Arts 04,All Students,82,53,64.6,<= 5.0,34.1,48.8,15.9,20241015
2023,02,Anne Arundel,2082,Bodkin Elementary,English Language Arts 05,All Students,87,62,71.3,<= 5.0,26.4,60.9,10.3,20241015
2023,02,Anne Arundel,2082,Bodkin Elementary, English Language Arts All Grades,All Students,269,180,66.9,<= 5.0,30.5,56.9,10.0,20241015
2023,02,Anne Arundel,2092,Cape St. Claire Elementary,English Language Arts 03,All Students,96,72,75.0,<= 5.0,20.8,69.8,5.2,20241015
2023,02,Anne Arundel,2092,Cape St. Claire Elementary,English Language Arts 04,All Students,93,67,72.0,<= 5.0,23.7,54.8,17.2,20241015
2023,02,Anne Arundel,2092,Cape St. Claire Elementary,English Language Arts 05,All Students,100,73,73.0,<= 5.0,26.0,57.0,16.0,20241015
2023,02,Anne Arundel,2092,Cape St. Claire Elementary, English Language Arts All Grades,All Students,289,212,73.4,<= 5.0,23.5,60.6,12.8,20241015
2023,02,Anne Arundel,2102,Folger Mckinsey Elementary,English Language Arts 03,All Students,101,83,82.2,<= 5.0,16.8,52.5,29.7,20241015
2023,02,Anne Arundel,2102,Folger Mckinsey Elementary,English Language Arts 04,All Students,95,75,78.9,<= 5.0,18.9,52.6,26.3,20241015
2023,02,Anne Arundel,2102,Folger Mckinsey Elementary,English Language Arts 05,All Students,114,80,70.2,<= 5.0,27.2,51.8,18.4,20241015
2023,02,Anne Arundel,2102,Folger Mckinsey Elementary, English Language Arts All Grades,All Students,310,238,76.8,<= 5.0,21.3,52.3,24.5,20241015
