"","School.Name","assessment","Weighted_Proficient","Year","LEA","LEA.Name","School","Assessment","Student.Group","Tested.Count","Proficient.Count","Proficient.Pct","Level.1.Pct","Level.2.Pct","Level.3.Pct","Level.4.Pct","Create.Date","diference","X","Y","OBJECTID","County","PSC_NUMBER","STREET","CITY","STATE","ZIP","Grades","School_Type","NAME","variable","Income_per_cap","moe"
"1","A. Mario Loiederman Middle","Math",12.8299212598425,2023,15,"Montgomery",787," Mathematics All Grades","All Students","967","*",5,"59.3","35.9","<= 5.0","<= 5.0",20241015,-7.82992125984252,"-8579470.151","4731035.5582","2275","Montgomery                                        ","15.268","12701 GOODHILL ROAD","SILVER SPRING","MD","20906","6-8","Middle","ZCTA5 20906","B19301_001",43855,2171
"2","Aberdeen High","Math",18.7590517241379,2023,12,"Harford",270," Mathematics All Grades","All Students","626","57",9.1,"38.8","52.1","7.5","<= 5.0",20241015,-9.65905172413793,"-8479327.9093","4795914.6267","2232","Harford                                           ","12.058","251 PARADISE ROAD","ABERDEEN","MD","21001","9-12","High","ZCTA5 21001","B19301_001",40698,2393
"3","Aberdeen Middle","Math",20.8189931350114,2023,12,"Harford",265," Mathematics All Grades","All Students","1036","54",5.2,"51.0","43.8","5.1","<= 5.0",20241015,-15.6189931350114,"-8478596.3742","4795770.8767","1721","Harford                                           ","12.006","111 MOUNT ROYAL AVENUE","ABERDEEN","MD","21001","6-8","Middle","ZCTA5 21001","B19301_001",40698,2393
"4","Abingdon Elementary","Math",45.1042440318302,2023,12,"Harford",123," Mathematics All Grades","All Students","294","113",38.4,"10.9","50.7","37.1","<= 5.0",20241015,-6.70424403183025,"-8496487.5503","4790292.5737","1871","Harford                                           ","12.049","3001 S. TOLLGATE ROAD","ABINGDON","MD","21009","PreK-5","Elementary","ZCTA5 21009","B19301_001",50399,2749
"5","Accident Elementary","Math",39.2973214285714,2023,11,"Garrett",1501," Mathematics All Grades","All Students","101","41",40.6,"<= 5.0","56.4","35.6","<= 5.0",20241015,1.30267857142857,"-8828799.6051","4811777.2151","1725","Garrett                                           ","11.013","534 ACCIDENT BITTINGER ROAD P.O. BOX 260","ACCIDENT","MD","21520","PreK-5","Elementary","ZCTA5 21520","B19301_001",41376,17036
"6","Allegany High","Math",9.7,2023,1,"Allegany",606," Mathematics All Grades","All Students","416","54",13,"27.4","59.6","13.0","<= 5.0",20241015,3.3,"-8771485.4174","4816032.1774","1467","Allegany                                          ","01.038","900 SETON DRIVE","CUMBERLAND","MD","21502","9-12","High","ZCTA5 21502","B19301_001",30485,1296
"7","Allenwood Elementary","Math",10.7016949152542,2023,16,"Prince George's",632," Mathematics All Grades","All Students","159","15",9.4,"49.7","40.9","9.4","<= 5.0",20241015,-1.30169491525424,"-8563825.0303","4693506.1299","1921","Prince George's                                   ","16.205","6300 HARLEY LANE","TEMPLE HILLS","MD","20748","PreK-5","Elementary","ZCTA5 20748","B19301_001",40547,2000
"8","Andrew Jackson Academy","Math",6.9,2023,16,"Prince George's",645," Mathematics All Grades","All Students","260","*",5,"64.6","31.2","<= 5.0","<= 5.0",20241015,-1.9,"-8561390.8312","4698955.757","2312","Prince George's                                   ","16.197","3500 REGENCY PARKWAY","FORESTVILLE","MD","20747","PreK-8","PreK-8","ZCTA5 20747","B19301_001",38921,2062
"9","Annapolis Elementary","Math",20.647619047619,2023,2,"Anne Arundel",4092," Mathematics All Grades","All Students","77","19",24.7,"27.3","48.1","23.4","<= 5.0",20241015,4.05238095238095,"-8514574.6733","4718312.8432","2575","Anne Arundel                                      ","02.034","180 GREEN STREET","ANNAPOLIS","MD","21401","PreK-5","Elementary","ZCTA5 21401","B19301_001",78167,6474
"10","Annapolis High","Math",7.4,2023,2,"Anne Arundel",4013," Mathematics All Grades","All Students","74","4",5.4,"54.1","40.5","5.4","<= 5.0",20241015,-2,"-8523241.0895","4718020.0773","2383","Anne Arundel                                      ","02.030","2700 RIVA ROAD","ANNAPOLIS","MD","21401","9-12","High","ZCTA5 21401","B19301_001",78167,6474
"11","Annapolis Middle","Math",29.6073359073359,2023,2,"Anne Arundel",4033," Mathematics All Grades","All Students","842","57",6.8,"65.6","27.7","6.4","<= 5.0",20241015,-22.8073359073359,"-8517213.9808","4715670.27","2378","Anne Arundel                                      ","02.061","1399 FOREST DRIVE","ANNAPOLIS","MD","21403","6-8","Middle","ZCTA5 21403","B19301_001",76445,5820
"12","Apple Grove Elementary","Math",18.1538181818182,2023,16,"Prince George's",1229," Mathematics All Grades","All Students","249","17",6.8,"37.8","55.4","6.4","<= 5.0",20241015,-11.3538181818182,"-8567466.6674","4691515.1758","2041","Prince George's                                   ","16.057","7400 BELLEFIELD AVENUE","FORT WASHINGTON","MD","20744","PreK-6","Elementary","ZCTA5 20744","B19301_001",51671,2307
"13","Arbutus Elementary","Math",40.2072164948454,2023,3,"Baltimore County",1302," Mathematics All Grades","All Students","166","50",30.1,"15.7","54.2","27.1","<= 5.0",20241015,-10.1072164948454,"-8537822.5469","4757217.4066","2371","Baltimore County                                  ","03.160","1300 SULPHUR SPRING ROAD","BALTIMORE","MD","21227","PreK-5","Elementary","ZCTA5 21227","B19301_001",39846,2966
"14","Arbutus Middle","Math",22.1595360824742,2023,3,"Baltimore County",1356," Mathematics All Grades","All Students","928","90",9.7,"41.5","48.8","9.3","<= 5.0",20241015,-12.4595360824742,"-8538796.3179","4757248.2864","2372","Baltimore County                                  ","03.048","5525 SHELBOURNE RD","BALTIMORE","MD","21227","6-8","Middle","ZCTA5 21227","B19301_001",39846,2966
"15","Arcola Elementary","Math",25.8231454005935,2023,15,"Montgomery",790," Mathematics All Grades","All Students","315","62",19.7,"28.3","52.1","18.7","<= 5.0",20241015,-6.12314540059347,"-8575998.6247","4728163.2628","2198","Montgomery                                        ","15.049","1820 FRANWELL AVENUE","SILVER SPRING","MD","20902","HS-5","Elementary","ZCTA5 20902","B19301_001",48887,2703
"16","Ardmore Elementary","Math",24.2663366336634,2023,16,"Prince George's",2008," Mathematics All Grades","All Students","203","31",15.3,"34.0","50.7","15.3","<= 5.0",20241015,-8.96633663366337,"-8554525.534","4712240.4334","1976","Prince George's                                   ","16.164","9301 ARDWICK ARDMORE ROAD","SPRINGDALE","MD","20774","PreK-5","Elementary","ZCTA5 20774","B19301_001",60028,2920
"17","Argyle Middle","Math",18.7105577689243,2023,15,"Montgomery",823," Mathematics All Grades","All Students","984","91",9.2,"47.3","43.5","8.9","<= 5.0",20241015,-9.5105577689243,"-8577033.501","4734462.1784","2079","Montgomery                                        ","15.231","2400 BEL PRE ROAD","SILVER SPRING","MD","20906","6-8","Middle","ZCTA5 20906","B19301_001",43855,2171
"18","Arnold Elementary","Math",68.4254385964912,2023,2,"Anne Arundel",2052," Mathematics All Grades","All Students","253","134",53,"7.1","39.9","47.8","5.1",20241015,-15.4254385964912,"-8516383.2508","4726579.3715","2609","Anne Arundel                                      ","02.106","95 JOYCE LANE EAST","ARNOLD","MD","21012","K-5","Elementary","ZCTA5 21012","B19301_001",60885,3416
"19","Arrowhead Elementary","Math",9.69559471365639,2023,16,"Prince George's",640," Mathematics All Grades","All Students","208","*",5,"55.3","39.9","<= 5.0","<= 5.0",20241015,-4.69559471365639,"-8554129.7199","4701186.9219","2035","Prince George's                                   ","16.074","2300 SANSBURY ROAD","UPPER MARLBORO","MD","20774","PreK-5","Elementary","ZCTA5 20774","B19301_001",60028,2920
"20","Arundel High","Math",21.7,2023,2,"Anne Arundel",3013," Mathematics All Grades","All Students","227","*",5,"27.3","71.4","<= 5.0","<= 5.0",20241015,-16.7,"-8536201.3176","4731890.4152","2569","Anne Arundel                                      ","02.040","1001 ANNAPOLIS ROAD","GAMBRILLS","MD","21054","9-12","High","ZCTA5 21054","B19301_001",62213,5739
"21","Arundel Middle","Math",46.0577259475219,2023,2,"Anne Arundel",3023," Mathematics All Grades","All Students","1281","359",28,"23.3","48.7","25.4","<= 5.0",20241015,-18.0577259475219,"-8536653.6562","4732066.0328","2564","Anne Arundel                                      ","02.057","1179 HAMMOND LANE","ODENTON","MD","21113","6-8","Middle","ZCTA5 21113","B19301_001",58205,3368
"22","Ashburton Elementary","Math",56.4583138173302,2023,15,"Montgomery",425," Mathematics All Grades","All Students","407","232",57,"7.1","35.9","49.1","7.9",20241015,0.541686182669785,"-8585786.0499","4724439.5182","2120","Montgomery                                        ","15.188","6314 LONE OAK DRIVE","BETHESDA","MD","20817","K-5","Elementary","ZCTA5 20817","B19301_001",121150,8562
"23","Atholton Elementary","Math",57.9570048309179,2023,13,"Howard",603," Mathematics All Grades","All Students","217","105",48.4,"10.1","41.5","44.2","<= 5.0",20241015,-9.55700483091787,"-8556374.1209","4748323.1141","1601","Howard                                            ","13.030","6700 SENECA DRIVE","COLUMBIA","MD","21046","PreK-5","Elementary","ZCTA5 21046","B19301_001",61464,3782
"24","Atholton High","Math",49.8504615384615,2023,13,"Howard",509," Mathematics All Grades","All Students","541","108",20,"25.7","54.3","18.3","<= 5.0",20241015,-29.8504615384615,"-8558308.3281","4748644.3831","1807","Howard                                            ","13.013","6520 FREETOWN ROAD","COLUMBIA","MD","21044","9-12","High","ZCTA5 21044","B19301_001",67519,4010
"25","Avalon Elementary","Math",5.9,2023,16,"Prince George's",1221," Mathematics All Grades","All Students","111","14",12.6,"44.1","43.2","12.6","<= 5.0",20241015,6.7,"-8565157.2842","4691755.7818","2057","Prince George's                                   ","16.019","7302 WEBSTER LANE","FORT WASHINGTON","MD","20744","PreK-5","Elementary","ZCTA5 20744","B19301_001",51671,2307
"26","Baden Elementary","Math",29.453488372093,2023,16,"Prince George's",802," Mathematics All Grades","All Students","102","20",19.6,"31.4","49.0","17.6","<= 5.0",20241015,-9.85348837209302,"-8546037.464","4673191.7003","1932","Prince George's                                   ","16.228","13601 BADEN-WESTWOOD ROAD","BRANDYWINE","MD","20613","PreK-6","Elementary","ZCTA5 20613","B19301_001",60879,5333
"27","Bainbridge Elementary","Math",39.5597222222222,2023,7,"Cecil",704," Mathematics All Grades","All Students","117","51",43.6,"10.3","46.2","41.0","<= 5.0",20241015,4.04027777777777,"-8468545.3714","4808890.4182","1652","Cecil                                             ","07.034","41 PRESTON DR","PORT DEPOSIT","MD","21904","PreK-5","Elementary","ZCTA5 21904","B19301_001",39346,4768
"28","Bakerfield Elementary","Math",42.2701492537313,2023,12,"Harford",212," Mathematics All Grades","All Students","207","65",31.4,"15.0","53.6","30.0","<= 5.0",20241015,-10.8701492537313,"-8479267.1127","4795486.087","2364","Harford                                           ","12.044","36 BAKER ST","ABERDEEN","MD","21001","PreK-5","Elementary","ZCTA5 21001","B19301_001",40698,2393
"29","Ballenger Creek Elementary","Math",46.6828313253012,2023,10,"Frederick",223," Mathematics All Grades","All Students","317","104",32.8,"12.0","55.2","30.9","<= 5.0",20241015,-13.8828313253012,"-8619535.2399","4775935.4676","1758","Frederick                                         ","10.043","5250 KINGSBROOK DR","FREDERICK","MD","21703","PreK-5","Elementary","ZCTA5 21703","B19301_001",44225,2427
"30","Ballenger Creek Middle","Math",36.0191066997519,2023,10,"Frederick",2305," Mathematics All Grades","All Students","807","168",20.8,"28.9","50.3","19.1","<= 5.0",20241015,-15.2191066997519,"-8620688.456","4777079.9359","1756","Frederick                                         ","10.041","5525 BALLENGER CREEK PIKE","FREDERICK","MD","21703","6-8","Middle","ZCTA5 21703","B19301_001",44225,2427
"31","Baltimore City College","Math",42.9,2023,30,"Baltimore City",480," Mathematics All Grades","All Students","236","21",8.9,"17.8","73.3","8.9","<= 5.0",20241015,-34,"-8526749.1392","4768441.9952","2689","Baltimore City                                    ","30.110","3220 THE ALAMEDA","BALTIMORE","MD","21218","9-12","High","ZCTA5 21218","B19301_001",38481,2867
"32","Baltimore Highlands Elementary","Math",21.1733576642336,2023,3,"Baltimore County",1307," Mathematics All Grades","All Students","236","34",14.4,"42.4","43.2","13.6","<= 5.0",20241015,-6.77335766423358,"-8531763.836","4755675.6982","2701","Baltimore County                                  ","03.100","4200 ANNAPOLIS RD","BALTIMORE","MD","21227","PreK-5","Elementary","ZCTA5 21227","B19301_001",39846,2966
"33","Baltimore Polytechnic Institute","Math",54.5,2023,30,"Baltimore City",403," Mathematics All Grades","All Students","115","30",26.1,"8.7","65.2","26.1","<= 5.0",20241015,-28.4,"-8531983.6738","4771417.5361","2662","Baltimore City                                    ","30.185","1400 W COLD SPRING LANE","BALTIMORE","MD","21209","9-12","High","ZCTA5 21209","B19301_001",51800,5610
"34","Baltimore School for the Arts","Math",13.9,2023,30,"Baltimore City",415," Mathematics All Grades","All Students","79","8",10.1,"22.8","67.1","10.1","<= 5.0",20241015,-3.8,"-8529010.4854","4764468.4427","2667","Baltimore City                                    ","30.178","712 CATHEDRAL ST","BALTIMORE","MD","21202","9-12","High","ZCTA5 21202","B19301_001",43816,3844
"35","Bannockburn Elementary","Math",89.3551111111111,2023,15,"Montgomery",420," Mathematics All Grades","All Students","225","177",78.7,"<= 5.0","20.0","58.7","20.0",20241015,-10.6551111111111,"-8586989.1356","4718030.6957","2103","Montgomery                                        ","15.204","6520 DALROY LANE","BETHESDA","MD","20817","K-5","Elementary","ZCTA5 20817","B19301_001",121150,8562
"36","Barack Obama Elementary","Math",17.8989304812834,2023,16,"Prince George's",1518," Mathematics All Grades","All Students","388","60",15.5,"30.7","53.9","15.5","<= 5.0",20241015,-2.39893048128342,"-8547791.5223","4697943.5065","2333","Prince George's                                   ","16.235","12700 BROOKE LN","UPPER MARLBORO","MD","20772","PreK-5","Elementary","ZCTA5 20772","B19301_001",58867,2445
"37","Barnaby Manor Elementary","Math",9.67244897959184,2023,16,"Prince George's",1219," Mathematics All Grades","All Students","194","*",5,"57.7","37.6","<= 5.0","<= 5.0",20241015,-4.67244897959184,"-8567725.1334","4695436.9972","2011","Prince George's                                   ","16.123","2411 OWENS ROAD","OXON HILL","MD","20745","PreK-5","Elementary","ZCTA5 20745","B19301_001",41479,2976
"38","Barstow Elementary","Math",52.7092526690391,2023,4,"Calvert",208," Mathematics All Grades","All Students","332","140",42.2,"12.7","45.2","38.9","<= 5.0",20241015,-10.5092526690391,"-8528183.9633","4656104.0951","2233","Calvert                                           ","04.028","295 WILLIAMS ROAD","PRINCE FREDERICK","MD","20678","PreK-5","Elementary","ZCTA5 20678","B19301_001",52586,3859
"39","Battle Grove Elementary","Math",9.72815533980583,2023,3,"Baltimore County",1517," Mathematics All Grades","All Students","145","15",10.3,"42.1","47.6","10.3","<= 5.0",20241015,0.571844660194175,"-8513135.2105","4760236.8659","1605","Baltimore County                                  ","03.116","7828 ST PATRICIA LANE","BALTIMORE","MD","21222","PreK-5","Elementary","ZCTA5 21222","B19301_001",30695,2017
"40","Bay View Elementary","Math",26.337037037037,2023,7,"Cecil",510," Mathematics All Grades","All Students","181","41",22.7,"33.1","44.2","22.1","<= 5.0",20241015,-3.63703703703704,"-8455486.4228","4813547.7814","1644","Cecil                                             ","07.036","910 NORTH EAST RD","NORTH EAST","MD","21901","PreK-5","Elementary","ZCTA5 21901","B19301_001",49246,4247
"41","Bayard Rustin Elementary","Math",63.8848739495798,2023,15,"Montgomery",346," Mathematics All Grades","All Students","372","189",50.8,"14.8","34.4","42.2","8.6",20241015,-13.0848739495798,"-8587605.1322","4731713.9607","2484","Montgomery                                        ","15.014","332 W EDMONSTON DR","ROCKVILLE","MD","20851","","Elementary","ZCTA5 20851","B19301_001",47505,4272
"42","Beach Elementary","Math",65.5574074074074,2023,4,"Calvert",302," Mathematics All Grades","All Students","244","136",55.7,"<= 5.0","39.8","52.5","<= 5.0",20241015,-9.85740740740741,"-8520093.0918","4676440.6965","1710","Calvert                                           ","04.011","7900 OLD BAYSIDE RD","CHESAPEAKE BEACH","MD","20732","PreK-5","Elementary","ZCTA5 20732","B19301_001",57462,4072
"43","Beacon Heights Elementary","Math",13.3907216494845,2023,16,"Prince George's",1907," Mathematics All Grades","All Students","228","33",14.5,"31.1","54.4","14.0","<= 5.0",20241015,1.10927835051546,"-8560263.0808","4715607.2447","1949","Prince George's                                   ","16.189","6929 FURMAN PARKWAY","RIVERDALE","MD","20737","PreK-6","Elementary","ZCTA5 20737","B19301_001",35260,7414
"44","Beall Elementary","Math",56.2670912951168,2023,15,"Montgomery",207," Mathematics All Grades","All Students","240","126",52.5,"9.2","38.3","46.3","6.3",20241015,-3.76709129511677,"-8589601.7073","4734249.3362","2104","Montgomery                                        ","15.205","451 BEALL AVENUE","ROCKVILLE","MD","20850","HS-5","Elementary","ZCTA5 20850","B19301_001",67423,3080
"45","Beall Elementary","Math",56.2670912951168,2023,15,"Montgomery",207," Mathematics All Grades","All Students","240","126",52.5,"9.2","38.3","46.3","6.3",20241015,-3.76709129511677,"-8786661.4432","4815828.2293","2345","Allegany                                          ","01.002","3 EAST COLLEGE AVENUE","FROSTBURG","MD","21532","PreK-5","Elementary","ZCTA5 21532","B19301_001",31281,2724
"46","Beall Elementary","Math",56.2670912951168,2023,1,"Allegany",2801," Mathematics All Grades","All Students","193","84",43.5,"15.0","41.5","38.9","<= 5.0",20241015,-12.7670912951168,"-8589601.7073","4734249.3362","2104","Montgomery                                        ","15.205","451 BEALL AVENUE","ROCKVILLE","MD","20850","HS-5","Elementary","ZCTA5 20850","B19301_001",67423,3080
"47","Beall Elementary","Math",56.2670912951168,2023,1,"Allegany",2801," Mathematics All Grades","All Students","193","84",43.5,"15.0","41.5","38.9","<= 5.0",20241015,-12.7670912951168,"-8786661.4432","4815828.2293","2345","Allegany                                          ","01.002","3 EAST COLLEGE AVENUE","FROSTBURG","MD","21532","PreK-5","Elementary","ZCTA5 21532","B19301_001",31281,2724
"48","Bear Creek Elementary","Math",26.0621739130435,2023,3,"Baltimore County",1206," Mathematics All Grades","All Students","188","31",16.5,"30.9","52.7","16.5","<= 5.0",20241015,-9.56217391304348,"-8513992.4999","4760193.639","1569","Baltimore County                                  ","03.153","1601 MELBOURNE ROAD","BALTIMORE","MD","21222","PreK-5","Elementary","ZCTA5 21222","B19301_001",30695,2017
"49","Bedford Elementary","Math",31.8830917874396,2023,3,"Baltimore County",303," Mathematics All Grades","All Students","197","67",34,"18.3","47.7","33.5","<= 5.0",20241015,2.11690821256039,"-8541573.066","4773423.538","2713","Baltimore County                                  ","03.089","7407 DORMAN DRIVE","BALTIMORE","MD","21208","1-5","Elementary","ZCTA5 21208","B19301_001",52450,3552
"50","Bel Air Elementary","Math",61.6735795454545,2023,12,"Harford",314," Mathematics All Grades","All Students","243","160",65.8,"<= 5.0","30.5","56.4","9.5",20241015,4.12642045454545,"-8499275.0959","4799159.7583","1882","Harford                                           ","12.024","30 E LEE ST","BEL AIR","MD","21014","PreK-5","Elementary","ZCTA5 21014","B19301_001",50990,2291
"51","Bel Air Elementary","Math",61.6735795454545,2023,12,"Harford",314," Mathematics All Grades","All Students","243","160",65.8,"<= 5.0","30.5","56.4","9.5",20241015,4.12642045454545,"-8777759.6406","4804721.1337","2346","Allegany                                          ","01.003","14401 BARTON BOULEVARD","CUMBERLAND","MD","21502","PreK-5","Elementary","ZCTA5 21502","B19301_001",30485,1296
"52","Bel Air Elementary","Math",61.6735795454545,2023,1,"Allegany",702," Mathematics All Grades","All Students","91","42",46.2,"12.1","41.8","45.1","<= 5.0",20241015,-15.4735795454545,"-8499275.0959","4799159.7583","1882","Harford                                           ","12.024","30 E LEE ST","BEL AIR","MD","21014","PreK-5","Elementary","ZCTA5 21014","B19301_001",50990,2291
"53","Bel Air Elementary","Math",61.6735795454545,2023,1,"Allegany",702," Mathematics All Grades","All Students","91","42",46.2,"12.1","41.8","45.1","<= 5.0",20241015,-15.4735795454545,"-8777759.6406","4804721.1337","2346","Allegany                                          ","01.003","14401 BARTON BOULEVARD","CUMBERLAND","MD","21502","PreK-5","Elementary","ZCTA5 21502","B19301_001",30485,1296
"54","Bel Air High","Math",43.2246753246753,2023,12,"Harford",373," Mathematics All Grades","All Students","620","36",5.8,"22.7","71.5","5.8","<= 5.0",20241015,-37.4246753246753,"-8498999.1465","4798060.7208","1720","Harford                                           ","12.004","100 HEIGHE ST","BEL AIR","MD","21014","9-12","High","ZCTA5 21014","B19301_001",50990,2291
"55","Bel Air Middle","Math",51.7896274653031,2023,12,"Harford",372," Mathematics All Grades","All Students","1122","322",28.7,"15.7","55.6","27.5","<= 5.0",20241015,-23.0896274653031,"-8498622.847","4797571.2918","1881","Harford                                           ","12.035","99 IDLEWILD ST","BEL AIR","MD","21014","6-8","Middle","ZCTA5 21014","B19301_001",50990,2291
"56","Belle Grove Elementary","Math",11.8592592592593,2023,2,"Anne Arundel",1082," Mathematics All Grades","All Students","152","15",9.9,"42.1","48.0","9.9","<= 5.0",20241015,-1.95925925925926,"-8529513.101","4754630.0429","2597","Anne Arundel                                      ","02.121","4502 BELLE GROVE RD","BALTIMORE","MD","21225","PreK-5","Elementary","ZCTA5 21225","B19301_001",26626,1620
"57","Bellows Spring Elementary","Math",58.3887283236994,2023,13,"Howard",218," Mathematics All Grades","All Students","332","155",46.7,"9.3","44.0","41.6","5.1",20241015,-11.6887283236994,"-8547837.9594","4750954.1306","2282","Howard                                            ","13.078","8125 OLD STOCKBRIDGE DRIVE","ELLICOTT CITY","MD","21043","PreK-5","Elementary","ZCTA5 21043","B19301_001",64911,2548
"58","Bells Mill Elementary","Math",71.4978527607362,2023,15,"Montgomery",607," Mathematics All Grades","All Students","311","236",75.9,"<= 5.0","22.2","59.5","16.4",20241015,4.40214723926381,"-8590381.8016","4726290.0374","2118","Montgomery                                        ","15.185","8225 BELLS MILL RD","POTOMAC","MD","20854","HS-5","Elementary","ZCTA5 20854","B19301_001",110500,4957
"59","Belmont Elementary","Math",70.4789156626506,2023,15,"Montgomery",513," Mathematics All Grades","All Students","169","119",70.4,"<= 5.0","26.0","59.2","11.2",20241015,-0.0789156626506013,"-8579015.664","4747281.6198","2219","Montgomery                                        ","15.021","19528 OLNEY MILL RD","OLNEY","MD","20832","K-5","Elementary","ZCTA5 20832","B19301_001",67017,5032
"60","Belmont Elementary","Math",70.4789156626506,2023,15,"Montgomery",513," Mathematics All Grades","All Students","169","119",70.4,"<= 5.0","26.0","59.2","11.2",20241015,-0.0789156626506013,"-8534974.5442","4765227.8265","2332","Baltimore City                                    ","30.214","1406 NORTH ELLAMONT ST","BALTIMORE","MD","21216","PreK-5","Elementary","ZCTA5 21216","B19301_001",26585,2268
"61","Belmont Elementary","Math",70.4789156626506,2023,30,"Baltimore City",217," Mathematics All Grades","All Students","77","*",5,"66.2","31.2","<= 5.0","<= 5.0",20241015,-65.4789156626506,"-8579015.664","4747281.6198","2219","Montgomery                                        ","15.021","19528 OLNEY MILL RD","OLNEY","MD","20832","K-5","Elementary","ZCTA5 20832","B19301_001",67017,5032
"62","Belmont Elementary","Math",70.4789156626506,2023,30,"Baltimore City",217," Mathematics All Grades","All Students","77","*",5,"66.2","31.2","<= 5.0","<= 5.0",20241015,-65.4789156626506,"-8534974.5442","4765227.8265","2332","Baltimore City                                    ","30.214","1406 NORTH ELLAMONT ST","BALTIMORE","MD","21216","PreK-5","Elementary","ZCTA5 21216","B19301_001",26585,2268
"63","Beltsville Academy","Math",25.1144186046512,2023,16,"Prince George's",104," Mathematics All Grades","All Students","762","87",11.4,"41.1","47.5","10.5","<= 5.0",20241015,-13.7144186046512,"-8562534.2686","4727215.4452","2014","Prince George's                                   ","16.115","4300 WICOMICO AVENUE","BELTSVILLE","MD","20705","PreK-8","PreK-8","ZCTA5 20705","B19301_001",37857,2319
"64","Belvedere Elementary","Math",63.1353383458647,2023,2,"Anne Arundel",2062," Mathematics All Grades","All Students","241","105",43.6,"9.1","47.3","43.2","<= 5.0",20241015,-19.5353383458647,"-8516209.4411","4730078.1964","2563","Anne Arundel                                      ","02.056","360 BROADWATER ROAD","ARNOLD","MD","21012","PreK-5","Elementary","ZCTA5 21012","B19301_001",60885,3416
"65","Benfield Elementary","Math",76.5817021276596,2023,2,"Anne Arundel",2072," Mathematics All Grades","All Students","197","151",76.6,"<= 5.0","18.8","71.6","5.1",20241015,0.0182978723404119,"-8525858.8947","4733898.6489","2608","Anne Arundel                                      ","02.029","365 LYNWOOD DRIVE","SEVERNA PARK","MD","21146","PreK-5","Elementary","ZCTA5 21146","B19301_001",72385,4054
"66","Benjamin Banneker Elementary","Math",47.0888030888031,2023,18,"Saint Mary's",302," Mathematics All Grades","All Students","235","80",34,"16.2","49.8","34.0","<= 5.0",20241015,-13.0888030888031,"-8535500.2178","4626164.4889","2443","St. Mary's                                        ","18.005","27180 POINT LOOKOUT ROAD","LOVEVILLE","MD","20656","PreK-5","Elementary","ZCTA5 20656","B19301_001",8666,4184
"67","Benjamin Banneker Middle","Math",18.4160804020101,2023,15,"Montgomery",333," Mathematics All Grades","All Students","713","42",5.9,"51.8","42.4","5.8","<= 5.0",20241015,-12.5160804020101,"-8565842.5181","4735405.477","2210","Montgomery                                        ","15.022","14800 PERRYWOOD DRIVE","BURTONSVILLE","MD","20866","6-8","Middle","ZCTA5 20866","B19301_001",46450,3853
"68","Benjamin Stoddert Middle","Math",12.5771863117871,2023,16,"Prince George's",615," Mathematics All Grades","All Students","460","*",5,"70.0","29.3","<= 5.0","<= 5.0",20241015,-7.57718631178707,"-8560229.5736","4664719.0212","1641","Charles                                           ","08.002","2040 ST THOMAS DR","WALDORF","MD","20601","6-8","Middle","ZCTA5 20601","B19301_001",48341,4156
"69","Benjamin Stoddert Middle","Math",12.5771863117871,2023,16,"Prince George's",615," Mathematics All Grades","All Students","460","*",5,"70.0","29.3","<= 5.0","<= 5.0",20241015,-7.57718631178707,"-8565768.3496","4697399.9792","2313","Prince George's                                   ","16.152","2501 OLSON STREET","TEMPLE HILLS","MD","20748","6-8","Middle","ZCTA5 20748","B19301_001",40547,2000
"70","Berkshire Elementary","Math",22.515,2023,3,"Baltimore County",1205," Mathematics All Grades","All Students","224","29",12.9,"28.1","58.9","12.9","<= 5.0",20241015,-9.615,"-8517259.2326","4762920.7337","1560","Baltimore County                                  ","03.174","7431 POPLAR AVE","BALTIMORE","MD","21224","PreK-5","Elementary","ZCTA5 21224","B19301_001",51670,2510
"71","Berlin Intermediate","Math",52.8625,2023,23,"Worcester",311," Mathematics All Grades","All Students","635","284",44.7,"10.4","44.9","41.9","<= 5.0",20241015,-8.1625,"-8372502.2612","4626283.5615","1380","Worcester                                         ","23.012","309 FRANKLIN AVENUE","BERLIN","MD","21811","5-6","Elementary/Middle","ZCTA5 21811","B19301_001",51603,4030
"72","Berwyn Heights Elementary","Math",28.3459770114943,2023,16,"Prince George's",2109," Mathematics All Grades","All Students","256","35",13.7,"44.1","42.2","13.3","<= 5.0",20241015,-14.6459770114943,"-8561543.6809","4720501.8432","2423","Prince George's                                   ","16.220","6200 PONTIAC STREET","BERWYN HEIGHTS","MD","20740","PreK-6","Elementary","ZCTA5 20740","B19301_001",32245,1926
"73","Bester Elementary","Math",10.241638225256,2023,21,"Washington",1701," Mathematics All Grades","All Students","220","28",12.7,"43.6","43.6","12.7","<= 5.0",20241015,2.45836177474403,"-8651794.9664","4812797.7695","1433","Washington                                        ","21.021","385 MILL ST.","HAGERSTOWN","MD","21740","PreK-5","Elementary","ZCTA5 21740","B19301_001",32289,1866
"74","Bethesda Elementary","Math",69.6399339933993,2023,15,"Montgomery",401," Mathematics All Grades","All Students","302","211",69.9,"6.6","23.5","54.6","15.2",20241015,0.260066006600667,"-8582733.4883","4719750.4047","2215","Montgomery                                        ","15.015","7600 ARLINGTON ROAD","BETHESDA","MD","20814","K-5","Elementary","ZCTA5 20814","B19301_001",107586,6375
