"Year","LEA","LEA.Name","School","School.Name","Assessment","Student.Group","Tested.Count","Proficient.Count","Proficient.Pct","Level.1.Pct","Level.2.Pct","Level.3.Pct","Level.4.Pct","Create.Date","X","Y","OBJECTID","County","PSC_NUMBER","STREET","CITY","STATE","ZIP","Grades","School_Type","NAME","variable","Income_per_cap","moe"
2023,13,"Howard",306,"Triadelphia Ridge Elementary"," English Language Arts All Grades","All Students","329","260",79,"<= 5.0","18.2","62.3","16.7",20241015,"-8569334.6577","4759895.5207","1828","Howard                                            ","13.073","13400 TRIDELPHIA ROAD","ELLICOTT CITY","MD","21042","K-5","Elementary","ZCTA5 21042","B19301_001",77562,3782
2023,15,"Montgomery",216,"Travilah Elementary"," English Language Arts All Grades","All Students","199","157",78.9,"<= 5.0","18.1","63.3","15.6",20241015,"-8599280.4957","4733513.1447","2186","Montgomery                                        ","15.077","13801 DUFIEF MILL ROAD","GAITHERSBURG","MD","20878","K-5","Elementary","ZCTA5 20878","B19301_001",69898,2690
2023,13,"Howard",406,"Bushy Park Elementary"," English Language Arts All Grades","All Students","306","241",78.8,"<= 5.0","19.9","62.4","16.3",20241015,"-8574084.3147","4764976.6453","2241","Howard                                            ","13.085","14601 CARRS MILL ROAD","GLENWOOD","MD","21738","PreK-5","Elementary","ZCTA5 21738","B19301_001",86408,10544
2023,15,"Montgomery",403,"Chevy Chase Elementary"," English Language Arts All Grades","All Students","434","341",78.6,"<= 5.0","18.4","58.5","20.0",20241015,"-8580528.4187","4718595.108","2214","Montgomery                                        ","15.032","4015 ROSEMARY STREET","CHEVY CHASE","MD","20815","3-6","Elementary","ZCTA5 20815","B19301_001",131556,7502
2023,15,"Montgomery",504,"Westover Elementary"," English Language Arts All Grades","All Students","112","88",78.6,"<= 5.0","20.5","71.4","7.1",20241015,"-8573603.0656","4732396.099","2071","Montgomery                                        ","15.232","401 HAWKESBURY LANE","SILVER SPRING","MD","20904","K-5","Elementary","ZCTA5 20904","B19301_001",48162,2913
2023,13,"Howard",404,"Glenelg High"," English Language Arts All Grades","All Students","354","278",78.5,"<= 5.0","20.9","69.8","8.8",20241015,"-8571829.9312","4761198.8331","1832","Howard                                            ","13.061","14025 BURNT WOODS ROAD","GLENELG","MD","21737","9-12","High","ZCTA5 21737","B19301_001",96593,17625
2023,13,"Howard",405,"Glenwood Middle"," English Language Arts All Grades","All Students","500","392",78.4,"<= 5.0","19.8","61.0","17.4",20241015,"-8574297.4548","4764389.6935","1816","Howard                                            ","13.069","2680 ROUTE 97","GLENWOOD","MD","21738","6-8","Middle","ZCTA5 21738","B19301_001",86408,10544
2023,15,"Montgomery",703,"Cedar Grove Elementary"," English Language Arts All Grades","All Students","191","149",78,"<= 5.0","18.8","66.0","12.0",20241015,"-8597460.2858","4757464.7019","2102","Montgomery                                        ","15.214","24001 RIDGE ROAD","GERMANTOWN","MD","20876","K-5","Elementary","ZCTA5 20876","B19301_001",45776,3407
2023,15,"Montgomery",704,"Woodfield Elementary"," English Language Arts All Grades","All Students","135","105",77.8,"<= 5.0","20.7","62.2","15.6",20241015,"-8593691.8414","4757916.0852","2500","Montgomery                                        ","15.143","24200 WOODFIELD ROAD","GAITHERSBURG","MD","20879","K-5","Elementary","ZCTA5 20879","B19301_001",45736,3705
2023,13,"Howard",304,"Mount View Middle"," English Language Arts All Grades","All Students","895","695",77.7,"<= 5.0","20.8","67.4","10.3",20241015,"-8564571.4251","4767751.0537","2512","Howard                                            ","13.049","12101 WOODFORD DRIVE","MARRIOTTSVILLE","MD","21104","6-8","Middle","ZCTA5 21104","B19301_001",74924,6853
