"","School.Name","assessment","Weighted_Proficient","Year","LEA","LEA.Name","School","Assessment","Student.Group","Tested.Count","Proficient.Count","Proficient.Pct","Level.1.Pct","Level.2.Pct","Level.3.Pct","Level.4.Pct","Create.Date","diference","X","Y","OBJECTID","County","PSC_NUMBER","STREET","CITY","STATE","ZIP","Grades","School_Type","NAME","variable","Income_per_cap","moe"
"164","Chesapeake High","Math",7.05058823529412,2023,3,"Baltimore County",1574," Mathematics All Grades","All Students","336","*",5,"60.7","37.8","<= 5.0","<= 5.0",20241015,-2.05058823529412,"-8511731.3564","4737557.1767","2587","Anne Arundel                                      ","02.012","4798 MOUNTAIN ROAD","PASADENA","MD","21122","9-12","High","ZCTA5 21122","B19301_001",55485,3464
"165","Chesapeake Terrace Elementary","Math",23.0450606585789,2023,3,"Baltimore County",1511," Mathematics All Grades","All Students","161","44",27.3,"19.9","52.8","26.1","<= 5.0",20241015,4.25493934142115,"-8510260.9149","4753436.3718","1492","Baltimore County                                  ","03.035","2112 LODGE FARM ROAD","BALTIMORE","MD","21219","PreK-5","Elementary","ZCTA5 21219","B19301_001",61908,12421
"166","Chevy Chase Elementary","Math",56.43981264637,2023,15,"Montgomery",403," Mathematics All Grades","All Students","440","315",71.6,"<= 5.0","24.5","55.9","15.7",20241015,15.16018735363,"-8580528.4187","4718595.108","2214","Montgomery                                        ","15.032","4015 ROSEMARY STREET","CHEVY CHASE","MD","20815","3-6","Elementary","ZCTA5 20815","B19301_001",131556,7502
"167","Chillum Elementary","Math",6.60659340659341,2023,16,"Prince George's",1709," Mathematics All Grades","All Students","172","9",5.2,"54.7","40.1","5.2","<= 5.0",20241015,-1.40659340659341,"-8569806.6341","4715580.3097","2294","Prince George's                                   ","16.090","1420 CHILLUM ROAD","HYATTSVILLE","MD","20782","PreK-5","Elementary","ZCTA5 20782","B19301_001",43202,2756
"168","Chopticon High","Math",6.48924731182796,2023,18,"Saint Mary's",303," Mathematics All Grades","All Students","777","64",8.2,"31.3","60.5","8.1","<= 5.0",20241015,1.71075268817204,"-8538863.9729","4630447.2444","1457","St. Mary's                                        ","18.019","25390 COLTON POINT ROAD","MORGANZA","MD","20660","9-12","High","ZCTA5 20660","B19301_001",NA,NA
"169","Church Creek Elementary","Math",12.8989524576954,2023,12,"Harford",125," Mathematics All Grades","All Students","358","110",30.7,"16.2","53.1","29.9","<= 5.0",20241015,17.8010475423046,"-8487926.3059","4789992.5539","1880","Harford                                           ","12.034","4299 CHURCH CREEK ROAD","BELCAMP","MD","21017","PreK-5","Elementary","ZCTA5 21017","B19301_001",46460,4572
"170","Church Lane Elementary","Math",11.8962905718702,2023,3,"Baltimore County",207," Mathematics All Grades","All Students","152","20",13.2,"36.2","50.7","12.5","<= 5.0",20241015,1.30370942812983,"-8547055.6225","4774665.0105","2375","Baltimore County                                  ","03.026","3820 FERNSIDE ROAD","RANDALLSTOWN","MD","21133","PreK-5","Elementary","ZCTA5 21133","B19301_001",41838,3718
"171","Churchville Elementary","Math",21.8879134860051,2023,12,"Harford",316," Mathematics All Grades","All Students","180","91",50.6,"8.3","41.1","45.0","5.6",20241015,28.7120865139949,"-8487588.1118","4802403.0735","1863","Harford                                           ","12.051","2935 LEVEL RD","CHURCHVILLE","MD","21028","PreK-5","Elementary","ZCTA5 21028","B19301_001",61222,7944
"172","Clarksburg Elementary","Math",34.5889908256881,2023,15,"Montgomery",101," Mathematics All Grades","All Students","388","229",59,"5.7","35.3","51.3","7.7",20241015,24.4110091743119,"-8602942.3695","4755627.2732","2225","Montgomery                                        ","15.003","13530 REDGRAVE PLACE","CLARKSBURG","MD","20871","K-5","Elementary","ZCTA5 20871","B19301_001",58295,3895
"173","Clarksburg High","Math",7.05079872204473,2023,15,"Montgomery",249," Mathematics All Grades","All Students","281","*",5,"40.2","57.3","<= 5.0","<= 5.0",20241015,-2.05079872204473,"-8601224.562","4754060.4078","2487","Montgomery                                        ","15.196","22500 WIMS ROAD","CLARKSBURG","MD","20871","9-12","High","ZCTA5 20871","B19301_001",58295,3895
"174","Clarksville Elementary","Math",60.8159685863874,2023,13,"Howard",505," Mathematics All Grades","All Students","309","201",65,"10.4","24.6","45.6","19.4",20241015,4.18403141361256,"-8563678.1829","4753077.237","1848","Howard                                            ","13.037","12041 ROUTE 108","CLARKSVILLE","MD","21029","K-5","Elementary","ZCTA5 21029","B19301_001",90259,5999
"175","Clarksville Middle","Math",51.2930137844612,2023,13,"Howard",521," Mathematics All Grades","All Students","651","480",73.7,"<= 5.0","21.8","56.1","17.7",20241015,22.4069862155389,"-8563079.8147","4749000.4521","1852","Howard                                            ","13.031","6535 S. TROTTER ROAD","CLARKSVILLE","MD","21029","6-8","Middle","ZCTA5 21029","B19301_001",90259,5999
"176","Clear Spring Elementary","Math",17.8039458850056,2023,21,"Washington",402," Mathematics All Grades","All Students","175","66",37.7,"10.3","52.0","33.7","<= 5.0",20241015,19.8960541149944,"-8675595.7401","4816189.7249","1407","Washington                                        ","21.042","12627 BROADFORDING ROAD","CLEAR SPRING","MD","21722","PreK-5","Elementary","ZCTA5 21722","B19301_001",37255,5014
"177","Clear Spring Middle","Math",14.2523021582734,2023,21,"Washington",401," Mathematics All Grades","All Students","321","105",32.7,"20.6","46.7","30.2","<= 5.0",20241015,18.4476978417266,"-8675817.1342","4816429.7383","1441","Washington                                        ","21.007","12628 BROADFORDING ROAD","CLEAR SPRING","MD","21722","6-8","Middle","ZCTA5 21722","B19301_001",37255,5014
"178","Clearspring Elementary","Math",46.5631401617251,2023,15,"Montgomery",706," Mathematics All Grades","All Students","324","182",56.2,"13.3","30.6","44.4","11.7",20241015,9.63685983827494,"-8594691.0534","4759838.0886","2137","Montgomery                                        ","15.154","9930 MOYER ROAD","DAMASCUS","MD","20872","HS-5","Elementary","ZCTA5 20872","B19301_001",56640,4314
"179","Clemens Crossing Elementary","Math",38.2276613579212,2023,13,"Howard",520," Mathematics All Grades","All Students","266","121",45.5,"13.2","41.4","39.8","5.6",20241015,7.27233864207879,"-8557481.2642","4749523.5884","1855","Howard                                            ","13.034","10320 QUARTERSTAFF RD","COLUMBIA","MD","21044","K-5","Elementary","ZCTA5 21044","B19301_001",67519,4010
"180","Clinton Grove Elementary","Math",6.75950920245399,2023,16,"Prince George's",906," Mathematics All Grades","All Students","111","15",13.5,"34.2","52.3","13.5","<= 5.0",20241015,6.74049079754601,"-8562905.1046","4687509.8578","2038","Prince George's                                   ","16.053","9420 TEMPLE HILL ROAD","CLINTON","MD","20735","PreK-5","Elementary","ZCTA5 20735","B19301_001",51223,2290
"181","Clopper Mill Elementary","Math",12.7252650176678,2023,15,"Montgomery",100," Mathematics All Grades","All Students","196","34",17.3,"22.4","60.2","16.3","<= 5.0",20241015,4.57473498233216,"-8600715.0815","4744482.8632","2142","Montgomery                                        ","15.148","18501 CINNAMON DRIVE","GERMANTOWN","MD","20874","HS-5","Elementary","ZCTA5 20874","B19301_001",50989,2761
"182","Cloverly Elementary","Math",20.8984298331698,2023,15,"Montgomery",308," Mathematics All Grades","All Students","219","101",46.1,"10.0","43.8","42.5","<= 5.0",20241015,25.2015701668302,"-8570959.9576","4737104.8767","2067","Montgomery                                        ","15.234","800 BRIGGS-CHANEY RD","SILVER SPRING","MD","20904","K-5","Elementary","ZCTA5 20904","B19301_001",48162,2913
"183","Cockeysville Middle","Math",20.0363304427202,2023,3,"Baltimore County",853," Mathematics All Grades","All Students","817","146",17.9,"28.6","53.5","17.1","<= 5.0",20241015,-2.13633044272022,"-8530361.3894","4789617.5631","1509","Baltimore County                                  ","03.006","10401 GREENSIDE DRIVE","COCKEYSVILLE","MD","21030","6-8","Middle","ZCTA5 21030","B19301_001",59252,4150
