"","School.Name","assessment","Weighted_Proficient","Year","LEA","LEA.Name","School","Assessment","Student.Group","Tested.Count","Proficient.Count","Proficient.Pct","Level.1.Pct","Level.2.Pct","Level.3.Pct","Level.4.Pct","Create.Date","diference","X","Y","OBJECTID","County","PSC_NUMBER","STREET","CITY","STATE","ZIP","Grades","School_Type","NAME","variable","Income_per_cap","moe"
"35","Baltimore Polytechnic Institute","Math",13.9881553398058,2023,30,"Baltimore City",403," Mathematics All Grades","All Students","115","30",26.1,"8.7","65.2","26.1","<= 5.0",20241015,12.1118446601942,"-8531983.6738","4771417.5361","2662","Baltimore City                                    ","30.185","1400 W COLD SPRING LANE","BALTIMORE","MD","21209","9-12","High","ZCTA5 21209","B19301_001",51800,5610
"36","Bannockburn Elementary","Math",57.1876179245283,2023,15,"Montgomery",420," Mathematics All Grades","All Students","225","177",78.7,"<= 5.0","20.0","58.7","20.0",20241015,21.5123820754717,"-8586989.1356","4718030.6957","2103","Montgomery                                        ","15.204","6520 DALROY LANE","BETHESDA","MD","20817","K-5","Elementary","ZCTA5 20817","B19301_001",121150,8562
"37","Barack Obama Elementary","Math",6.16660617059891,2023,16,"Prince George's",1518," Mathematics All Grades","All Students","388","60",15.5,"30.7","53.9","15.5","<= 5.0",20241015,9.33339382940109,"-8547791.5223","4697943.5065","2333","Prince George's                                   ","16.235","12700 BROOKE LN","UPPER MARLBORO","MD","20772","PreK-5","Elementary","ZCTA5 20772","B19301_001",58867,2445
"38","Barnaby Manor Elementary","Math",6.3,2023,16,"Prince George's",1219," Mathematics All Grades","All Students","194","*",5,"57.7","37.6","<= 5.0","<= 5.0",20241015,-1.3,"-8567725.1334","4695436.9972","2011","Prince George's                                   ","16.123","2411 OWENS ROAD","OXON HILL","MD","20745","PreK-5","Elementary","ZCTA5 20745","B19301_001",41479,2976
"39","Barstow Elementary","Math",19.2102246320682,2023,4,"Calvert",208," Mathematics All Grades","All Students","332","140",42.2,"12.7","45.2","38.9","<= 5.0",20241015,22.9897753679318,"-8528183.9633","4656104.0951","2233","Calvert                                           ","04.028","295 WILLIAMS ROAD","PRINCE FREDERICK","MD","20678","PreK-5","Elementary","ZCTA5 20678","B19301_001",52586,3859
"40","Battle Grove Elementary","Math",13.1328083989501,2023,3,"Baltimore County",1517," Mathematics All Grades","All Students","145","15",10.3,"42.1","47.6","10.3","<= 5.0",20241015,-2.83280839895013,"-8513135.2105","4760236.8659","1605","Baltimore County                                  ","03.116","7828 ST PATRICIA LANE","BALTIMORE","MD","21222","PreK-5","Elementary","ZCTA5 21222","B19301_001",30695,2017
"41","Bay View Elementary","Math",10.4056074766355,2023,7,"Cecil",510," Mathematics All Grades","All Students","181","41",22.7,"33.1","44.2","22.1","<= 5.0",20241015,12.2943925233645,"-8455486.4228","4813547.7814","1644","Cecil                                             ","07.036","910 NORTH EAST RD","NORTH EAST","MD","21901","PreK-5","Elementary","ZCTA5 21901","B19301_001",49246,4247
"42","Bayard Rustin Elementary","Math",38.7782172373081,2023,15,"Montgomery",346," Mathematics All Grades","All Students","372","189",50.8,"14.8","34.4","42.2","8.6",20241015,12.0217827626918,"-8587605.1322","4731713.9607","2484","Montgomery                                        ","15.014","332 W EDMONSTON DR","ROCKVILLE","MD","20851","","Elementary","ZCTA5 20851","B19301_001",47505,4272
"43","Beach Elementary","Math",20.2264563106796,2023,4,"Calvert",302," Mathematics All Grades","All Students","244","136",55.7,"<= 5.0","39.8","52.5","<= 5.0",20241015,35.4735436893204,"-8520093.0918","4676440.6965","1710","Calvert                                           ","04.011","7900 OLD BAYSIDE RD","CHESAPEAKE BEACH","MD","20732","PreK-5","Elementary","ZCTA5 20732","B19301_001",57462,4072
"44","Beacon Heights Elementary","Math",7.82708333333333,2023,16,"Prince George's",1907," Mathematics All Grades","All Students","228","33",14.5,"31.1","54.4","14.0","<= 5.0",20241015,6.67291666666667,"-8560263.0808","4715607.2447","1949","Prince George's                                   ","16.189","6929 FURMAN PARKWAY","RIVERDALE","MD","20737","PreK-6","Elementary","ZCTA5 20737","B19301_001",35260,7414
