"","School.Name","assessment","Weighted_Proficient","Year","LEA","LEA.Name","School","Assessment","Student.Group","Tested.Count","Proficient.Count","Proficient.Pct","Level.1.Pct","Level.2.Pct","Level.3.Pct","Level.4.Pct","Create.Date","diference","X","Y","OBJECTID","County","PSC_NUMBER","STREET","CITY","STATE","ZIP","Grades","School_Type","NAME","variable","Income_per_cap","moe"
"1","A. Mario Loiederman Middle","English",33.9025356283546,2023,15,"Montgomery",787," English Language Arts All Grades","All Students","928","306",33,"18.0","49.0","31.6","<= 5.0",20241015,-0.90253562835462,"-8579470.151","4731035.5582","2275","Montgomery                                        ","15.268","12701 GOODHILL ROAD","SILVER SPRING","MD","20906","6-8","Middle","ZCTA5 20906","B19301_001",43855,2171
"2","Aberdeen High","English",46.7235173824131,2023,12,"Harford",270," English Language Arts All Grades","All Students","392","204",52,"7.1","40.8","42.3","9.7",20241015,5.27648261758691,"-8479327.9093","4795914.6267","2232","Harford                                           ","12.058","251 PARADISE ROAD","ABERDEEN","MD","21001","9-12","High","ZCTA5 21001","B19301_001",40698,2393
"3","Aberdeen Middle","English",26.8512621023513,2023,12,"Harford",265," English Language Arts All Grades","All Students","1037","342",33,"14.9","52.1","30.9","<= 5.0",20241015,6.14873789764868,"-8478596.3742","4795770.8767","1721","Harford                                           ","12.006","111 MOUNT ROYAL AVENUE","ABERDEEN","MD","21001","6-8","Middle","ZCTA5 21001","B19301_001",40698,2393
"4","Abingdon Elementary","English",26.0693779904306,2023,12,"Harford",123," English Language Arts All Grades","All Students","295","170",57.6,"6.1","36.3","49.5","8.1",20241015,31.5306220095694,"-8496487.5503","4790292.5737","1871","Harford                                           ","12.049","3001 S. TOLLGATE ROAD","ABINGDON","MD","21009","PreK-5","Elementary","ZCTA5 21009","B19301_001",50399,2749
"5","Accident Elementary","English",21.6292220113852,2023,11,"Garrett",1501," English Language Arts All Grades","All Students","101","58",57.4,"<= 5.0","39.6","53.5","<= 5.0",20241015,35.7707779886148,"-8828799.6051","4811777.2151","1725","Garrett                                           ","11.013","534 ACCIDENT BITTINGER ROAD P.O. BOX 260","ACCIDENT","MD","21520","PreK-5","Elementary","ZCTA5 21520","B19301_001",41376,17036
"6","Albert Einstein High","English",53.6602290076336,2023,15,"Montgomery",789," English Language Arts All Grades","All Students","554","165",29.8,"12.6","57.6","28.7","<= 5.0",20241015,-23.8602290076336,"-8579072.8183","4727290.4903","2213","Montgomery                                        ","15.031","11135 NEWPORT MILL ROAD","KENSINGTON","MD","20895","9-12","High","ZCTA5 20895","B19301_001",80692,4734
"7","Allegany High","English",59.080463980464,2023,1,"Allegany",606," English Language Arts All Grades","All Students","237","147",62,"<= 5.0","33.8","54.0","8.0",20241015,2.91953601953602,"-8771485.4174","4816032.1774","1467","Allegany                                          ","01.038","900 SETON DRIVE","CUMBERLAND","MD","21502","9-12","High","ZCTA5 21502","B19301_001",30485,1296
"8","Allenwood Elementary","English",9.70088183421517,2023,16,"Prince George's",632," English Language Arts All Grades","All Students","154","51",33.1,"16.2","50.6","30.5","<= 5.0",20241015,23.3991181657848,"-8563825.0303","4693506.1299","1921","Prince George's                                   ","16.205","6300 HARLEY LANE","TEMPLE HILLS","MD","20748","PreK-5","Elementary","ZCTA5 20748","B19301_001",40547,2000
"9","Andrew Jackson Academy","English",16.3859005704971,2023,16,"Prince George's",645," English Language Arts All Grades","All Students","259","37",14.3,"24.7","61.0","14.3","<= 5.0",20241015,-2.08590057049715,"-8561390.8312","4698955.757","2312","Prince George's                                   ","16.197","3500 REGENCY PARKWAY","FORESTVILLE","MD","20747","PreK-8","PreK-8","ZCTA5 20747","B19301_001",38921,2062
"10","Annapolis Elementary","English",10.7263392857143,2023,2,"Anne Arundel",4092," English Language Arts All Grades","All Students","77","27",35.1,"15.6","49.4","32.5","<= 5.0",20241015,24.3736607142857,"-8514574.6733","4718312.8432","2575","Anne Arundel                                      ","02.034","180 GREEN STREET","ANNAPOLIS","MD","21401","PreK-5","Elementary","ZCTA5 21401","B19301_001",78167,6474
"11","Annapolis High","English",39.6203549060543,2023,2,"Anne Arundel",4013," English Language Arts All Grades","All Students","529","239",45.2,"8.9","45.9","35.9","9.3",20241015,5.57964509394572,"-8523241.0895","4718020.0773","2383","Anne Arundel                                      ","02.030","2700 RIVA ROAD","ANNAPOLIS","MD","21401","9-12","High","ZCTA5 21401","B19301_001",78167,6474
"12","Annapolis Middle","English",24.544766660265,2023,2,"Anne Arundel",4033," English Language Arts All Grades","All Students","840","194",23.1,"18.9","58.0","21.2","<= 5.0",20241015,-1.44476666026503,"-8517213.9808","4715670.27","2378","Anne Arundel                                      ","02.061","1399 FOREST DRIVE","ANNAPOLIS","MD","21403","6-8","Middle","ZCTA5 21403","B19301_001",76445,5820
"13","Apple Grove Elementary","English",17.5217935349322,2023,16,"Prince George's",1229," English Language Arts All Grades","All Students","244","75",30.7,"15.6","53.7","28.7","<= 5.0",20241015,13.1782064650678,"-8567466.6674","4691515.1758","2041","Prince George's                                   ","16.057","7400 BELLEFIELD AVENUE","FORT WASHINGTON","MD","20744","PreK-6","Elementary","ZCTA5 20744","B19301_001",51671,2307
"14","Arbutus Elementary","English",26.116548463357,2023,3,"Baltimore County",1302," English Language Arts All Grades","All Students","164","73",44.5,"6.7","48.8","41.5","<= 5.0",20241015,18.383451536643,"-8537822.5469","4757217.4066","2371","Baltimore County                                  ","03.160","1300 SULPHUR SPRING ROAD","BALTIMORE","MD","21227","PreK-5","Elementary","ZCTA5 21227","B19301_001",39846,2966
"15","Arbutus Middle","English",40.1530053475936,2023,3,"Baltimore County",1356," English Language Arts All Grades","All Students","928","379",40.8,"10.2","48.9","39.7","<= 5.0",20241015,0.646994652406413,"-8538796.3179","4757248.2864","2372","Baltimore County                                  ","03.048","5525 SHELBOURNE RD","BALTIMORE","MD","21227","6-8","Middle","ZCTA5 21227","B19301_001",39846,2966
"16","Arcola Elementary","English",11.0658461538462,2023,15,"Montgomery",790," English Language Arts All Grades","All Students","302","77",25.5,"17.2","57.3","25.2","<= 5.0",20241015,14.4341538461538,"-8575998.6247","4728163.2628","2198","Montgomery                                        ","15.049","1820 FRANWELL AVENUE","SILVER SPRING","MD","20902","HS-5","Elementary","ZCTA5 20902","B19301_001",48887,2703
"17","Ardmore Elementary","English",13.6215430861723,2023,16,"Prince George's",2008," English Language Arts All Grades","All Students","197","63",32,"12.2","55.8","30.5","<= 5.0",20241015,18.3784569138277,"-8554525.534","4712240.4334","1976","Prince George's                                   ","16.164","9301 ARDWICK ARDMORE ROAD","SPRINGDALE","MD","20774","PreK-5","Elementary","ZCTA5 20774","B19301_001",60028,2920
"18","Argyle Middle","English",31.0452702702703,2023,15,"Montgomery",823," English Language Arts All Grades","All Students","953","332",34.8,"10.8","54.4","33.9","<= 5.0",20241015,3.75472972972972,"-8577033.501","4734462.1784","2079","Montgomery                                        ","15.231","2400 BEL PRE ROAD","SILVER SPRING","MD","20906","6-8","Middle","ZCTA5 20906","B19301_001",43855,2171
"19","Arnold Elementary","English",32.7722405271829,2023,2,"Anne Arundel",2052," English Language Arts All Grades","All Students","251","185",73.7,"<= 5.0","25.5","60.2","13.5",20241015,40.9277594728171,"-8516383.2508","4726579.3715","2609","Anne Arundel                                      ","02.106","95 JOYCE LANE EAST","ARNOLD","MD","21012","K-5","Elementary","ZCTA5 21012","B19301_001",60885,3416
"20","Arrowhead Elementary","English",9.43638814016172,2023,16,"Prince George's",640," English Language Arts All Grades","All Students","207","33",15.9,"27.1","57.0","15.9","<= 5.0",20241015,6.46361185983828,"-8554129.7199","4701186.9219","2035","Prince George's                                   ","16.074","2300 SANSBURY ROAD","UPPER MARLBORO","MD","20774","PreK-5","Elementary","ZCTA5 20774","B19301_001",60028,2920
"21","Arundel High","English",62.9551895306859,2023,2,"Anne Arundel",3013," English Language Arts All Grades","All Students","415","259",62.4,"<= 5.0","35.7","56.9","5.5",20241015,-0.555189530685915,"-8536201.3176","4731890.4152","2569","Anne Arundel                                      ","02.040","1001 ANNAPOLIS ROAD","GAMBRILLS","MD","21054","9-12","High","ZCTA5 21054","B19301_001",62213,5739
"22","Arundel Middle","English",50.5517312307165,2023,2,"Anne Arundel",3023," English Language Arts All Grades","All Students","1282","807",62.9,"<= 5.0","33.2","56.8","6.2",20241015,12.3482687692835,"-8536653.6562","4732066.0328","2564","Anne Arundel                                      ","02.057","1179 HAMMOND LANE","ODENTON","MD","21113","6-8","Middle","ZCTA5 21113","B19301_001",58205,3368
"23","Ashburton Elementary","English",44.2521367521367,2023,15,"Montgomery",425," English Language Arts All Grades","All Students","388","228",58.8,"<= 5.0","36.6","54.1","<= 5.0",20241015,14.5478632478632,"-8585786.0499","4724439.5182","2120","Montgomery                                        ","15.188","6314 LONE OAK DRIVE","BETHESDA","MD","20817","K-5","Elementary","ZCTA5 20817","B19301_001",121150,8562
"24","Atholton Elementary","English",36.141273100616,2023,13,"Howard",603," English Language Arts All Grades","All Students","217","136",62.7,"6.0","31.3","56.7","6.0",20241015,26.558726899384,"-8556374.1209","4748323.1141","1601","Howard                                            ","13.030","6700 SENECA DRIVE","COLUMBIA","MD","21046","PreK-5","Elementary","ZCTA5 21046","B19301_001",61464,3782
"25","Atholton High","English",65.8393870601589,2023,13,"Howard",509," English Language Arts All Grades","All Students","365","221",60.5,"<= 5.0","37.0","55.1","5.5",20241015,-5.33938706015891,"-8558308.3281","4748644.3831","1807","Howard                                            ","13.013","6520 FREETOWN ROAD","COLUMBIA","MD","21044","9-12","High","ZCTA5 21044","B19301_001",67519,4010
"26","Avalon Elementary","English",10.2553278688525,2023,16,"Prince George's",1221," English Language Arts All Grades","All Students","110","39",35.5,"10.0","54.5","30.9","<= 5.0",20241015,25.2446721311475,"-8565157.2842","4691755.7818","2057","Prince George's                                   ","16.019","7302 WEBSTER LANE","FORT WASHINGTON","MD","20744","PreK-5","Elementary","ZCTA5 20744","B19301_001",51671,2307
"27","Baden Elementary","English",37.6685990338164,2023,16,"Prince George's",802," English Language Arts All Grades","All Students","100","49",49,"9.0","42.0","45.0","<= 5.0",20241015,11.3314009661836,"-8546037.464","4673191.7003","1932","Prince George's                                   ","16.228","13601 BADEN-WESTWOOD ROAD","BRANDYWINE","MD","20613","PreK-6","Elementary","ZCTA5 20613","B19301_001",60879,5333
"28","Bainbridge Elementary","English",13.0831050228311,2023,7,"Cecil",704," English Language Arts All Grades","All Students","117","55",47,"11.1","41.9","42.7","<= 5.0",20241015,33.916894977169,"-8468545.3714","4808890.4182","1652","Cecil                                             ","07.034","41 PRESTON DR","PORT DEPOSIT","MD","21904","PreK-5","Elementary","ZCTA5 21904","B19301_001",39346,4768
"29","Bakerfield Elementary","English",17.3240866035183,2023,12,"Harford",212," English Language Arts All Grades","All Students","204","96",47.1,"7.4","45.6","44.1","<= 5.0",20241015,29.7759133964817,"-8479267.1127","4795486.087","2364","Harford                                           ","12.044","36 BAKER ST","ABERDEEN","MD","21001","PreK-5","Elementary","ZCTA5 21001","B19301_001",40698,2393
"30","Ballenger Creek Elementary","English",29.0768972464741,2023,10,"Frederick",223," English Language Arts All Grades","All Students","313","147",47,"7.7","45.4","44.4","<= 5.0",20241015,17.9231027535259,"-8619535.2399","4775935.4676","1758","Frederick                                         ","10.043","5250 KINGSBROOK DR","FREDERICK","MD","21703","PreK-5","Elementary","ZCTA5 21703","B19301_001",44225,2427
"31","Ballenger Creek Middle","English",40.5236236236236,2023,10,"Frederick",2305," English Language Arts All Grades","All Students","784","339",43.2,"6.1","50.6","41.5","<= 5.0",20241015,2.67637637637638,"-8620688.456","4777079.9359","1756","Frederick                                         ","10.041","5525 BALLENGER CREEK PIKE","FREDERICK","MD","21703","6-8","Middle","ZCTA5 21703","B19301_001",44225,2427
"32","Baltimore City College","English",79.7438144329897,2023,30,"Baltimore City",480," English Language Arts All Grades","All Students","392","277",70.7,"<= 5.0","29.1","63.5","7.1",20241015,-9.04381443298969,"-8526749.1392","4768441.9952","2689","Baltimore City                                    ","30.110","3220 THE ALAMEDA","BALTIMORE","MD","21218","9-12","High","ZCTA5 21218","B19301_001",38481,2867
"33","Baltimore Highlands Elementary","English",10.3585568917669,2023,3,"Baltimore County",1307," English Language Arts All Grades","All Students","235","46",19.6,"25.5","54.9","19.6","<= 5.0",20241015,9.24144310823312,"-8531763.836","4755675.6982","2701","Baltimore County                                  ","03.100","4200 ANNAPOLIS RD","BALTIMORE","MD","21227","PreK-5","Elementary","ZCTA5 21227","B19301_001",39846,2966
"34","Baltimore Leadership School for Young Women","English",22.4842530922931,2023,30,"Baltimore City",348," English Language Arts All Grades","All Students","317","84",26.5,"10.4","63.1","25.9","<= 5.0",20241015,4.01574690770694,"-8529083.6723","4764043.8108","2724","Baltimore City                                    ","30.284","128 W FRANKLIN ST","BALTIMORE","MD","21201","6-12","Middle/High","ZCTA5 21201","B19301_001",40342,4171
"35","Baltimore Polytechnic Institute","English",81.8855809128631,2023,30,"Baltimore City",403," English Language Arts All Grades","All Students","370","326",88.1,"<= 5.0","11.6","80.3","7.8",20241015,6.21441908713693,"-8531983.6738","4771417.5361","2662","Baltimore City                                    ","30.185","1400 W COLD SPRING LANE","BALTIMORE","MD","21209","9-12","High","ZCTA5 21209","B19301_001",51800,5610
"36","Baltimore School for the Arts","English",73.747134935305,2023,30,"Baltimore City",415," English Language Arts All Grades","All Students","117","81",69.2,"<= 5.0","29.9","63.2","6.0",20241015,-4.547134935305,"-8529010.4854","4764468.4427","2667","Baltimore City                                    ","30.178","712 CATHEDRAL ST","BALTIMORE","MD","21202","9-12","High","ZCTA5 21202","B19301_001",43816,3844
"37","Bannockburn Elementary","English",63.0236966824645,2023,15,"Montgomery",420," English Language Arts All Grades","All Students","222","194",87.4,"<= 5.0","12.6","62.2","25.2",20241015,24.3763033175356,"-8586989.1356","4718030.6957","2103","Montgomery                                        ","15.204","6520 DALROY LANE","BETHESDA","MD","20817","K-5","Elementary","ZCTA5 20817","B19301_001",121150,8562
"38","Barack Obama Elementary","English",16.724537037037,2023,16,"Prince George's",1518," English Language Arts All Grades","All Students","386","156",40.4,"10.6","49.0","37.8","<= 5.0",20241015,23.675462962963,"-8547791.5223","4697943.5065","2333","Prince George's                                   ","16.235","12700 BROOKE LN","UPPER MARLBORO","MD","20772","PreK-5","Elementary","ZCTA5 20772","B19301_001",58867,2445
"39","Barnaby Manor Elementary","English",7.505625,2023,16,"Prince George's",1219," English Language Arts All Grades","All Students","191","41",21.5,"23.0","55.5","21.5","<= 5.0",20241015,13.994375,"-8567725.1334","4695436.9972","2011","Prince George's                                   ","16.123","2411 OWENS ROAD","OXON HILL","MD","20745","PreK-5","Elementary","ZCTA5 20745","B19301_001",41479,2976
"40","Barstow Elementary","English",21.9337748344371,2023,4,"Calvert",208," English Language Arts All Grades","All Students","332","155",46.7,"5.7","47.6","41.9","<= 5.0",20241015,24.7662251655629,"-8528183.9633","4656104.0951","2233","Calvert                                           ","04.028","295 WILLIAMS ROAD","PRINCE FREDERICK","MD","20678","PreK-5","Elementary","ZCTA5 20678","B19301_001",52586,3859
"41","Battle Grove Elementary","English",11.5786103542234,2023,3,"Baltimore County",1517," English Language Arts All Grades","All Students","145","38",26.2,"15.9","57.9","25.5","<= 5.0",20241015,14.6213896457766,"-8513135.2105","4760236.8659","1605","Baltimore County                                  ","03.116","7828 ST PATRICIA LANE","BALTIMORE","MD","21222","PreK-5","Elementary","ZCTA5 21222","B19301_001",30695,2017
"42","Bay View Elementary","English",12.1042553191489,2023,7,"Cecil",510," English Language Arts All Grades","All Students","180","64",35.6,"16.1","48.3","33.3","<= 5.0",20241015,23.4957446808511,"-8455486.4228","4813547.7814","1644","Cecil                                             ","07.036","910 NORTH EAST RD","NORTH EAST","MD","21901","PreK-5","Elementary","ZCTA5 21901","B19301_001",49246,4247
"43","Bayard Rustin Elementary","English",40.6677438307873,2023,15,"Montgomery",346," English Language Arts All Grades","All Students","362","204",56.4,"7.5","36.2","50.0","6.4",20241015,15.7322561692127,"-8587605.1322","4731713.9607","2484","Montgomery                                        ","15.014","332 W EDMONSTON DR","ROCKVILLE","MD","20851","","Elementary","ZCTA5 20851","B19301_001",47505,4272
"44","Beach Elementary","English",32.0471014492754,2023,4,"Calvert",302," English Language Arts All Grades","All Students","245","159",64.9,"<= 5.0","32.2","60.8","<= 5.0",20241015,32.8528985507246,"-8520093.0918","4676440.6965","1710","Calvert                                           ","04.011","7900 OLD BAYSIDE RD","CHESAPEAKE BEACH","MD","20732","PreK-5","Elementary","ZCTA5 20732","B19301_001",57462,4072
"45","Beacon Heights Elementary","English",16.5309205350118,2023,16,"Prince George's",1907," English Language Arts All Grades","All Students","221","93",42.1,"10.9","47.1","38.0","<= 5.0",20241015,25.5690794649882,"-8560263.0808","4715607.2447","1949","Prince George's                                   ","16.189","6929 FURMAN PARKWAY","RIVERDALE","MD","20737","PreK-6","Elementary","ZCTA5 20737","B19301_001",35260,7414
"46","Beall Elementary","English",34.5913025384936,2023,15,"Montgomery",207," English Language Arts All Grades","All Students","235","164",69.8,"<= 5.0","27.2","57.4","12.3",20241015,35.2086974615064,"-8589601.7073","4734249.3362","2104","Montgomery                                        ","15.205","451 BEALL AVENUE","ROCKVILLE","MD","20850","HS-5","Elementary","ZCTA5 20850","B19301_001",67423,3080
"47","Beall Elementary","English",34.5913025384936,2023,15,"Montgomery",207," English Language Arts All Grades","All Students","235","164",69.8,"<= 5.0","27.2","57.4","12.3",20241015,35.2086974615064,"-8786661.4432","4815828.2293","2345","Allegany                                          ","01.002","3 EAST COLLEGE AVENUE","FROSTBURG","MD","21532","PreK-5","Elementary","ZCTA5 21532","B19301_001",31281,2724
"48","Beall Elementary","English",34.5913025384936,2023,1,"Allegany",2801," English Language Arts All Grades","All Students","193","95",49.2,"<= 5.0","46.6","43.5","5.7",20241015,14.6086974615065,"-8589601.7073","4734249.3362","2104","Montgomery                                        ","15.205","451 BEALL AVENUE","ROCKVILLE","MD","20850","HS-5","Elementary","ZCTA5 20850","B19301_001",67423,3080
"49","Beall Elementary","English",34.5913025384936,2023,1,"Allegany",2801," English Language Arts All Grades","All Students","193","95",49.2,"<= 5.0","46.6","43.5","5.7",20241015,14.6086974615065,"-8786661.4432","4815828.2293","2345","Allegany                                          ","01.002","3 EAST COLLEGE AVENUE","FROSTBURG","MD","21532","PreK-5","Elementary","ZCTA5 21532","B19301_001",31281,2724
"50","Bear Creek Elementary","English",20.2228464419476,2023,3,"Baltimore County",1206," English Language Arts All Grades","All Students","188","46",24.5,"13.8","61.7","22.9","<= 5.0",20241015,4.27715355805243,"-8513992.4999","4760193.639","1569","Baltimore County                                  ","03.153","1601 MELBOURNE ROAD","BALTIMORE","MD","21222","PreK-5","Elementary","ZCTA5 21222","B19301_001",30695,2017
"51","Bedford Elementary","English",20.3793515358362,2023,3,"Baltimore County",303," English Language Arts All Grades","All Students","197","82",41.6,"7.6","50.8","37.6","<= 5.0",20241015,21.2206484641638,"-8541573.066","4773423.538","2713","Baltimore County                                  ","03.089","7407 DORMAN DRIVE","BALTIMORE","MD","21208","1-5","Elementary","ZCTA5 21208","B19301_001",52450,3552
"52","Bel Air Elementary","English",37.4264686468647,2023,12,"Harford",314," English Language Arts All Grades","All Students","244","180",73.8,"<= 5.0","23.4","57.4","16.4",20241015,36.3735313531353,"-8499275.0959","4799159.7583","1882","Harford                                           ","12.024","30 E LEE ST","BEL AIR","MD","21014","PreK-5","Elementary","ZCTA5 21014","B19301_001",50990,2291
"53","Bel Air Elementary","English",37.4264686468647,2023,12,"Harford",314," English Language Arts All Grades","All Students","244","180",73.8,"<= 5.0","23.4","57.4","16.4",20241015,36.3735313531353,"-8777759.6406","4804721.1337","2346","Allegany                                          ","01.003","14401 BARTON BOULEVARD","CUMBERLAND","MD","21502","PreK-5","Elementary","ZCTA5 21502","B19301_001",30485,1296
"54","Bel Air Elementary","English",37.4264686468647,2023,1,"Allegany",702," English Language Arts All Grades","All Students","91","51",56,"7.7","36.3","54.9","<= 5.0",20241015,18.5735313531353,"-8499275.0959","4799159.7583","1882","Harford                                           ","12.024","30 E LEE ST","BEL AIR","MD","21014","PreK-5","Elementary","ZCTA5 21014","B19301_001",50990,2291
"55","Bel Air Elementary","English",37.4264686468647,2023,1,"Allegany",702," English Language Arts All Grades","All Students","91","51",56,"7.7","36.3","54.9","<= 5.0",20241015,18.5735313531353,"-8777759.6406","4804721.1337","2346","Allegany                                          ","01.003","14401 BARTON BOULEVARD","CUMBERLAND","MD","21502","PreK-5","Elementary","ZCTA5 21502","B19301_001",30485,1296
"56","Bel Air High","English",67.0994452849218,2023,12,"Harford",373," English Language Arts All Grades","All Students","355","244",68.7,"<= 5.0","29.3","57.7","11.0",20241015,1.60055471507816,"-8498999.1465","4798060.7208","1720","Harford                                           ","12.004","100 HEIGHE ST","BEL AIR","MD","21014","9-12","High","ZCTA5 21014","B19301_001",50990,2291
"57","Bel Air Middle","English",52.0533230293663,2023,12,"Harford",372," English Language Arts All Grades","All Students","1116","755",67.7,"<= 5.0","29.7","59.3","8.3",20241015,15.6466769706337,"-8498622.847","4797571.2918","1881","Harford                                           ","12.035","99 IDLEWILD ST","BEL AIR","MD","21014","6-8","Middle","ZCTA5 21014","B19301_001",50990,2291
"58","Belle Grove Elementary","English",11.2885521885522,2023,2,"Anne Arundel",1082," English Language Arts All Grades","All Students","151","31",20.5,"27.2","52.3","20.5","<= 5.0",20241015,9.21144781144781,"-8529513.101","4754630.0429","2597","Anne Arundel                                      ","02.121","4502 BELLE GROVE RD","BALTIMORE","MD","21225","PreK-5","Elementary","ZCTA5 21225","B19301_001",26626,1620
"59","Bellows Spring Elementary","English",38.3189111747851,2023,13,"Howard",218," English Language Arts All Grades","All Students","328","210",64,"6.7","29.3","56.4","7.6",20241015,25.6810888252149,"-8547837.9594","4750954.1306","2282","Howard                                            ","13.078","8125 OLD STOCKBRIDGE DRIVE","ELLICOTT CITY","MD","21043","PreK-5","Elementary","ZCTA5 21043","B19301_001",64911,2548
"60","Bells Mill Elementary","English",58.1066102997694,2023,15,"Montgomery",607," English Language Arts All Grades","All Students","310","263",84.8,"<= 5.0","14.8","64.2","20.6",20241015,26.6933897002306,"-8590381.8016","4726290.0374","2118","Montgomery                                        ","15.185","8225 BELLS MILL RD","POTOMAC","MD","20854","HS-5","Elementary","ZCTA5 20854","B19301_001",110500,4957
"61","Belmont Elementary","English",49.1215317919075,2023,15,"Montgomery",513," English Language Arts All Grades","All Students","168","134",79.8,"<= 5.0","19.0","61.9","17.9",20241015,30.6784682080925,"-8579015.664","4747281.6198","2219","Montgomery                                        ","15.021","19528 OLNEY MILL RD","OLNEY","MD","20832","K-5","Elementary","ZCTA5 20832","B19301_001",67017,5032
"62","Belmont Elementary","English",49.1215317919075,2023,15,"Montgomery",513," English Language Arts All Grades","All Students","168","134",79.8,"<= 5.0","19.0","61.9","17.9",20241015,30.6784682080925,"-8534974.5442","4765227.8265","2332","Baltimore City                                    ","30.214","1406 NORTH ELLAMONT ST","BALTIMORE","MD","21216","PreK-5","Elementary","ZCTA5 21216","B19301_001",26585,2268
"63","Belmont Elementary","English",49.1215317919075,2023,30,"Baltimore City",217," English Language Arts All Grades","All Students","75","*",5,"34.7","61.3","<= 5.0","<= 5.0",20241015,-44.1215317919075,"-8579015.664","4747281.6198","2219","Montgomery                                        ","15.021","19528 OLNEY MILL RD","OLNEY","MD","20832","K-5","Elementary","ZCTA5 20832","B19301_001",67017,5032
"64","Belmont Elementary","English",49.1215317919075,2023,30,"Baltimore City",217," English Language Arts All Grades","All Students","75","*",5,"34.7","61.3","<= 5.0","<= 5.0",20241015,-44.1215317919075,"-8534974.5442","4765227.8265","2332","Baltimore City                                    ","30.214","1406 NORTH ELLAMONT ST","BALTIMORE","MD","21216","PreK-5","Elementary","ZCTA5 21216","B19301_001",26585,2268
"65","Beltsville Academy","English",19.3781690140845,2023,16,"Prince George's",104," English Language Arts All Grades","All Students","737","287",38.9,"13.0","48.0","34.3","<= 5.0",20241015,19.5218309859155,"-8562534.2686","4727215.4452","2014","Prince George's                                   ","16.115","4300 WICOMICO AVENUE","BELTSVILLE","MD","20705","PreK-8","PreK-8","ZCTA5 20705","B19301_001",37857,2319
"66","Belvedere Elementary","English",39.0104549854792,2023,2,"Anne Arundel",2062," English Language Arts All Grades","All Students","241","152",63.1,"6.2","30.7","57.7","5.4",20241015,24.0895450145208,"-8516209.4411","4730078.1964","2563","Anne Arundel                                      ","02.056","360 BROADWATER ROAD","ARNOLD","MD","21012","PreK-5","Elementary","ZCTA5 21012","B19301_001",60885,3416
"67","Benfield Elementary","English",57.6764705882353,2023,2,"Anne Arundel",2072," English Language Arts All Grades","All Students","197","182",92.4,"<= 5.0","6.6","48.2","44.2",20241015,34.7235294117647,"-8525858.8947","4733898.6489","2608","Anne Arundel                                      ","02.029","365 LYNWOOD DRIVE","SEVERNA PARK","MD","21146","PreK-5","Elementary","ZCTA5 21146","B19301_001",72385,4054
"68","Benjamin Banneker Elementary","English",27.5620718462824,2023,18,"Saint Mary's",302," English Language Arts All Grades","All Students","234","117",50,"8.1","41.9","46.2","<= 5.0",20241015,22.4379281537176,"-8535500.2178","4626164.4889","2443","St. Mary's                                        ","18.005","27180 POINT LOOKOUT ROAD","LOVEVILLE","MD","20656","PreK-5","Elementary","ZCTA5 20656","B19301_001",8666,4184
"69","Benjamin Banneker Middle","English",34.310070754717,2023,15,"Montgomery",333," English Language Arts All Grades","All Students","712","230",32.3,"13.3","54.4","31.9","<= 5.0",20241015,-2.01007075471698,"-8565842.5181","4735405.477","2210","Montgomery                                        ","15.022","14800 PERRYWOOD DRIVE","BURTONSVILLE","MD","20866","6-8","Middle","ZCTA5 20866","B19301_001",46450,3853
"70","Benjamin Stoddert Middle","English",19.7761,2023,16,"Prince George's",615," English Language Arts All Grades","All Students","514","115",22.4,"17.9","59.7","21.8","<= 5.0",20241015,2.6239,"-8560229.5736","4664719.0212","1641","Charles                                           ","08.002","2040 ST THOMAS DR","WALDORF","MD","20601","6-8","Middle","ZCTA5 20601","B19301_001",48341,4156
"71","Benjamin Stoddert Middle","English",19.7761,2023,16,"Prince George's",615," English Language Arts All Grades","All Students","514","115",22.4,"17.9","59.7","21.8","<= 5.0",20241015,2.6239,"-8565768.3496","4697399.9792","2313","Prince George's                                   ","16.152","2501 OLSON STREET","TEMPLE HILLS","MD","20748","6-8","Middle","ZCTA5 20748","B19301_001",40547,2000
"72","Berkshire Elementary","English",13.0262861736334,2023,3,"Baltimore County",1205," English Language Arts All Grades","All Students","217","65",30,"10.1","59.9","29.5","<= 5.0",20241015,16.9737138263666,"-8517259.2326","4762920.7337","1560","Baltimore County                                  ","03.174","7431 POPLAR AVE","BALTIMORE","MD","21224","PreK-5","Elementary","ZCTA5 21224","B19301_001",51670,2510
"73","Berlin Intermediate","English",56.7718285214348,2023,23,"Worcester",311," English Language Arts All Grades","All Students","633","434",68.6,"<= 5.0","27.3","55.8","12.8",20241015,11.8281714785652,"-8372502.2612","4626283.5615","1380","Worcester                                         ","23.012","309 FRANKLIN AVENUE","BERLIN","MD","21811","5-6","Elementary/Middle","ZCTA5 21811","B19301_001",51603,4030
"74","Berwyn Heights Elementary","English",18.6560504201681,2023,16,"Prince George's",2109," English Language Arts All Grades","All Students","246","80",32.5,"15.0","52.4","28.0","<= 5.0",20241015,13.8439495798319,"-8561543.6809","4720501.8432","2423","Prince George's                                   ","16.220","6200 PONTIAC STREET","BERWYN HEIGHTS","MD","20740","PreK-6","Elementary","ZCTA5 20740","B19301_001",32245,1926
