X,Y,OBJECTID,County,PSC_NUMBER,SCHOOL_NAME,STREET,CITY,STATE,ZIP,Grades,School_Type
-8523947.338,4680798.9104,1707,Calvert                                           ,04.022,Windy Hill Middle                                           ,9560 BOYDS TURN ROAD,OWINGS,MD,20736,6-8,Middle
-8510514.4976,4629800.8847,1708,Calvert                                           ,04.023,Dowell Elementary                                           ,12680 HG TRUEMAN ROAD,LUSBY,MD,20657,PreK-5,Elementary
-8509729.0986,4630688.9737,1709,Calvert                                           ,04.024,Mill Creek Middle                                           ,12200 SOUTHERN CONNECTOR BLVD.,LUSBY,MD,20657,6-8,Middle
-8520093.0918,4676440.6965,1710,Calvert                                           ,04.011,Beach Elementary                                            ,7900 OLD BAYSIDE RD,CHESAPEAKE BEACH,MD,20732,PreK-5,Elementary
-8508872.2846,4632656.6474,1711,Calvert                                           ,04.013,Appeal Elementary                                           ,11655 H.G. TRUEMAN ROAD,LUSBY,MD,20657,PreK-K,Elementary
-8527389.1389,4674527.0594,1712,Calvert                                           ,04.014,Sunderland Elementary                                       ,150 CLYDE JONES ROAD,SUNDERLAND,MD,20689,PreK-5,Elementary
-8525622.3014,4663959.4087,1713,Calvert                                           ,04.015,Plum Point Elementary                                       ,1245 PLUM POINT ROAD,HUNTINGTOWN,MD,20639,PreK-5,Elementary
-8525170.7037,4664137.6315,1714,Calvert                                           ,04.017,Plum Point Middle                                           ,1475 PLUM POINT ROAD,HUNTINGTOWN,MD,20639,6-8,Middle
-8509092.5551,4797923.2431,1715,Harford                                           ,12.011,Youth's Benefit Elementary                                  ,1901 FALLSTON RD,FALLSTON,MD,21047,K-5,Elementary
-8494547.0831,4790776.7614,1716,Harford                                           ,12.013,William S. James Elementary                                 ,1 LAURENTUM PARKWAY,ABINGDON,MD,21009,K-5,Elementary
-8492412.6392,4782346.9737,1717,Harford                                           ,12.014,Edgewood Middle                                             ,2311 WLGHBY BCH RD,EDGEWOOD,MD,21040,6-8,Middle
-8497153.0599,4780723.9992,1718,Harford                                           ,12.002,Magnolia Elementary                                         ,901 TRIMBLE RD,JOPPA,MD,21085,PreK-5,Elementary
-8493095.9285,4786427.373,1719,Harford                                           ,12.003,Old Post Road Primary Elementary,2706 OLD PHILADELPHIA RD,ABINGDON,MD,21009,PreK-2,Elementary
-8498999.1465,4798060.7208,1720,Harford                                           ,12.004,Bel Air High                                                ,100 HEIGHE ST,BEL AIR,MD,21014,9-12,High
-8478596.3742,4795770.8767,1721,Harford                                           ,12.006,Aberdeen Middle                                             ,111 MOUNT ROYAL AVENUE,ABERDEEN,MD,21001,6-8,Middle
-8505452.3812,4818869.7898,1722,Harford                                           ,12.007,North Harford Middle                                        ,112 PYLESVILLE RD,PYLESVILLE,MD,21132,6-8,Middle
-8836374.0696,4781297.121,1723,Garrett                                           ,11.006,Broad Ford Elementary                                       ,905 BROAD FORD SCHOOL RD,OAKLAND,MD,21550,K-5,Elementary
-8827844.3669,4817430.1418,1724,Garrett                                           ,11.019,Hickory Environmental Education Center                      ,604 PRIDE PARKWAY,ACCIDENT,MD,21520,,Environmental Ed.
-8828799.6051,4811777.2151,1725,Garrett                                           ,11.013,Accident Elementary                                         ,534 ACCIDENT BITTINGER ROAD P.O. BOX 260,ACCIDENT,MD,21520,PreK-5,Elementary
-8506282.2972,4796723.1392,1726,Harford                                           ,12.001,Fallston High                                               ,2301 CARRS MILL RD,FALLSTON,MD,21047,9-12,High
-8839365.7557,4817516.8548,1727,Garrett                                           ,11.002,Friendsville Elementary                                     ,841 FIRST AVENUE P O BOX 59,FRIENDSVILLE,MD,21531,PreK-5,Elementary
-8811319.1211,4821703.4268,1728,Garrett                                           ,11.004,Grantsville Elementary                                      ,120 GRANT ST P.O. BOX 9,GRANTSVILLE,MD,21536,K-5,Elementary
-8827878.6793,4817140.3144,1729,Garrett                                           ,11.009,Northern Middle                                             ,371 PRIDE PARKWAY,ACCIDENT,MD,21520,6-8,Middle
-8827363.4759,4817325.0009,1730,Garrett                                           ,11.014,Northern High                                               ,86 PRIDE PARKWAY,ACCIDENT,MD,21520,9-12,High
-8836589.7451,4781370.8808,1731,Garrett                                           ,11.008,Southern Middle                                             ,605 HARVEY WINTERS RD.,OAKLAND,MD,21550,6-8,Middle
-8837647.5654,4779730.1272,1732,Garrett                                           ,11.005,Southern High                                               ,345 OAKLAND DRIVE,OAKLAND,MD,21550,9-12,High
-8842528.718,4771858.716,1733,Garrett                                           ,11.016,Swan Meadow Elementary                                      ,6709 GARRETT HWY.,OAKLAND,MD,21550,1-8,Elementary/Middle
-8838139.6984,4778577.9235,1734,Garrett                                           ,11.015,Yough Glades Elementary                                     ,70 WOLF ACRES DRIVE,OAKLAND,MD,21550,PreK-5,Elementary
-8795399.2673,4820528.2391,1735,Garrett                                           ,11.011,Route 40 Elementary                                         ,17764 NATIONAL PIKE,FROSTBURG,MD,21532,PreK-5,Elementary
-8617847.4603,4799236.9703,1736,Frederick                                         ,10.060,Lewistown Elementary                                        ,11119 HESSONG BRIDGE RD,THURMONT,MD,21788,PreK-5,Elementary
-8634554.5034,4794892.9123,1737,Frederick                                         ,10.061,Myersville Elementary                                       ,429 MAIN STREET,MYERSVILLE,MD,21773,K-5,Elementary
-8633206.0067,4804392.3105,1738,Frederick                                         ,10.056,Wolfsville Elementary                                       ,12520 WOLFSVILLE RD,SMITHSBURG,MD,21783,K-5,Elementary
-8615928.7569,4784483.7141,1739,Frederick                                         ,10.059,Gov Thos. Johnson Middle                                    ,1799 SCHIFFERSTADT DRIVE,FREDERICK,MD,21701,6-8,Middle
-8616760.1277,4784042.2806,1740,Frederick                                         ,10.057,Gov Thos. Johnson High                                      ,1501 NORTH MARKET ST,FREDERICK,MD,21701,9-12,High
-8623837.5897,4766654.3312,1741,Frederick                                         ,10.066,Carroll Manor Elementary                                    ,5624 ADAMSTOWN RD,ADAMSTOWN,MD,21710,PreK-5,Elementary
-8615087.4671,4810021.8542,1742,Frederick                                         ,10.064,Thurmont Primary                                            ,7989 ROCKY RIDGE ROAD,THURMONT,MD,21788,PreK-2,Elementary
-8617620.9669,4784582.8447,1743,Frederick                                         ,10.065,Heather Ridge                                               ,1445 TANEY AVENUE,FREDERICK,MD,21702,6-12,Alternate
-8638832.3691,4766858.742,1744,Frederick                                         ,10.055,Brunswick Middle                                            ,301 CUMMINGS DR,BRUNSWICK,MD,21716,6-8,Middle
-8617167.264,4813593.2245,1745,Frederick                                         ,10.051,Catoctin High                                               ,14745 SABILLASVILLE RD,THURMONT,MD,21788,9-12,High
-8604080.2816,4779648.1185,1746,Frederick                                         ,10.053,Deer Crossing Elementary                                    ,10601 FINN DRIVE,NEW MARKET,MD,21774,PreK-5,Elementary
-8560809.8801,4662441.2151,1747,Charles                                           ,08.045,Mary Burgess Neal Elementary                                ,12105 ST. GEORGES DRIVE,WALDORF,MD,20602,PreK-5,Elementary
-8611057.1998,4790696.8393,1748,Frederick                                         ,10.045,Walkersville Middle                                         ,55 FREDERICK ST,WALKERSVILLE,MD,21793,6-8,Middle
-8602432.6359,4767996.9874,1749,Frederick                                         ,10.046,Windsor Knolls Middle                                       ,11150 WINDSOR RD,IJAMSVILLE,MD,21754,6-8,Middle
-8622361.9004,4819608.5607,1750,Frederick                                         ,10.047,Sabillasville Environmental School A Classical Charter,16210B SABILLASVILLE RD,SABILLASVILLE,MD,21780,K-6,Elementary/Middle
-8609404.494,4768568.4067,1751,Frederick                                         ,10.048,Urbana High                                                 ,3471 CAMPUS DRIVE,IJAMSVILLE,MD,21754,9-12,High
-8610819.4419,4779056.0118,1752,Frederick                                         ,10.049,Spring Ridge Elementary                                     ,9051 RIDGEFIELD DR,FREDERICK,MD,21701,PreK-5,Elementary
-8610475.0408,4792977.1144,1753,Frederick                                         ,10.050,Glade Elementary                                            ,9525 GLADE ROAD,WALKERSVILLE,MD,21793,PreK-5,Elementary
-8621767.5816,4780693.4246,1754,Frederick                                         ,10.039,Hillcrest Elementary                                        ,1285 HILLCREST DR,FREDERICK,MD,21702,PreK-5,Elementary
-8617293.1416,4787078.9084,1755,Frederick                                         ,10.040,Monocacy Elementary                                         ,7421 HAYWARD ROAD,FREDERICK,MD,21702,PreK-5,Elementary
-8620688.456,4777079.9359,1756,Frederick                                         ,10.041,Ballenger Creek Middle                                      ,5525 BALLENGER CREEK PIKE,FREDERICK,MD,21703,6-8,Middle
-8601159.8452,4770928.499,1757,Frederick                                         ,10.042,Green Valley Elementary                                     ,11501 FINGERBOARD RD,MONROVIA,MD,21770,K-5,Elementary
-8619535.2399,4775935.4676,1758,Frederick                                         ,10.043,Ballenger Creek Elementary                                  ,5250 KINGSBROOK DR,FREDERICK,MD,21703,PreK-5,Elementary
-8591185.079,4774870.4461,1759,Frederick                                         ,10.044,Twin Ridge Elementary                                       ,1106 LEAFY HOLLOW CIRCLE,MT AIRY,MD,21771,PreK-5,Elementary
-8617605.1398,4786992.1643,1760,Frederick                                         ,10.034,Monocacy Middle                                             ,8009 O'POSSUMTOWN PK,FREDERICK,MD,21702,6-8,Middle
-8599787.7476,4791198.5535,1761,Frederick                                         ,10.035,Liberty Elementary                                          ,11820 LIBERTY RD,FREDERICK,MD,21701,PreK-5,Elementary
-8639270.3728,4767154.7058,1762,Frederick                                         ,10.036,Brunswick High                                              ,101 CUMMINGS DRIVE,BRUNSWICK,MD,21716,9-12,High
-8619144.2659,4781263.0322,1763,Frederick                                         ,10.037,W. Frederick Middle                                         ,515 W PATRICK ST,FREDERICK,MD,21701,6-8,Middle
-8603611.1819,4803511.4715,1764,Frederick                                         ,10.038,New Midway Elementary                                       ,12226 WOODSBORO PIKE,KEYMAR,MD,21757,3-5,Elementary
-8642091.0393,4767443.8603,1765,Frederick                                         ,10.025,Brunswick Elementary                                        ,400 CENTRAL AVE,BRUNSWICK,MD,21716,PreK-5,Elementary
-8617835.2393,4786466.5074,1766,Frederick                                         ,10.026,Career & Technology Center                                  ,7922 OPOSSUMTOWN PK,FREDERICK,MD,21702,10-12,Career Tech
-8602254.5613,4776791.6025,1767,Frederick                                         ,10.030,New Market Elementary                                       ,93 W. MAIN STREET,NEW MARKET,MD,21774,PreK-5,Elementary
-8602443.8902,4776931.3027,1768,Frederick                                         ,10.031,New Market Middle                                           ,125 WEST MAIN STREET,NEW MARKET,MD,21774,6-8,Middle
-8597672.2131,4768968.3842,1769,Frederick                                         ,10.032,Kemptown Elementary                                         ,3456 KEMPTOWN CH RD,MONROVIA,MD,21770,K-5,Elementary
-8599131.4057,4783873.7502,1770,Frederick                                         ,10.017,Linganore High                                              ,12013 OLD ANNAPOLIS RD,FREDERICK,MD,21701,9-12,High
-8632549.8256,4773247.5932,1771,Frederick                                         ,10.018,Valley Elementary                                           ,3519 JEFFERSON PIKE,JEFFERSON,MD,21755,PreK-5,Elementary
-8617507.8992,4783316.6411,1772,Frederick                                         ,10.021,N. Frederick Elementary                                     ,1010 FAIRVIEW AVENUE,FREDERICK,MD,21701,PreK-5,Elementary
-8611280.0653,4768600.1385,1773,Frederick                                         ,10.022,Urbana Elementary                                           ,3554 URBANA PIKE,FREDERICK,MD,21704,PreK-5,Elementary
-8618326.9623,4781204.8655,1774,Frederick                                         ,10.023,Parkway Elementary                                          ,300 CARROLL PARKWAY,FREDERICK,MD,21701,PreK-5,Elementary
-8616634.0896,4810934.1433,1775,Frederick                                         ,10.008,Thurmont Middle                                             ,408 E MAIN ST,THURMONT,MD,21788,6-8,Middle
-8619127.2652,4781545.7705,1776,Frederick                                         ,10.009,Frederick High                                              ,650 CARROLL PARKWAY,FREDERICK,MD,21701,9-12,High
-8631252.0631,4785459.4386,1777,Frederick                                         ,10.010,Middletown Middle                                           ,100 MARTHA MASON STREET,MIDDLETOWN,MD,21769,6-8,Middle
-8611847.6205,4790005.3617,1778,Frederick                                         ,10.012,Walkersville High                                           ,81 FREDERICK ST,WALKERSVILLE,MD,21793,9-12,High
-8606402.8699,4798370.075,1779,Frederick                                         ,10.014,Woodsboro Elementary                                        ,101 LIBERTY RD,WOODSBORO,MD,21798,PreK-2,Elementary
-8615773.8986,4810462.8768,1780,Frederick                                         ,10.015,Thurmont Elementary                                         ,805 E MAIN ST,THURMONT,MD,21788,3-5,Elementary
-8631485.9709,4785477.8727,1781,Frederick                                         ,10.001,Middletown Elementary                                       ,201 E GREEN STREET,MIDDLETOWN,MD,21769,3-5,Elementary
-8631118.5518,4785838.8164,1782,Frederick                                         ,10.005,Middletown High                                             ,200 SCHOOLHOUSE DRIVE,MIDDLETOWN,MD,21769,9-12,High
-8608263.8903,4822870.6815,1783,Frederick                                         ,10.006,Emmitsburg Elementary                                       ,300 S. SETON AVENUE,EMMITSBURG,MD,21727,PreK-5,Elementary
-8621907.42,4789853.4773,1784,Frederick                                         ,10.007,Yellow Springs Elementary                                   ,8717 YELLOW SPRINGS RD,FREDERICK,MD,21702,PreK-5,Elementary
-8481063.315,4635834.2069,1785,Dorchester                                        ,09.012,South Dorchester Pre K-8                                    ,3485 GOLDEN HILL ROAD,CHURCH CREEK,MD,21622,PreK-8,PreK-8
-8446224.2841,4662787.8697,1786,Dorchester                                        ,09.013,North Dorchester High                                       ,5875 CLOVERDALE ROAD,HURLOCK,MD,21643,9-12,High
-8445226.9394,4668918.2261,1787,Dorchester                                        ,09.014,Hurlock Elementary                                          ,301 CHARLES STREET,HURLOCK,MD,21643,PreK-5,Elementary
-8470555.9187,4658522.4725,1788,Dorchester                                        ,09.015,Mace's Lane Middle                                          ,1101 MACE'S LANE,CAMBRIDGE,MD,21613,6-8,Middle
-8470471.8954,4658226.0915,1789,Dorchester                                        ,09.016,Choptank Elementary                                         ,1103 MACE'S LANE,CAMBRIDGE,MD,21613,PreK-5,Elementary
-8470215.7564,4661636.1539,1790,Dorchester                                        ,09.017,Judy Hoyer Center                                           ,1405 GLASGOW ROAD,CAMBRIDGE,MD,21613,PreK,Elementary
-8441617.6805,4648561.3031,1791,Dorchester                                        ,09.005,Vienna Elementary                                           ,4905 OCEAN GATEWAY,VIENNA,MD,21869,PreK-6,Elementary
-8470723.0312,4656924.1906,1792,Dorchester                                        ,09.008,Dorchester Student Services Center                          ,2455 CAMBRIDGE BELTWAY AKA NEW DIRECTIONS LEARNING ACADEMY,CAMBRIDGE,MD,21613,9-12,Alternate
-8470259.9794,4656663.437,1793,Dorchester                                        ,09.009,Cambridge-South Dorchester High                             ,2475 CAMBRIDGE BELTWAY,CAMBRIDGE,MD,21613,9-12,High
-8470608.5529,4656042.7825,1794,Dorchester                                        ,09.010,Maple Elementary                                            ,5225 EGYPT ROAD,CAMBRIDGE,MD,21613,PreK-8,Special Ed.
-8454012.3728,4665877.2133,1795,Dorchester                                        ,09.011,Warwick Elementary                                          ,155 MAIN STREET,SECRETARY,MD,21664,PreK-5,Elementary
-8569027.526,4670458.4198,1796,Charles                                           ,08.042,North Point High School                                     ,2500 DAVIS ROAD,WALDORF,MD,20603,9-12,Career Tech
-8554105.6309,4655906.3298,1797,Charles                                           ,08.040,T C Martin Elementary                                       ,6315 OLIVERS SHOP ROAD,BRYANTOWN,MD,20617,PreK-5,Elementary
-8470310.025,4661812.3547,1798,Dorchester                                        ,09.001,Sandy Hill Elementary                                       ,1503 GLASGOW ROAD,CAMBRIDGE,MD,21613,PreK-5,Elementary
-8564630.7455,4668015.3486,1799,Charles                                           ,08.034,C. Paul Barnhart Elementary                                 ,5800 LANCASTER CIRCLE,WALDORF,MD,20603,PreK-5,Elementary
-8567229.2901,4671186.9176,1800,Charles                                           ,08.035,Mattawoman Middle                                           ,10145 BERRY ROAD,WALDORF,MD,20603,6-8,Middle
-8567160.647,4671367.8814,1801,Charles                                           ,08.036,Berry Elementary                                            ,10155 BERRY ROAD,WALDORF,MD,20603,PreK-5,Elementary
-8559688.4924,4755418.1703,1802,Howard                                            ,13.018,Applications and Research Lab                               ,10920 ROUTE #108,ELLICOTT CITY,MD,21043,,Career Tech
-8553838.6531,4764575.8802,1803,Howard                                            ,13.019,Mt. Hebron High                                             ,9440 ROUTE 99,ELLICOTT CITY,MD,21042,9-12,High
-8541424.5254,4752325.5491,1804,Howard                                            ,13.020,Elkridge Elementary                                         ,7075 MONTGOMERY ROAD,ELKRIDGE,MD,21075,K-5,Elementary
-8548818.0459,4756805.1587,1805,Howard                                            ,13.010,Worthington Elementary                                      ,4570 ROUND HILL ROAD,ELLICOTT CITY,MD,21043,K-5,Elementary
-8550751.642,4754155.523,1806,Howard                                            ,13.012,Howard High                                                 ,8700 OLD ANNAPOLIS ROAD,ELLICOTT CITY,MD,21043,9-12,High
-8558308.3281,4748644.3831,1807,Howard                                            ,13.013,Atholton High                                               ,6520 FREETOWN ROAD,COLUMBIA,MD,21044,9-12,High
-8552266.8566,4751148.0056,1808,Howard                                            ,13.014,Jeffers Hill Elementary                                     ,6000 TAMAR DR,COLUMBIA,MD,21045,K-5,Elementary
-8556078.8053,4745707.1548,1809,Howard                                            ,13.016,Hammond High                                                ,8800 GUILFORD ROAD,COLUMBIA,MD,21046,9-12,High
-8559126.6133,4753900.0388,1810,Howard                                            ,13.003,Harpers Choice Middle                                       ,5450 BEAVERKILL ROAD,COLUMBIA,MD,21044,6-8,Middle
-8579290.9404,4769599.7394,1811,Howard                                            ,13.004,Lisbon Elementary                                           ,15901 FREDERICK ROAD,WOODBINE,MD,21797,K-5,Elementary
-8556192.3175,4759880.1178,1812,Howard                                            ,13.005,Centennial Lane Elementary                                  ,3825 CENTENNIAL LANE,ELLICOTT CITY,MD,21042,K-5,Elementary
-8554188.9053,4752243.1144,1813,Howard                                            ,13.007,Talbott Springs Elementary                                  ,9550 BASKET RING ROAD,COLUMBIA,MD,21045,PreK-5,Elementary
-8554187.4113,4751434.7808,1814,Howard                                            ,13.008,Oakland Mills Middle                                        ,9540 KILIMANJARO ROAD,COLUMBIA,MD,21045,6-8,Middle
-8556818.5018,4753379.7794,1815,Howard                                            ,13.079,Bryant Woods Elementary                                     ,5450 BLUE HERON LANE,COLUMBIA,MD,21044,PreK-5,Elementary
-8574297.4548,4764389.6935,1816,Howard                                            ,13.069,Glenwood Middle                                             ,2680 ROUTE 97,GLENWOOD,MD,21738,6-8,Middle
-8552898.6683,4758471.9793,1817,Howard                                            ,13.001,Dunloggin Middle                                            ,9129 NORTHFIELD ROAD,ELLICOTT CITY,MD,21042,6-8,Middle
-8553707.366,4751583.7845,1818,Howard                                            ,13.002,Oakland Mills High                                          ,9410 KILIMANJARO ROAD,COLUMBIA,MD,21045,9-12,High
-8561929.4568,4743413.3412,1819,Howard                                            ,13.077,Reservoir High                                              ,11550 SCAGGSVILLE ROAD,FULTON,MD,20759,9-12,High
-8553181.5813,4754519.4632,1820,Howard                                            ,13.075,Thunder Hill Elementary                                     ,9357 MELLENBROOK RD,COLUMBIA,MD,21045,K-5,Elementary
-8555744.0781,4754507.0606,1821,Howard                                            ,13.066,Running Brook Elementary                                    ,5215 WEST RUNNING BROOK ROAD,COLUMBIA,MD,21044,PreK-5,Elementary
-8557881.2145,4752818.1821,1822,Howard                                            ,13.060,Wilde Lake Middle                                           ,10481 CROSS FOX LANE,COLUMBIA,MD,21044,6-8,Middle
-8558061.9993,4742908.8612,1823,Howard                                            ,13.064,Hammond Elementary / Hammond Middle,8110 ALADDIN DR,LAUREL,MD,20723,K-8,Elementary/Middle
-8554017.1894,4738537.7756,1824,Howard                                            ,13.065,Laurel Woods Elementary                                     ,9250 N. LAUREL ROAD,LAUREL,MD,20723,PreK-5,Elementary
-8551330.8275,4765091.0218,1825,Howard                                            ,13.067,Hollifield Station Elementary                               ,8701 STONEHOUSE DRIVE,ELLICOTT CITY,MD,21043,PreK-5,Elementary
-8555973.0779,4742488.2297,1826,Howard                                            ,13.068,Gorman Crossing Elementary                                  ,9999 WINTER SUN RD.,LAUREL,MD,20723,PreK-5,Elementary
-8569796.275,4759878.0435,1827,Howard                                            ,13.081,Folly Quarter Middle                                        ,13500 TRIDELPHIA ROAD,ELLICOTT CITY,MD,21042,6-8,Middle
-8569334.6577,4759895.5207,1828,Howard                                            ,13.073,Triadelphia Ridge Elementary                                ,13400 TRIDELPHIA ROAD,ELLICOTT CITY,MD,21042,K-5,Elementary
-8558414.7469,4754176.0313,1829,Howard                                            ,13.056,Longfellow Elementary                                       ,5470 HESPERUS DR,COLUMBIA,MD,21044,PreK-5,Elementary
-8557457.7926,4752853.8588,1830,Howard                                            ,13.058,Wilde Lake High                                             ,5460 TRUMPETER ROAD,COLUMBIA,MD,21044,9-12,High
-8555747.0908,4742511.1766,1831,Howard                                            ,13.059,Murray Hill Middle                                          ,9989 WINTER SUN ROAD,LAUREL,MD,20723,6-8,Middle
-8571829.9312,4761198.8331,1832,Howard                                            ,13.061,Glenelg High                                                ,14025 BURNT WOODS ROAD,GLENELG,MD,21737,9-12,High
-8549092.0074,4751399.808,1833,Howard                                            ,13.062,Waterloo Elementary                                         ,5940 WATERLOO ROAD,COLUMBIA,MD,21045,PreK-5,Elementary
-8562242.1755,4743336.8021,1834,Howard                                            ,13.063,Fulton Elementary                                           ,11600 SCAGGSVILLE ROAD,FULTON,MD,20759,K-5,Elementary
-8545845.4805,4752515.2114,1835,Howard                                            ,13.050,Rockburn Elementary                                         ,6145 MONTGOMERY RD,ELKRIDGE,MD,21075,PreK-5,Elementary
-8551244.4911,4764448.99,1836,Howard                                            ,13.051,Patapsco Middle                                             ,8885 OLD FREDERICK ROAD,ELLICOTT CITY,MD,21043,6-8,Middle
-8562005.0822,4763306.2441,1837,Howard                                            ,13.052,Manor Woods Elementary                                      ,11575 FREDERICK ROAD,ELLICOTT CITY,MD,21042,K-5,Elementary
-8563684.8621,4752521.1835,1838,Howard                                            ,13.053,River Hill High                                             ,12101 ROUTE 108,CLARKSVILLE,MD,21029,9-12,High
-8541422.7844,4752137.0227,1839,Howard                                            ,13.054,Elkridge Landing Middle                                     ,7085 MONTGOMERY ROAD,ELKRIDGE,MD,21075,6-8,Middle
-8550583.9573,4751200.8792,1840,Howard                                            ,13.055,Long Reach High                                             ,6101 OLD DOBBIN LANE,COLUMBIA,MD,21045,9-12,High
-8556981.97,4765462.7962,1841,Howard                                            ,13.043,Waverly Elementary                                          ,10220 WETHERBURN ROAD,ELLICOTT CITY,MD,21042,PreK-5,Elementary
-8563405.757,4749050.9267,1842,Howard                                            ,13.044,Pointers Run Elementary                                     ,6600 SOUTH TROTTER RD,CLARKSVILLE,MD,21029,PreK-5,Elementary
-8547835.8357,4750014.9991,1843,Howard                                            ,13.045,Mayfield Woods Middle                                       ,7950 RED BARN WAY,ELKRIDGE,MD,21075,6-8,Middle
-8556850.1534,4758294.843,1844,Howard                                            ,13.046,Burleigh Manor Middle                                       ,4200 CENTENNIAL LANE,ELLICOTT CITY,MD,21042,6-8,Middle
-8553787.4055,4741042.5439,1845,Howard                                            ,13.047,Forest Ridge Elementary                                     ,9550 GORMAN RD,LAUREL,MD,20723,K-5,Elementary
-8552709.3455,4758381.7597,1846,Howard                                            ,13.048,Northfield Elementary                                       ,9125 NORTHFIELD RD.,ELLICOTT CITY,MD,21042,K-5,Elementary
-8556982.2663,4757947.8058,1847,Howard                                            ,13.036,Centennial High                                             ,4300 CENTENNIAL LANE,ELLICOTT CITY,MD,21042,9-12,High
-8563678.1829,4753077.237,1848,Howard                                            ,13.037,Clarksville Elementary                                      ,12041 ROUTE 108,CLARKSVILLE,MD,21029,K-5,Elementary
-8552458.239,4742604.4848,1849,Howard                                            ,13.039,Bollman Bridge Elementary                                   ,8200 SAVAGE-GUILFORD ROAD,JESSUP,MD,20794,PreK-5,Elementary
-8552498.5583,4742727.9738,1850,Howard                                            ,13.041,Patuxent Valley Middle                                      ,9151 VOLLMERHOUSEN ROAD,JESSUP,MD,20794,6-8,Middle
-8547851.6522,4748157.3741,1851,Howard                                            ,13.042,Deep Run Elementary                                         ,6925 OLD WATERLOO RD,ELKRIDGE,MD,21075,PreK-5,Elementary
-8563079.8147,4749000.4521,1852,Howard                                            ,13.031,Clarksville Middle                                          ,6535 S. TROTTER ROAD,CLARKSVILLE,MD,21029,6-8,Middle
-8565580.9098,4764984.3437,1853,Howard                                            ,13.032,West Friendship Elementary                                  ,12500 FREDERICK ROAD,WEST FRIENDSHIP,MD,21794,K-5,Elementary
-8552649.5799,4745965.2998,1854,Howard                                            ,13.033,Guilford Elementary                                         ,7335 OAKLAND MILLS RD,COLUMBIA,MD,21046,PreK-5,Elementary
-8557481.2642,4749523.5884,1855,Howard                                            ,13.034,Clemens Crossing Elementary                                 ,10320 QUARTERSTAFF RD,COLUMBIA,MD,21044,K-5,Elementary
-8554103.748,4749217.5927,1856,Howard                                            ,13.035,Cradlerock ES/Lake Elkhorn MS                               ,6700 CRADLEROCK WAY,COLUMBIA,MD,21045,PreK-8,PreK-8
-8519693.6971,4822454.4825,1857,Harford                                           ,12.055,Norrisville Elementary                                      ,5302 NORRISVILLE RD,WHITE HALL,MD,21161,K-5,Elementary
-8493595.1787,4782527.6368,1858,Harford                                           ,12.054,Edgewood Elementary                                         ,2100 CEDAR DRIVE,EDGEWOOD,MD,21040,PreK-5,Elementary
-8559213.3202,4752760.5649,1859,Howard                                            ,13.023,Swansfield Elementary                                       ,5610 CEDAR LANE,COLUMBIA,MD,21044,PreK-5,Elementary
-8550517.1477,4757553.6031,1860,Howard                                            ,13.026,Ellicott Mills Middle                                       ,4445 MONTGOMERY ROAD,ELLICOTT CITY,MD,21043,6-8,Middle
-8553082.9164,4763382.03,1861,Howard                                            ,13.028,St. Johns Lane Elementary                                   ,2960 ST JOHNS LANE,ELLICOTT CITY,MD,21042,K-5,Elementary
-8497339.3576,4800259.4194,1862,Harford                                           ,12.050,Southampton Middle                                          ,1200 MOORES MILL RD,BEL AIR,MD,21014,6-8,Middle
-8487588.1118,4802403.0735,1863,Harford                                           ,12.051,Churchville Elementary                                      ,2935 LEVEL RD,CHURCHVILLE,MD,21028,PreK-5,Elementary
-8480300.0505,4794060.3293,1864,Harford                                           ,12.052,George D. Lisby Elementary @ Hillsdale                      ,810 EDMUND ST,ABERDEEN,MD,21001,PreK-5,Elementary
-8472120.1186,4802625.0061,1865,Harford                                           ,12.053,Meadowvale Elementary                                       ,910 GRACE VIEW DR,HAVRE DE GRACE,MD,21078,PreK-5,Elementary
-8482643.2028,4813336.0797,1866,Harford                                           ,12.056,Darlington Elementary                                       ,2119 SHURESVILLE RD,DARLINGTON,MD,21034,K-5,Elementary
-8497953.2876,4779309.9896,1867,Harford                                           ,12.045,Riverside Elementary                                        ,211 STILLMEADOW DR,JOPPA,MD,21085,PreK-5,Elementary
-8499460.8442,4781163.04,1868,Harford                                           ,12.046,Joppatowne High                                             ,555 JOPPA FARM RD,JOPPA,MD,21085,9-12,High
-8475300.8914,4796660.8239,1869,Harford                                           ,12.047,Roye-Williams Elementary                                    ,201 OAKINGTON RD,HAVRE DE GRACE,MD,21078,PreK-5,Elementary
-8503100.7341,4803501.7667,1870,Harford                                           ,12.048,Forest Lakes Elementary                                     ,100 OSBORNE PARKWAY,FOREST HILL,MD,21050,K-5,Elementary
-8496487.5503,4790292.5737,1871,Harford                                           ,12.049,Abingdon Elementary                                         ,3001 S. TOLLGATE ROAD,ABINGDON,MD,21009,PreK-5,Elementary
-8477502.5471,4794358.0216,1872,Harford                                           ,12.036,Halls Cross Roads Elementary                                ,203 E BEL AIR AVE,ABERDEEN,MD,21001,PreK-5,Elementary
-8492604.1342,4782253.1692,1873,Harford                                           ,12.037,Deerfield Elementary                                        ,2307 WILLOUGHBY BEACH RD,EDGEWOOD,MD,21040,PreK-5,Elementary
-8496924.4506,4791604.0445,1874,Harford                                           ,12.038,Emmorton Elementary                                         ,2502 TOLLGATE ROAD,BEL AIR,MD,21015,K-5,Elementary
