X,Y,OBJECTID,County,PSC_NUMBER,SCHOOL_NAME,STREET,CITY,STATE,ZIP,Grades,School_Type
-8602280.564,4756992.9936,1370,Montgomery                                        ,15.270,Little Bennett Elementary                                   ,23930 BURDETTE FOREST ROAD,CLARKSBURG,MD,20871,K-5,Elementary
-8587536.8671,4720240.1732,1371,Montgomery                                        ,15.207,Burning Tree Elementary                                     ,7900 BEECH TREE ROAD,BETHESDA,MD,20817,K-5,Elementary
-8583177.6964,4736399.5588,1372,Montgomery                                        ,15.236,North Lake Center                                           ,15101  BAUER DRIVE,ROCKVILLE,MD,20853,,Alternate
-8570205.8605,4734801.0057,1373,Montgomery                                        ,15.169,Drew (Dr. Charles) Elementary                               ,1200 SWINGINGDALE DR,SILVER SPRING,MD,20905,PreK-5,Elementary
-8601597.9662,4743514.8582,1374,Montgomery                                        ,15.269,Great Seneca Creek Elementary                               ,13010 DAIRYMAID ROAD,GERMANTOWN,MD,20874,K-5,Elementary
-8592514.5446,4742313.6502,1375,Montgomery                                        ,15.068,Gaithersburg Middle                                         ,2 TEACHERS WAY,GAITHERSBURG,MD,20877,6-8,Middle
-8590863.1124,4727978.6381,1376,Montgomery                                        ,15.053,Churchill (Winston) High                                    ,11300 GAINSBOROUGH ROAD,POTOMAC,MD,20854,9-12,High
-8373669.9706,4624865.3431,1377,Worcester                                         ,23.007,Buckingham Elementary                                       ,100 BUCKINGHAM ROAD,BERLIN,MD,21811,PreK-4,Elementary
-8393012.8748,4602790.2294,1378,Worcester                                         ,23.008,Snow Hill Elementary                                        ,515 COULBOURNE LANE,SNOW HILL,MD,21863,PreK-3,Elementary
-8412003.9623,4588867.8134,1379,Worcester                                         ,23.011,Pocomoke Middle                                             ,800 EIGHTH STREET,POCOMOKE CITY,MD,21851,4-8,Elementary/Middle
-8372502.2612,4626283.5615,1380,Worcester                                         ,23.012,Berlin Intermediate                                         ,309 FRANKLIN AVENUE,BERLIN,MD,21811,5-6,Elementary/Middle
-8370335.8612,4634754.5291,1381,Worcester                                         ,23.001,Showell Elementary                                          ,11318 SHOWELL SCHOOL ROAD,BERLIN,MD,21811,PreK-4,Elementary
-8411104.7517,4587516.3677,1382,Worcester                                         ,23.002,Pocomoke Elementary                                         ,2119 POCOMOKE BELTWAY,POCOMOKE CITY,MD,21851,PreK-3,Elementary
-8410475.1574,4587887.4643,1383,Worcester                                         ,23.003,Pocomoke High                                               ,1817 OLD VIRGINIA ROAD,POCOMOKE CITY,MD,21851,9-12,High
-8370138.3888,4627809.1685,1384,Worcester                                         ,23.004,Stephen Decatur High                                        ,9913 SEAHAWK ROAD,BERLIN,MD,21811,9-12,High
-8392339.5904,4603305.49,1385,Worcester                                         ,23.005,Snow Hill High                                              ,305 S. CHURCH STREET,SNOW HILL,MD,21863,9-12,High
-8426387.1508,4638105.33,1386,Wicomico                                          ,22.026,Westside Intermediate                                       ,8000 QUANTICO ROAD,HEBRON,MD,21830,2-5,Elementary
-8388651.1756,4635233.7569,1387,Wicomico                                          ,22.027,Willards Elementary                                         ,36161 RICHLAND ROAD,WILLARDS,MD,21874,PreK-3,Elementary
-8417954.0029,4631075.0419,1388,Wicomico                                          ,22.028,Pemberton Elementary                                        ,1300 PEMBERTON DRIVE,SALISBURY,MD,21801,PreK-5,Elementary
-8432135.219,4645366.4926,1389,Wicomico                                          ,22.018,Mardela Middle/High                                         ,24940 DELMAR ROAD,MARDELA,MD,21837,6-12,Middle/High
-8416043.0055,4632696.4727,1390,Wicomico                                          ,22.020,Chipman Elementary                                          ,711 LAKE STREET,SALISBURY,MD,21801,PreK-1,Elementary
-8415133.1306,4628566.6358,1391,Wicomico                                          ,22.021,OLD Bennett Middle                                          ,510 COULBOURNE LANE,SNOW HILL,MD,21863,6-8,Middle
-8431150.4698,4630461.1036,1392,Wicomico                                          ,22.024,Westside Primary                                            ,6046 QUANTICO ROAD,QUANTICO,MD,21856,PreK-1,Elementary
-8411729.5248,4630383.7681,1393,Wicomico                                          ,22.010,Glen Avenue Elementary                                      ,1615 GLEN AVENUE,SALISBURY,MD,21804,2-5,Elementary
-8432345.6163,4645918.9696,1394,Wicomico                                          ,22.012,Northwestern Elementary                                     ,9975 SHARPTOWN ROAD,MARDELA SPRINGS,MD,21837,PreK-5,Elementary
-8414568.9006,4629786.335,1395,Wicomico                                          ,22.014,Prince St. Elementary                                       ,400 PRINCE STREET,SALISBURY,MD,21804,PreK-5,Elementary
-8414520.1502,4631299.9829,1396,Wicomico                                          ,22.015,Wicomico Middle                                             ,635 EAST MAIN STREET,SALISBURY,MD,21804,6-8,Middle
-8417031.6731,4624645.536,1397,Wicomico                                          ,22.016,Fruitland Primary                                           ,301 NORTH DIVISION STREET,FRUITLAND,MD,21826,PreK-2,Elementary
-8418271.7972,4625468.2059,1398,Wicomico                                          ,22.017,Fruitland Intermediate                                      ,208 W. MAIN STREET,FRUITLAND,MD,21826,3-5,Elementary
-8412910.4575,4632414.1221,1399,Wicomico                                          ,22.003,East Salisbury Elementary                                   ,1201 OCEAN CITY ROAD,SALISBURY,MD,21804,3-5,Elementary
-8414884.2332,4633104.6584,1400,Wicomico                                          ,22.004,North Salisbury Elementary                                  ,1213 EMERSON AVENUE,SALISBURY,MD,21801,3-5,Elementary
-8406857.171,4632816.1543,1401,Wicomico                                          ,22.005,Beaver Run Elementary                                       ,31481 OCEAN CITY ROAD,SALISBURY,MD,21804,PreK-2,Elementary
-8413004.0194,4642880.4218,1402,Wicomico                                          ,22.007,Delmar Elementary                                           ,811 SOUTH 2ND STREET,DELMAR,MD,21875,PreK-4,Elementary
-8414760.2014,4628332.8879,1403,Wicomico                                          ,22.008,J.M. Bennett High                                           ,300 EAST COLLEGE AVENUE,SALISBURY,MD,21804,9-12,High
-8413461.358,4631131.5852,1404,Wicomico                                          ,22.009,Wicomico High                                               ,201 LONG AVENUE,SALISBURY,MD,21804,9-12,High
-8649338.7294,4809458.942,1405,Washington                                        ,21.051,Funkstown Elementary                                        ,23 FUNKSTOWN ROAD,HAGERSTOWN,MD,21740,K-12,Elementary/Middle/High
-8676423.977,4817241.103,1406,Washington                                        ,21.048,Claud Kitchens Outdoor School at Fairview                   ,12808 DRAPER ROAD,CLEAR SPRING,MD,21722,OUTDOOR,Environmental Ed.
-8675595.7401,4816189.7249,1407,Washington                                        ,21.042,Clear Spring Elementary                                     ,12627 BROADFORDING ROAD,CLEAR SPRING,MD,21722,PreK-5,Elementary
-8653179.4557,4810146.3182,1408,Washington                                        ,21.038,E. Russell Hicks Middle                                     ,1321 SOUTH POTOMAC STREET,HAGERSTOWN,MD,21740,6-8,Middle
-8412815.4717,4628902.2771,1409,Wicomico                                          ,22.001,Parkside High                                               ,1015 BEAGLIN PARK DRIVE,SALISBURY,MD,21804,9-12,High
-8417269.053,4629189.7554,1410,Wicomico                                          ,22.002,Pinehurst Elementary                                        ,520 S. PINEHURST AVENUE,SALISBURY,MD,21801,PreK-5,Elementary
-8651555.9993,4817928.7919,1411,Washington                                        ,21.046,Fountaindale Elementary                                     ,901 NORTHERN AVENUE,HAGERSTOWN,MD,21740,PreK-5,Elementary
-8653329.3243,4810047.5901,1412,Washington                                        ,21.049,Antietam Academy                                            ,40 WEST OAK RIDGE DRIVE,HAGERSTOWN,MD,21740,6-12,Middle/High
-8649638.1256,4813308.1754,1413,Washington                                        ,21.041,Pangborn Blvd. Elementary                                   ,195 PANGBORN BOULEVARD,HAGERSTOWN,MD,21740,PreK-5,Elementary
-8654143.0527,4821083.6196,1414,Washington                                        ,21.047,Maugansville Elementary                                     ,18023 MAUGANS AVENUE,MAUGANSVILLE,MD,21767,PreK-5,Elementary
-8648724.9079,4811556.0532,1415,Washington                                        ,21.045,Eastern Elementary                                          ,1320 YALE DRIVE,HAGERSTOWN,MD,21741,3-5,Elementary
-8640226.7337,4816069.3485,1416,Washington                                        ,21.035,Old Forge Elementary                                        ,21615 OLD FORGE ROAD,HAGERSTOWN,MD,21740,PreK-5,Elementary
-8635871.4963,4816223.0865,1417,Washington                                        ,21.036,Smithsburg Elementary                                       ,67 N. MAIN STREET,SMITHSBURG,MD,21783,PreK-5,Elementary
-8569490.4583,4669661.3159,1418,Charles                                           ,08.047,William A. Diggs Elementary School                          ,2615 DAVIS ROAD,WALDORF,MD,20603,PreK-5,Elementary
-8661687.9043,4807983.5432,1419,Washington                                        ,21.029,Williamsport Elementary                                     ,1 SOUTH CLIFTON DRIVE,WILLIAMSPORT,MD,21795,PreK-5,Elementary
-8648947.0825,4820069.3751,1420,Washington                                        ,21.030,Paramount Elementary                                        ,19410 LONGMEADOW ROAD,HAGERSTOWN,MD,21742,PreK-5,Elementary
-8661750.6024,4807539.2734,1421,Washington                                        ,21.031,Williamsport High                                           ,5 SOUTH CLIFTON DRIVE,WILLIAMSPORT,MD,21795,9-12,High
-8653019.3644,4810427.2495,1422,Washington                                        ,21.032,Emma K. Doub Elementary                                     ,1221 SOUTH POTOMAC STREET,HAGERSTOWN,MD,21740,PreK-5,Elementary
-8653659.6738,4816134.54,1423,Washington                                        ,21.033,Salem Avenue Elementary                                     ,1323 SALEM AVENUE,HAGERSTOWN,MD,21740,PreK-5,Elementary
-8646770.3431,4773265.447,1424,Washington                                        ,21.022,Pleasant Valley Elementary                                  ,1707 ROHRORSVILLE ROAD,KNOXVILLE,MD,21758,PreK-5,Elementary
-8626315.312,4824499.288,1425,Washington                                        ,21.023,Cascade Elementary                                          ,14519 PENNERSVILLE ROAD,CASCADE,MD,21719,PreK-5,Elementary
-8651338.5548,4816985.0485,1426,Washington                                        ,21.024,North Hagerstown High                                       ,1200 PENNSYLVANIA AVENUE,HAGERSTOWN,MD,21740,9-12,High
-8704823.958,4822035.5179,1427,Washington                                        ,21.025,Hancock Middle/High                                         ,289 W. MAIN STREET,HANCOCK,MD,21750,6-12,Middle/High
-8635622.8524,4816626.9384,1428,Washington                                        ,21.026,Smithsburg High                                             ,66 N MAIN ST,SMITHSBURG,MD,21783,9-12,High
-8644129.4367,4795884.5309,1429,Washington                                        ,21.001,Boonsboro High                                              ,10 CAMPUS AVENUE,BOONSBORO,MD,21713,9-12,High
-8651057.0978,4817436.3268,1430,Washington                                        ,21.017,Northern Middle                                             ,701 NORTHERN AVENUE,HAGERSTOWN,MD,21740,6-8,Middle
-8655956.0309,4787112.0663,1431,Washington                                        ,21.019,Sharpsburg Elementary                                       ,17525 SHEPHERDSTOWN PIKE,SHARPSBURG,MD,21782,PreK-5,Elementary
-8653110.6643,4810930.0379,1432,Washington                                        ,21.020,South Hagerstown High                                       ,1101 S. POTOMAC STREET,HAGERSTOWN,MD,21740,9-12,High
-8651794.9664,4812797.7695,1433,Washington                                        ,21.021,Bester Elementary                                           ,385 MILL ST.,HAGERSTOWN,MD,21740,PreK-5,Elementary
-8661974.8425,4807066.4264,1434,Washington                                        ,21.009,Springfield Middle                                          ,334 EAST SUNSET AVE,WILLIAMSPORT,MD,21795,6-8,Middle
-8653524.7951,4810097.1154,1435,Washington                                        ,21.013,"Boyd J. Michael, III Technical High",50 WEST OAK RIDGE DRIVE,HAGERSTOWN,MD,21740,11-12,Career Tech
-8641753.7685,4801816.4195,1436,Washington                                        ,21.014,Greenbrier Elementary                                       ,21222 SAN MAR ROAD,BOONSBORO,MD,21713,PreK-5,Elementary
-8704742.6777,4822439.2093,1437,Washington                                        ,21.015,Hancock Elementary                                          ,290 W. MAIN STREET,HANCOCK,MD,21750,PreK-5,Elementary
-8652779.0054,4816680.6355,1438,Washington                                        ,21.003,Western Heights Middle                                      ,1300 MARSHALL STREET,HAGERSTOWN,MD,21740,6-8,Middle
-8658007.4976,4810737.8321,1439,Washington                                        ,21.004,Hickory Elementary                                          ,11101 HICKORY SCHOOL ROAD,WILLIAMSPORT,MD,21795,PreK-5,Elementary
-8675911.8419,4816309.9415,1440,Washington                                        ,21.005,Clear Spring High                                           ,12630 BROADFORDING ROAD,CLEAR SPRING,MD,21722,9-12,High
-8675817.1342,4816429.7383,1441,Washington                                        ,21.007,Clear Spring Middle                                         ,12628 BROADFORDING ROAD,CLEAR SPRING,MD,21722,6-8,Middle
-8635518.5635,4816967.1847,1442,Washington                                        ,21.008,Smithsburg Middle                                           ,68 N MAIN ST,SMITHSBURG,MD,21783,6-8,Middle
-8461144.2478,4702015.143,1443,Talbot                                            ,20.006,Chapel District Elementary                                  ,11430 CORDOVA ROAD,CORDOVA,MD,21625,PreK-5,Elementary
-8467774.5384,4674271.206,1444,Talbot                                            ,20.007,White Marsh Elementary                                      ,4322 LOVERS LANE,TRAPPE,MD,21673,PreK-5,Elementary
-8484412.0263,4690235.8341,1445,Talbot                                            ,20.008,St. Michaels Middle/High                                    ,200 SEYMOUR AVENUE,ST MICHAELS,MD,21663,6-12,Middle/High
-8644054.9781,4795553.5571,1446,Washington                                        ,21.027,Boonsboro Elementary                                        ,5 CAMPUS AVENUE,BOONSBORO,MD,21713,PreK-5,Elementary
-8484596.8368,4690198.7123,1447,Talbot                                            ,20.001,St. Michaels Elementary                                     ,100 SEYMOUR AVENUE,ST MICHAELS,MD,21663,PreK-5,Elementary
-8467591.6512,4686756.4202,1448,Talbot                                            ,20.002,Easton High                                                 ,723 MECKLENBURG AVENUE,EASTON,MD,21601,9-12,High
-8469692.6265,4689396.5064,1449,Talbot                                            ,20.010,Easton Elementary School                                    ,307 GLENWOOD AVENUE,EASTON,MD,21601,PreK-5,Elementary
-8468859.4435,4687783.7828,1450,Talbot                                            ,20.004,Easton Middle                                               ,201 PEACHBLOSSUM ROAD,EASTON,MD,21601,6-8,Middle
-8513999.6611,4621090.4761,1451,St. Mary's                                        ,18.022,Green Holly Elementary                                      ,46060 MILLSTONE LANDING ROAD,LEXINGTON PARK,MD,20653,PreK-5,Elementary
-8515175.1636,4619054.8198,1452,St. Mary's                                        ,18.023,Greenview Knolls Elementary                                 ,45711 MILITARY LANE,GREAT MILLS,MD,20634,PreK-5,Elementary
-8520006.2182,4603074.8361,1453,St. Mary's                                        ,18.027,Piney Point Elementary                                      ,44550 TALL TIMBERS ROAD,TALL TIMBERS,MD,20690,PreK-5,Elementary
-8510579.1312,4611074.6644,1454,St. Mary's                                        ,18.029,Park Hall Elementary                                        ,20343 HERMANVILLE ROAD,PARK HALL,MD,20667,PreK-5,Elementary
-8546705.2825,4645601.3492,1455,St. Mary's                                        ,18.016,White Marsh Elementary                                      ,29090 THOMPSON CORNER ROAD,MECHANICSVILLE,MD,20659,K-5,Elementary
-8545762.6506,4646638.5591,1456,St. Mary's                                        ,18.017,Lettie Marshall Dent Elementary                             ,37840 NEW MARKET TURNER ROAD,MECHANICSVILLE,MD,20659,PreK-5,Elementary
-8538863.9729,4630447.2444,1457,St. Mary's                                        ,18.019,Chopticon High                                              ,25390 COLTON POINT ROAD,MORGANZA,MD,20660,9-12,High
-8514558.1531,4614439.9117,1458,St. Mary's                                        ,18.020,Great Mills High                                            ,21130 GREAT MILLS ROAD,GREAT MILLS,MD,20634,9-12,High
-8511243.8226,4616222.7386,1459,St. Mary's                                        ,18.021,Lexington Park Elementary                                   ,46763 SHANGRI-LA DRIVE,LEXINGTON PARK,MD,20653,PreK-5,Elementary
-8514766.6198,4620838.5479,1460,St. Mary's                                        ,18.010,Esperanza Middle                                            ,22790 MAPLE ROAD,LEXINGTON PARK,MD,20653,6-8,Middle
-8532203.2041,4635271.6313,1461,St. Mary's                                        ,18.011,Oakville Elementary                                         ,26410 THREE NOTCH ROAD,MECHANICSVILLE,MD,20659,PreK-5,Elementary
-8543302.029,4750563.3109,1462,Howard                                            ,13.086,Ducketts Lane Elementary                                    ,6501 DUCKETTS LN,ELKRIDGE,MD,21075,PreK-5,Elementary
-8542123.7507,4748225.9891,1463,Howard                                            ,13.087,Thomas Viaduct Middle                                       ,7000 BANBURY DR,HANOVER,MD,21075,6-8,Middle
-8559913.2795,4709787.8344,1464,Prince George's                                   ,16.260,Fairmont Heights High                                       ,6501 COLUMBIA PARK RD,LANDOVER,MD,20785,9-12,High
-8543037.1796,4717568.9055,1465,Prince George's                                   ,16.262,Bowie-Belair High Annex                                     ,3021 BELAIR DR,BOWIE,MD,20715,9,High
-8525773.5954,4658383.3853,1466,Calvert                                           ,04.029,New Calvert Middle                                          ,655 CHESAPEAKE BLVD,PRINCE FREDERICK,MD,20678,6-8,Middle
-8771485.4174,4816032.1774,1467,Allegany                                          ,01.038,Allegany High                                               ,900 SETON DRIVE,CUMBERLAND,MD,21502,9-12,High
-8531203.5723,4623905.1851,1468,St. Mary's                                        ,18.033,Captain Walter Francis Duke Elementary School               ,23595 HAYDEN FARM LN,LEONARDTOWN,MD,20650,PreK-5,Elementary
-8612241.6436,4768668.9915,1469,Frederick                                         ,10.078,Sugarloaf Elementary                                        ,3400 STONE BARN DR,FREDERICK,MD,21704,K-5,Elementary
-8548541.0533,4785503.4495,1470,Baltimore County                                  ,03.077,Timber Grove Elementary                                     ,701 ACADEMY AVENUE,OWINGS MILLS,MD,21117,PreK-5,Elementary
-8552794.2682,4775449.1501,1471,Baltimore County                                  ,03.078,Hernwood Elementary                                         ,9919 MARRIOTTSVILLE ROAD,RANDALLSTOWN,MD,21133,PreK-5,Elementary
-8499686.2881,4774816.6378,1472,Baltimore County                                  ,03.079,Oliver Beach Elementary                                     ,12912 CUNNINGHILL COVE ROAD,BALTIMORE,MD,21220,PreK-5,Elementary
-8506904.9195,4787261.3786,1473,Baltimore County                                  ,03.080,Kingsville Elementary                                       ,7300 SUNSHINE AVENUE,KINGSVILLE,MD,21087,K-5,Elementary
-8530585.5801,4788007.4832,1474,Baltimore County                                  ,03.069,Padonia International Elementary                            ,9834 GREENSIDE DRIVE,COCKEYSVILLE,MD,21030,PreK-5,Elementary
-8513536.5436,4779050.9063,1475,Baltimore County                                  ,03.070,Perry Hall Elementary                                       ,9021 BELAIR ROAD,BALTIMORE,MD,21236,PreK-5,Elementary
-8518168.6325,4771796.0303,1476,Baltimore County                                  ,03.072,Elmwood Elementary                                          ,531 DALE AVENUE,BALTIMORE,MD,21206,PreK-5,Elementary
-8522584.8464,4795327.5823,1477,Baltimore County                                  ,03.074,Jacksonville Elementary                                     ,3400 HILLENDALE HEIGHTS ROAD,PHOENIX,MD,21131,K-5,Elementary
-8512897.0121,4768355.0258,1478,Baltimore County                                  ,03.075,Eastern Technical High                                      ,1100 MACE AVENUE,BALTIMORE,MD,21221,9-12,High
-8509902.4691,4756100.9783,1479,Baltimore County                                  ,03.056,Edgemere Elementary                                         ,7201 NORTH POINT ROAD,BALTIMORE,MD,21219,PreK-5,Elementary
-8521751.0595,4777667.8075,1480,Baltimore County                                  ,03.065,White Oak Special Education                                 ,8401 LEEFIELD ROAD,BALTIMORE,MD,21234,SPECIAL,Special Ed.
-8508773.5024,4779259.1262,1481,Baltimore County                                  ,03.067,Chapel Hill Elementary                                      ,5200 JOPPA ROAD,PERRY HALL,MD,21128,K-5,Elementary
-8542114.6425,4766996.4605,1482,Baltimore County                                  ,03.050,Woodlawn High                                               ,1801 WOODLAWN DRIVE,BALTIMORE,MD,21207,9-12,High
-8509482.0598,4755775.82,1483,Baltimore County                                  ,03.051,Sparrows Point Middle/High                                  ,7400 NORTH POINT ROAD,BALTIMORE,MD,21219,6-8,Middle/High
-8517981.8018,4758827.4788,1484,Baltimore County                                  ,03.052,Dundalk Elementary                                          ,2717 SOUTH PLAYFIELD STREET,BALTIMORE,MD,21222,PreK-5,Elementary
-8548927.5762,4774439.4122,1485,Baltimore County                                  ,03.054,Randallstown Elementary                                     ,9013 LIBERTY ROAD,RANDALLSTOWN,MD,21133,K-5,Elementary
-8513708.1422,4766061.7554,1486,Baltimore County                                  ,03.055,Essex Elementary                                            ,100 MACE AVENUE,ESSEX,MD,21221,PreK-5,Elementary
-8528729.585,4776412.1298,1487,Baltimore County                                  ,03.042,Rodgers Forge Elementary                                    ,250 DUMBARTON ROAD,BALTIMORE,MD,21212,K-5,Elementary
-8542175.0317,4769656.3072,1488,Baltimore County                                  ,03.043,Woodlawn Middle                                             ,3033 SAINT LUKE'S LANE,BALTIMORE,MD,21207,6-8,Middle
-8528623.3168,4783683.5205,1489,Baltimore County                                  ,03.045,Ridgely Middle                                              ,121 RIDGELY ROAD,LUTHERVILLE,MD,21093,6-8,Middle
-8517770.9726,4761394.7677,1490,Baltimore County                                  ,03.047,Holabird Middle                                             ,1701 DELVALE AVENUE,BALTIMORE,MD,21222,4-8,Elementary/Middle
-8511133.5454,4763889.856,1491,Baltimore County                                  ,03.034,Sandalwood Elementary                                       ,900 SOUTH MARLYN AVENUE,BALTIMORE,MD,21221,PreK-5,Elementary
-8510260.9149,4753436.3718,1492,Baltimore County                                  ,03.035,Chesapeake Terrace Elementary                               ,2112 LODGE FARM ROAD,BALTIMORE,MD,21219,PreK-5,Elementary
-8511249.1504,4767867.6279,1493,Baltimore County                                  ,03.038,Stemmers Run Middle                                         ,201 STEMMERS RUN ROAD,BALTIMORE,MD,21221,6-8,Middle
-8517465.0941,4758913.9957,1494,Baltimore County                                  ,03.041,Dundalk Middle                                              ,7400 DUNMANWAY,BALTIMORE,MD,21222,6-8,Middle
-8545298.7923,4773143.9648,1495,Baltimore County                                  ,03.025,Scotts Branch Elementary                                    ,8220 TAWNMOORE ROAD,BALTIMORE,MD,21244,K-5,Elementary
-8547037.6268,4772519.8486,1496,Baltimore County                                  ,03.027,Winfield Elementary                                         ,8300 CARLSON LANE,BALTIMORE,MD,21244,PreK-5,Elementary
-8550617.1029,4788763.5581,1497,Baltimore County                                  ,03.030,Glyndon Elementary                                          ,445 GLYNDON DRIVE,REISTERSTOWN,MD,21136,PreK-5,Elementary
-8516197.8596,4770912.0096,1498,Baltimore County                                  ,03.031,Shady Spring Elementary                                     ,8868 GOLDENWOOD RD,BALTIMORE,MD,21237,PreK-5,Elementary
-8510455.7407,4766668.3057,1499,Baltimore County                                  ,03.020,Mars Estates Elementary                                     ,1500 HOMBERG AVENUE,BALTIMORE,MD,21221,PreK-5,Elementary
-8537668.4379,4758738.4175,1500,Baltimore County                                  ,03.021,Maiden Choice                                               ,4901 SHELBOURNE ROAD,BALTIMORE,MD,21227,SPECIAL,Special Ed.
-8526912.7113,4776525.4382,1501,Baltimore County                                  ,03.022,Stoneleigh Elementary                                       ,900 PEMBERTON ROAD,BALTIMORE,MD,21212,K-5,Elementary
-8543422.1715,4760370.9667,1502,Baltimore County                                  ,03.024,Hillcrest Elementary                                        ,1500 FREDERICK ROAD,BALTIMORE,MD,21228,K-5,Elementary
-8544706.8585,4763986.638,1503,Baltimore County                                  ,03.010,Woodbridge Elementary                                       ,1410 PLEASANT VALLEY DRIVE,BALTIMORE,MD,21228,PreK-5,Elementary
-8511990.5446,4778080.0924,1504,Baltimore County                                  ,03.011,Perry Hall High                                             ,4601 EBENEZER ROAD,BALTIMORE,MD,21236,9-12,High
-8521289.6829,4776348.376,1505,Baltimore County                                  ,03.012,Villa Cresta Elementary                                     ,2600 RADER AVENUE,BALTIMORE,MD,21234,PreK-5,Elementary
-8516526.3763,4768142.9166,1506,Baltimore County                                  ,03.015,Rosedale Center                                             ,8200 OLD PHILADELPHIA ROAD,BALTIMORE,MD,21237,6-12,Alternate
-8517987.8971,4773482.7912,1507,Baltimore County                                  ,03.004,Fullerton Elementary                                        ,4400 FULLERTON AVENUE,BALTIMORE,MD,21236,PreK-5,Elementary
-8536541.4528,4756441.8358,1508,Baltimore County                                  ,03.005,Halethorpe Elementary                                       ,4300 MAPLE AVENUE,HALETHORPE,MD,21227,PreK-5,Elementary
-8530361.3894,4789617.5631,1509,Baltimore County                                  ,03.006,Cockeysville Middle                                         ,10401 GREENSIDE DRIVE,COCKEYSVILLE,MD,21030,6-8,Middle
-8539778.4292,4760349.6681,1510,Baltimore County                                  ,03.008,Western School of Technology/Science                        ,100 KENWOOD AVENUE,BALTIMORE,MD,21228,9-12,Career Tech
-8519209.3798,4780735.6856,1511,Baltimore County                                  ,03.009,Pine Grove Elementary                                       ,2701 SUMMIT AVENUE,BALTIMORE,MD,21234,PreK-5,Elementary
-8527693.4801,4766660.3072,1512,Baltimore City                                    ,30.250,Cecil Elementary # 007                                      ,2000 CECIL AVENUE,BALTIMORE,MD,21218,PreK-5,Elementary
-8552287.0904,4788271.2707,1513,Baltimore County                                  ,03.002,Chatsworth Elementary                                       ,222 NEW AVENUE,REISTERSTOWN,MD,21136,PreK-5,Elementary
-8506983.5182,4763680.5677,1514,Baltimore County                                  ,03.003,Chesapeake High                                             ,1801 TURKEY POINT ROAD,BALTIMORE,MD,21221,9-12,High
-8531656.1348,4764486.6287,1515,Baltimore City                                    ,30.277,Harlem Park # 035,1401 W LAFAYETTE AVE,BALTIMORE,MD,21217,PreK-8,PreK-8
-8532684.1445,4765712.0821,1516,Baltimore City                                    ,30.242,Matthew A. Henson Elementary # 029                          ,1600 N PAYSON ST,BALTIMORE,MD,21217,PreK-5,Elementary
-8535293.7327,4767493.4582,1517,Baltimore City                                    ,30.254,Hilton Elementary # 021                                     ,3301 CARLISLE AVE,BALTIMORE,MD,21216,PreK-5,Elementary
-8531685.6116,4764328.6376,1518,Baltimore City                                    ,30.274,Harlem Park Building #078                                   ,1500 HARLEM AVE,BALTIMORE,MD,21217,6-12,Middle/High
-8520998.7876,4767739.3364,1519,Baltimore City                                    ,30.264,Thurgood Marshall Building #170 (formerly #77 Herring Run Jr,5001 SINCLAIR LANE,BALTIMORE,MD,21206,PreK-5,Elementary/Middle
-8534117.9123,4766923.4864,1520,Baltimore City                                    ,30.261,Gwynns Falls Elementary # 060                               ,2700 GWYNNS FALLS E,BALTIMORE,MD,21216,PreK-5,Elementary
-8528338.753,4768144.8057,1521,Baltimore City                                    ,30.260,Barclay PK-8 # 054                                          ,2900 BARCLAY ST,BALTIMORE,MD,21218,PreK-8,Elementary/Middle
-8527038.268,4764289.3927,1522,Baltimore City                                    ,30.275,Thomas G. Hayes Building #102                               ,601 NORTH CENTRAL AVE,BALTIMORE,MD,21202,6-12,Middle/High
-8531602.1088,4763468.0022,1523,Baltimore City                                    ,30.243,Franklin Square # 095                                       ,1400 W. LEXINGTON ST,BALTIMORE,MD,21223,PreK-8,PreK-8
-8524949.68,4766007.4101,1524,Baltimore City                                    ,30.269,Lakewood Early Learning Center # 086                        ,2625 FEDERAL ST,BALTIMORE,MD,21213,PreK,Elementary
-8524687.2259,4765799.6779,1525,Baltimore City                                    ,30.270,Fort Worthington Elementary # 085                           ,2710 E. HOFFMAN STREET,BALTIMORE,MD,21213,K-8,Elementary
-8533279.3193,4764709.4438,1526,Baltimore City                                    ,30.252,Billie Holiday Elementary # 144,2400 MOSHER ST,BALTIMORE,MD,21216,PreK-5,Elementary
-8533189.2665,4774206.9799,1527,Baltimore City                                    ,30.268,The Mt. Washington School #221                              ,1801 SULGRAVE AVE,BALTIMORE,MD,21209,K-8,Elementary/Middle
-8526297.4354,4754130.299,1528,Baltimore City                                    ,30.248,Curtis Bay PK-8 # 207                                       ,4301 WEST BAY AVE,BALTIMORE,MD,21225,PreK-5,Elementary
-8521788.4277,4768866.2657,1529,Baltimore City                                    ,30.256,Furley Elementary # 206                                     ,4633 FURLEY AVE,BALTIMORE,MD,21206,PreK-5,Elementary
-8538608.2607,4766386.7408,1530,Baltimore City                                    ,30.255,Dickey Hill PK-8 # 201                                      ,5025 DICKEY HILL RD,BALTIMORE,MD,21207,PreK-8,PreK-8
-8535744.6884,4769997.2573,1531,Baltimore City                                    ,30.257,Callaway Elementary # 251                                   ,3701 FERNHILL AVE,BALTIMORE,MD,21215,PreK-5,Elementary
-8531800.1917,4770582.6101,1532,Baltimore City                                    ,30.258,Medfield Heights Elementary # 249                           ,4300 BUCHANAN AVE,BALTIMORE,MD,21211,PreK-5,Elementary
